Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-16 09:53:00,161.45,2025-07-16 09:54:00,151.76,-9.69,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),151.76,151.76,161.45,False
2025-07-16 09:59:00,159.10,2025-07-16 10:01:00,159.10,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),149.55,159.10,166.20,False
2025-07-16 10:29:00,167.95,2025-07-16 10:30:00,160.05,-7.90,-4.70%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),157.87,157.87,167.95,False
2025-07-16 11:17:00,169.35,2025-07-16 11:38:00,159.19,-10.16,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),159.19,159.19,178.00,True
2025-07-16 11:46:00,162.35,2025-07-16 11:49:00,152.61,-9.74,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),152.61,152.61,162.35,False
2025-07-16 11:58:00,135.65,2025-07-16 12:07:00,131.20,-4.45,-3.28%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),127.51,127.51,140.70,False
2025-07-16 12:14:00,137.30,2025-07-16 12:25:00,137.30,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),129.06,137.30,144.80,False
2025-07-16 12:38:00,126.10,2025-07-16 12:39:00,121.80,-4.30,-3.41%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),118.53,118.53,126.45,False
2025-07-16 12:55:00,117.80,2025-07-16 13:14:00,110.15,-7.65,-6.49%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),110.73,110.73,121.00,False
2025-07-16 13:21:00,111.75,2025-07-16 13:31:00,121.75,10.00,8.95%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),105.04,111.75,121.95,False
2025-07-16 13:55:00,109.25,2025-07-16 14:01:00,102.70,-6.55,-6.00%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),102.69,102.69,109.75,False
2025-07-16 14:17:00,95.70,2025-07-16 14:18:00,88.10,-7.60,-7.94%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),71.78,71.78,95.80,False
2025-07-16 14:22:00,95.95,2025-07-16 14:52:00,105.95,10.00,10.42%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),71.96,95.95,106.20,False
