Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-08 10:03:00,136.0,2025-07-08 10:07:00,132.75,-3.25,-2.39%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),127.84,127.84,139.4,False
2025-07-08 10:19:00,136.45,2025-07-08 10:21:00,129.9,-6.55,-4.80%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),128.26,128.26,140.25,False
2025-07-08 10:35:00,130.55,2025-07-08 11:02:00,125.3,-5.25,-4.02%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),122.72,122.72,134.4,False
2025-07-08 11:12:00,125.4,2025-07-08 11:17:00,125.4,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),117.88,125.4,126.6,False
2025-07-08 11:27:00,124.15,2025-07-08 12:02:00,122.75,-1.4,-1.13%,SL Hit,Call Option (Enhanced Hybrid Premium),116.7,122.75,128.75,False
2025-07-08 12:44:00,136.55,2025-07-08 13:09:00,136.55,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),128.36,136.55,144.85,False
2025-07-08 13:30:00,137.2,2025-07-08 13:31:00,129.8,-7.4,-5.39%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),128.97,128.97,137.2,False
2025-07-08 13:35:00,131.5,2025-07-08 13:38:00,130.65,-0.85,-0.65%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),123.61,123.61,133.7,False
2025-07-08 14:15:00,130.85,2025-07-08 14:19:00,127.25,-3.6,-2.75%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),123.0,123.0,131.75,False
2025-07-08 14:40:00,131.0,2025-07-08 15:29:00,185.6,54.6,41.68%,End of Data,Call Option (Enhanced Hybrid Premium),123.14,181.21,197.55,True
2025-07-08 09:30:00,168.55,2025-07-08 09:35:00,178.55,10.00,5.93%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),158.44,158.44,179.20,False
2025-07-08 11:02:00,174.90,2025-07-08 11:29:00,175.30,0.40,0.23%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),164.41,174.90,182.65,False
2025-07-08 11:34:00,175.70,2025-07-08 11:57:00,175.70,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),165.16,175.70,183.05,False
2025-07-08 12:01:00,176.95,2025-07-08 12:05:00,172.95,-4.00,-2.26%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),166.33,166.33,180.30,False
2025-07-08 12:12:00,172.60,2025-07-08 12:16:00,173.50,0.90,0.52%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),162.24,162.24,175.00,False
2025-07-08 12:41:00,162.00,2025-07-08 12:45:00,157.30,-4.70,-2.90%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),152.28,152.28,170.60,False
2025-07-08 12:48:00,160.95,2025-07-08 12:49:00,156.95,-4.00,-2.49%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),151.29,151.29,161.60,False
2025-07-08 13:10:00,154.65,2025-07-08 13:15:00,153.90,-0.75,-0.48%,SL Hit,Put Option (Enhanced Hybrid Premium),145.37,153.90,155.35,False
