time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry,SMA 21,K,D,%R,%R
1751955960,178.45,178.7,176.25,176.4,166.43999999999997,NaN,174.78990482200925,NaN,0,178.5266927559205,23.944375015201402,34.53091250980258,-97.14285714285704,-57.32758620689649
1751956020,176.6,177.2,175.6,175.95,166.43999999999997,NaN,174.78990482200925,NaN,0,178.20460616143043,15.065644152762388,25.559768225076667,-94.0677966101696,-61.20689655172421
1751956080,176.2,177.45,175.95,177.2,166.43999999999997,NaN,174.78990482200925,NaN,0,178.07903039125162,7.874497617154801,15.628172261706197,-72.88135593220352,-55.980861244019266
1751956140,177.2,178,176.4,177.9,166.43999999999997,NaN,174.78990482200925,NaN,0,178.05665159234516,19.66116347025552,14.200435080057568,-58.55855855855844,-52.2842639593908
1751956200,177.6,177.85,176.55,176.7,166.43999999999997,NaN,174.78990482200925,NaN,0,177.88707014330203,25.9680621413298,17.83457440958004,-77.55102040816341,-64.46700507614221
1751956260,176.95,178,176.55,177.35,166.43999999999997,NaN,174.78990482200925,NaN,0,177.81993637538926,29.676532420052613,25.101919343879313,-64.28571428571432,-57.86802030456857
1751956320,177.4,179.85,177.4,179.25,166.43999999999997,NaN,174.78990482200925,NaN,0,177.9986943284656,43.155690633438134,32.93342839827351,-14.117647058823396,-38.578680203045714
1751956380,179.75,180.3,177.2,177.4,166.43999999999997,NaN,174.78990482200925,NaN,0,177.9238575374074,48.61707873537327,40.483100596288004,-61.702127659574366,-68.90243902439018
1751956440,177.3,178.95,177.2,177.4,166.43999999999997,NaN,174.78990482200925,NaN,0,177.85837534523148,52.615530025299876,48.12943313137043,-61.702127659574366,-75.83892617449655
1751956500,177.35,177.35,172.95,172.95,166.43999999999997,NaN,NaN,182.256272051463,0,177.24482842707755,27.207122088692955,42.81324361645537,-100,-100
1751956560,173.15,175.6,173.15,175.6,166.43999999999997,NaN,NaN,181.56564484631673,0,177.03922487369286,31.48887060513772,37.10384090637685,-63.94557823129255,-73.76237623762377
1751956620,174.75,176.75,174.75,176,166.43999999999997,NaN,NaN,181.56564484631673,0,176.90932176448126,34.350523263614576,31.015505319148417,-58.50340136054419,-69.80198019801976
1751956680,176.25,176.55,174.05,174.3,166.43999999999997,NaN,NaN,181.56564484631673,0,176.58315654392112,44.583862509927734,36.80775212622668,-81.63265306122423,-86.63366336633644
1751956740,174.05,174.25,172.1,172.1,166.43999999999997,NaN,NaN,180.2379800929649,0,176.022761975931,29.479523997427602,36.137969923656634,-100,-100.00000000000001
