datetime,open,high,low,close,K,D,%R,%R.1
2025-07-02 09:15:00,196.0,214.9,193.0,208.05,55.46621961355739,31.54332609675714,-25.464684014869864,-25.464684014869864
2025-07-02 09:16:00,205.6,210.9,200.95,210.8,73.81559274921598,50.47156621433246,-15.241635687732318,-15.241635687732318
2025-07-02 09:17:00,210.3,221.0,210.3,216.2,100.0,76.42727078759111,-14.54545454545458,-14.54545454545458
2025-07-02 09:18:00,217.35,225.55,214.3,216.95,100.0,91.27186424973866,-22.902796271637868,-22.902796271637868
2025-07-02 09:19:00,218.45,221.4,216.4,217.85,100.0,100.0,-20.505992010652506,-20.505992010652506
2025-07-02 09:20:00,216.75,222.45,214.85,217.55,99.47638578885888,99.82546192961962,-21.30492676431424,-21.30492676431424
2025-07-02 09:21:00,216.65,222.6,213.05,219.7,99.47638578885888,99.65092385923924,-15.66265060240969,-15.57922769640485
2025-07-02 09:22:00,220.7,229.0,219.6,224.9,99.47638578885888,99.47638578885888,-10.237203495630444,-9.999999999999986
2025-07-02 09:23:00,224.2,227.95,224.1,225.75,100.0,99.65092385923924,-9.02777777777778,-7.926829268292683
2025-07-02 09:24:00,227.5,227.85,218.1,218.1,88.83109613475392,96.1024939745376,-38.859180035650624,-26.585365853658548
2025-07-02 09:25:00,216.6,218.4,208.0,210.65,69.55588706725779,86.12899440067055,-87.38095238095237,-44.7560975609756
2025-07-02 09:26:00,211.35,211.35,203.25,203.8,41.43795959036692,66.6083142641262,-97.86407766990288,-61.46341463414632
2025-07-02 09:27:00,202.55,205.2,196.85,198.4,20.176659914037653,43.72350219055411,-95.1788491446345,-74.6341463414634
2025-07-02 09:28:00,198.35,206.4,198.0,201.45,9.224401584914604,23.613007029773044,-85.69206842923796,-67.19512195121953
2025-07-02 09:29:00,201.9,205.65,201.55,202.35,8.02668269699374,12.475914731981982,-82.89269051321928,-65.00000000000001
2025-07-02 09:30:00,201.6,205.45,198.25,199.7,8.79235621337512,8.68114683176114,-91.13530326594092,-71.46341463414636
2025-07-02 09:31:00,198.65,200.05,193.5,197.2,5.68649027666098,7.501843062343265,-89.25979680696665,-77.56097560975611
2025-07-02 09:32:00,196.1,198.3,195.0,198.3,2.953446108223405,5.810764199419819,-86.02620087336241,-74.87804878048779
2025-07-02 09:33:00,199.8,199.8,191.0,192.6,1.2846428000840326,3.3081930616561244,-94.16058394160584,-88.78048780487806
2025-07-02 09:34:00,189.0,193.4,187.5,190.1,1.2846428000840326,1.8409105694638084,-89.09853249475893,-93.73493975903617
2025-07-02 09:35:00,190.95,195.8,190.95,193.4,3.538788907913323,2.036024836027114,-68.78306878306876,-85.78313253012047
2025-07-02 09:36:00,192.55,197.2,191.55,195.3,9.03026072430449,4.6178974774339485,-58.730158730158685,-81.20481927710841
2025-07-02 09:37:00,194.75,196.6,190.2,194.2,15.930459193401203,9.49983627520634,-63.08539944903589,-83.85542168674701
2025-07-02 09:38:00,193.2,197.35,192.85,195.5,26.38728807667553,17.116002664793744,-55.43175487465178,-80.72289156626506
2025-07-02 09:39:00,196.3,196.65,193.35,193.65,38.09076046590019,26.802835911992307,-50.99601593625498,-85.18072289156625
2025-07-02 09:40:00,193.15,193.15,183.1,186.15,31.19056199680348,31.889536846459738,-81.73652694610773,-93.35511982570804
2025-07-02 09:41:00,185.25,189.9,184.85,187.15,21.473427168553837,30.25158321041917,-75.74850299401193,-91.17647058823526
2025-07-02 09:42:00,187.85,189.0,184.6,184.8,4.2784829629380114,18.98082404276511,-88.07017543859637,-96.29629629629626
2025-07-02 09:43:00,185.1,186.2,179.25,183.2,4.278482962938014,10.01013103147662,-78.17679558011055,-92.0603015075377
2025-07-02 09:44:00,183.9,186.05,182.2,183.4,1.089588633326684,3.2155181864009044,-77.07182320441986,-91.6582914572864
2025-07-02 09:45:00,182.45,184.6,178.0,180.6,1.089588633326684,2.152553409863795,-86.56330749354008,-94.90196078431374
2025-07-02 09:46:00,180.15,186.25,179.8,185.0,20.86590869386419,7.681695320172519,-63.82428940568475,-86.27450980392157
2025-07-02 09:47:00,184.8,186.0,183.15,183.15,34.813298742588785,18.92293202325989,-72.38605898123322,-89.9019607843137
2025-07-02 09:48:00,183.3,183.75,179.15,181.3,45.22948400681824,33.6362304810904,-78.21782178217816,-93.52941176470588
2025-07-02 09:49:00,181.35,188.0,181.35,188.0,58.786497279614075,46.27642667634037,-15.96638655462189,-80.3921568627451
2025-07-02 09:50:00,187.0,193.7,186.3,192.4,77.08285193089613,60.36627773910948,-8.280254777069961,-71.17117117117115
2025-07-02 09:51:00,192.2,193.15,190.7,192.45,100.0,78.6231164035034,-7.961783439490452,-71.01303911735208
2025-07-02 09:52:00,192.3,192.55,187.45,187.45,90.02819950856275,89.03701714648629,-39.80891719745226,-76.60891089108914
2025-07-02 09:53:00,187.9,189.2,184.0,187.8,80.86196877048884,90.29672275968386,-37.57961783439479,-70.61469265367312
2025-07-02 09:54:00,188.15,188.9,181.35,181.65,60.933031852336505,77.27440004379604,-82.81786941580754,-87.14788732394365
2025-07-02 09:55:00,183.15,188.5,183.0,187.85,64.58408213895329,68.79302758725954,-40.20618556701032,-65.31690140845073
2025-07-02 09:56:00,188.95,191.3,188.05,190.1,71.80126644907065,65.77279348012016,-24.742268041237104,-56.23869801084994
2025-07-02 09:57:00,190.4,191.0,186.15,187.45,84.87339583531042,73.75291480777813,-50.607287449392736,-65.5737704918033
2025-07-02 09:58:00,187.2,188.5,183.3,183.85,78.12760686967324,78.26742305135144,-79.75708502024291,-73.46938775510209
2025-07-02 09:59:00,183.05,183.05,178.65,180.0,56.18734468992881,73.06278246497082,-90.68965517241382,-90.8256880733945
2025-07-02 10:00:00,179.7,182.55,179.2,180.4,40.33077622318741,58.21524259426315,-87.41007194244604,-88.99082568807337
