time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,EMA,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1752032700,25518.15,25525.05,25492.55,25505.3,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25522.3116975996,,25542.059500375355,0.611941627569486,2.9779130352612313,-70.27972027972129,-77.02702702702703,2025-07-09 09:15:00
1752032760,25504.3,25504.3,25484.6,25489.55,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25518.21648539965,,25530.593550337817,-2.220446049250313e-16,0.4079610850463239,-90.2654867256627,-92.19858156028263,2025-07-09 09:16:00
1752032820,25488.6,25490.4,25483.3,25487.6,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25514.389424724697,,25521.509195304036,-2.220446049250313e-16,0.2039805425231618,-91.75455417066318,-93.35907335907449,2025-07-09 09:17:00
1752032880,25488.3,25499.5,25486.5,25494.95,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25511.959496634103,,25521.509195304036,6.482168993723712,2.1607229979079037,-77.66059443911575,-82.00772200771976,2025-07-09 09:18:00
1752032940,25494.0,25494.0,25486.3,25488.65,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25509.04580955484,,25521.509195304036,9.583915523009054,5.355361505577588,-89.7411313518657,-91.73745173744835,2025-07-09 09:19:00
1752033000,25488.3,25492.3,25478.15,25490.9,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25506.777583360486,,25520.231053376643,14.69069772538709,10.252260747373285,-75.78347578347478,-81.75965665235995,2025-07-09 09:20:00
1752033060,25490.6,25500.7,25490.4,25497.2,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25505.580385440426,,25520.231053376643,18.775454459277125,14.35002256922442,-62.42603550295786,-72.74678111588001,2025-07-09 09:21:00
1752033120,25496.0,25498.8,25484.8,25488.4,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25503.432837260378,,25520.231053376643,21.037032335941717,18.16772817353531,-79.783037475344,-85.33619456366192,2025-07-09 09:22:00
1752033180,25488.05,25492.7,25484.55,25487.8,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25501.478732602827,,25520.231053376643,20.951663589766756,20.2547167949952,-79.42430703625104,-86.19456366237752,2025-07-09 09:23:00
1752033240,25487.9,25489.5,25484.55,25487.6,25498.233333333337,25486.1,25510.36666666667,25572.316666666666,25622.13333333333,25696.216666666667,25746.033333333333,25448.416666666668,25374.333333333336,25324.51666666667,25250.433333333334,25548.05,25424.15,25499.743891027472,,25519.332581620416,15.835715774043974,19.274803899917483,-63.86233269599282,-86.48068669528271,2025-07-09 09:24:00
