date,type,comments,entry_time,exit_time,entry_price,exit_price,stop_loss_price,take_profit_price,pnl,exit_reason
0907,Call,Reversal Strategy v2,2025-07-09 09:49:00,2025-07-09 09:56:00,135.9,145.413,126.387,145.413,9.513000000000005,Target Profit (7%)
0907,Put,Reversal Strategy v2,2025-07-09 10:30:00,2025-07-09 11:14:00,101.4,94.30199999999999,94.30199999999999,108.49800000000002,-7.098000000000013,Stop Loss (7%)
0907,Call,Reversal Strategy v2,2025-07-09 10:50:00,2025-07-09 11:02:00,174.0,161.82,161.82,186.18,-12.180000000000007,Stop Loss (7%)
0907,Call,Reversal Strategy v2,2025-07-09 11:07:00,2025-07-09 11:15:00,169.35,181.2045,157.4955,181.2045,11.854500000000002,Target Profit (7%)
0907,Put,Reversal Strategy v2,2025-07-09 11:40:00,2025-07-09 11:52:00,89.45,95.71150000000002,83.18849999999999,95.71150000000002,6.261500000000012,Target Profit (7%)
0907,Call,Reversal Strategy v2,2025-07-09 12:07:00,2025-07-09 12:25:00,168.5,180.29500000000002,156.70499999999998,180.29500000000002,11.795000000000016,Target Profit (7%)
0907,Put,Reversal Strategy v2,2025-07-09 12:43:00,2025-07-09 12:45:00,88.7,94.909,82.491,94.909,6.209000000000003,Target Profit (7%)
0907,Call,Reversal Strategy v2,2025-07-09 12:50:00,2025-07-09 13:04:00,175.45,163.16849999999997,163.16849999999997,187.7315,-12.281500000000023,Stop Loss (7%)
0907,Call,Reversal Strategy v2,2025-07-09 13:12:00,2025-07-09 14:17:00,166.2,154.56599999999997,154.56599999999997,177.834,-11.634000000000015,Stop Loss (7%)
0907,Put,Reversal Strategy v2,2025-07-09 13:37:00,2025-07-09 14:17:00,96.2,102.93400000000001,89.466,102.93400000000001,6.734000000000009,Target Profit (7%)
0907,Call,Reversal Strategy v2,2025-07-09 13:58:00,2025-07-09 14:17:00,169.3,157.449,157.449,181.151,-11.850999999999999,Stop Loss (7%)
0907,Call,Reversal Strategy v2,2025-07-09 14:14:00,2025-07-09 14:17:00,167.05,155.3565,155.3565,178.7435,-11.6935,Stop Loss (7%)
0907,Call,Reversal Strategy v2,2025-07-09 15:00:00,2025-07-09 15:29:00,128.0,119.03999999999999,119.03999999999999,136.96,-8.960000000000008,Stop Loss (7%)
0907,Put,Reversal Strategy v2,2025-07-09 15:29:00,2025-07-09 15:29:00,134.2,135.6,124.80599999999998,143.594,1.4000000000000057,End of Day
