Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-06-27 09:53:00,152.4,2025-06-27 09:57:00,141.15,-11.25,-7.38%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),143.26,143.26,158.25,False
2025-06-27 10:32:00,151.6,2025-06-27 10:35:00,142.6,-9.0,-5.94%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),142.5,142.5,152.9,False
2025-06-27 13:27:00,171.3,2025-06-27 13:53:00,167.55,-3.75,-2.19%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),161.02,161.02,177.65,False
2025-06-27 14:00:00,179.7,2025-06-27 14:29:00,168.92,-10.78,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),168.92,168.92,182.4,True
2025-06-27 14:43:00,173.5,2025-06-27 15:09:00,163.09,-10.41,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),163.09,163.09,181.75,True
2025-06-27 09:22:00,215.00,2025-06-27 09:27:00,225.00,10.00,4.65%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),202.10,202.10,227.00,False
2025-06-27 10:28:00,223.85,2025-06-27 10:33:00,210.42,-13.43,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),210.42,210.42,225.50,True
2025-06-27 11:20:00,192.75,2025-06-27 11:30:00,187.40,-5.35,-2.78%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),181.19,181.19,194.60,False
2025-06-27 11:33:00,190.90,2025-06-27 11:37:00,186.00,-4.90,-2.57%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),179.45,179.45,192.95,False
2025-06-27 11:50:00,189.45,2025-06-27 11:56:00,178.08,-11.37,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),178.08,178.08,191.75,True
2025-06-27 12:25:00,170.75,2025-06-27 12:37:00,167.50,-3.25,-1.90%,SL Hit,Put Option (Enhanced Hybrid Premium),160.50,167.50,173.60,False
2025-06-27 13:03:00,167.45,2025-06-27 13:49:00,157.40,-10.05,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),157.40,157.40,178.15,True
2025-06-27 13:51:00,162.80,2025-06-27 13:58:00,156.45,-6.35,-3.90%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),153.03,153.03,166.25,False
2025-06-27 14:17:00,158.80,2025-06-27 15:01:00,149.27,-9.53,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),149.27,149.27,172.50,True
2025-06-27 15:08:00,160.85,2025-06-27 15:29:00,156.60,-4.25,-2.64%,End of Data,Put Option (Enhanced Hybrid Premium),151.20,151.20,166.70,True
