datetime,open,high,low,close,K,D,%R,%R.1
2025-06-27 09:15:00,226.65,226.65,191.75,195.4,18.60042056194872,39.37562250910989,-95.01706484641636,-95.40302267002518
2025-06-27 09:16:00,199.4,209.15,197.75,206.8,8.851198529123844,22.744746088407208,-79.45392491467575,-81.04534005037782
2025-06-27 09:17:00,206.65,211.95,203.15,208.7,19.0700688243758,15.507229305149464,-76.86006825938568,-78.65239294710328
2025-06-27 09:18:00,208.0,212.45,201.5,201.5,28.712268869635597,18.877845407711757,-86.68941979522184,-87.72040302267003
2025-06-27 09:19:00,202.0,207.75,202.0,203.7,31.38320177550495,26.388513156505457,-83.68600682593858,-84.94962216624687
2025-06-27 09:20:00,202.0,210.85,202.0,207.15,35.59032007949133,31.8952635748773,-78.97610921501705,-80.60453400503778
2025-06-27 09:21:00,207.25,214.75,206.65,214.75,46.389472940781765,37.787664931926024,-68.60068259385666,-71.03274559193954
2025-06-27 09:22:00,215.0,216.8,212.1,215.1,55.57921642367243,45.853003147981845,-67.83746556473831,-70.59193954659949
2025-06-27 09:23:00,214.0,215.5,210.75,215.0,61.8234527735766,54.59738071267694,-33.38108882521491,-70.71788413098237
2025-06-27 09:24:00,215.15,221.2,211.65,212.3,60.88870601952024,59.43045840558977,-37.95309168443489,-74.11838790931988
2025-06-27 09:25:00,210.6,219.8,210.6,215.9,62.89861939569246,61.87025939626312,-26.903553299492316,-69.13738019169328
2025-06-27 09:26:00,216.05,221.45,211.95,214.1,65.01791776995505,62.93508106172259,-36.84210526315789,-71.43769968051119
2025-06-27 09:27:00,214.0,227.0,214.0,224.0,78.84464495079449,68.920394038814,-12.0,-58.78594249201278
2025-06-27 09:28:00,222.6,233.0,222.6,231.9,89.45618999007176,77.77291757027378,-3.5483870967741753,-48.69009584664536
2025-06-27 09:29:00,230.3,243.35,230.3,242.75,100.0,89.43361164695541,-1.6348773841961703,-34.82428115015974
2025-06-27 09:30:00,245.3,257.9,243.25,250.1,100.0,96.48539666335726,-16.490486257928087,-25.43130990415336
2025-06-27 09:31:00,250.2,252.15,242.8,250.6,100.0,100.0,-15.433403805496798,-24.79233226837061
2025-06-27 09:32:00,249.15,251.0,232.8,232.8,89.08806629342068,96.3626887644736,-53.06553911205068,-47.53993610223641
2025-06-27 09:33:00,231.4,234.0,226.0,230.7,75.98207912865786,88.35671514069286,-57.50528541226216,-48.06666666666668
2025-06-27 09:34:00,231.0,235.65,224.1,224.3,56.16208043489647,73.74407528565835,-73.12295973884652,-55.5631399317406
2025-06-27 09:35:00,223.95,229.0,216.75,216.75,42.78192069312612,58.308693418893505,-93.7357630979499,-65.8703071672355
2025-06-27 09:36:00,217.1,221.45,215.3,219.65,34.05001896856727,44.33134003219664,-89.7887323943662,-61.9112627986348
2025-06-27 09:37:00,220.15,231.75,217.65,231.75,41.2315369529856,39.354492204893006,-61.38497652582159,-45.39249146757679
2025-06-27 09:38:00,230.1,233.25,221.1,221.1,44.36127031621294,39.88094207925528,-86.38497652582163,-59.93174061433449
2025-06-27 09:39:00,221.7,227.45,219.4,226.0,48.864496191505744,44.819101153568106,-70.96336499321576,-53.24232081911263
2025-06-27 09:40:00,225.95,231.5,225.2,229.0,42.716675346231206,45.31414728464998,-61.624649859944,-49.14675767918089
2025-06-27 09:41:00,229.8,234.7,222.2,222.2,39.06719627349139,43.549455937076125,-66.0933660933662,-58.05785123966945
2025-06-27 09:42:00,223.0,232.5,222.9,232.5,41.366534040048805,41.05013521992381,-15.479115479115512,-38.39758125472409
2025-06-27 09:43:00,231.55,237.35,231.3,234.35,46.7629271474108,42.39888582031701,-13.605442176870758,-39.15211970074811
