time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,EMA,Up Trend,Down Trend,K,D,%R,%R
1750920480,350.35,354.75,350.35,350.35,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25389.045018695386,25374.948042233504,NaN,19.859031551296443,15.87109272267233,-73.61376673040144,-87.3510540788267
1750920540,353.8,357.2,353.8,357.2,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25389.60814135846,25374.948042233504,NaN,53.192364884629775,29.658840309029316,-33.8942307692308,-74.79376718606783
1750920600,353.85,353.85,352.9,353.75,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25389.938373688652,25374.948042233504,NaN,67.8002017724168,46.95053273611435,-47.582697201017844,-81.11824014665443
1750920660,352,354.15,349,354.15,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25390.35232697757,25374.948042233504,NaN,86.40149205079877,69.13135290261512,-45.54707379134875,-80.38496791934007
1750920720,353.8,354.25,351,351,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25391.214536105374,25374.948042233504,NaN,73.25264487131277,75.81811289817611,-48.63945578231281,-86.15948670944086
1750920780,352,352,346.65,347.35,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25392.4877190922,25374.948042233504,NaN,59.90020067850003,73.18477920020386,-71.94244604316529,-92.85059578368464
1750920840,349.35,349.35,348.05,348.05,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25393.73300420568,25376.201510391358,NaN,48.05187082570211,60.40157212517164,-66.54545454545438,-91.56736938588448
1750920900,352,358.55,351.45,354.7,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25394.12262867997,25376.201510391358,NaN,61.20071800518813,56.38426316979676,-26.460481099656494,-79.37671860678277
1750920960,351.45,351.45,350.45,350.45,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25394.838550094973,25376.201510391358,NaN,73.59421586046287,60.9489348971177,-68.0672268907563,-87.16773602199817
1750921020,349.35,349.35,344.85,348.6,513.5166666666667,500.6583333333333,526.375,571.9333333333333,656.0666666666665,714.4833333333332,798.6166666666664,429.3833333333333,370.9666666666667,286.83333333333337,228.41666666666674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,597.65,455.1,NaN,NaN,NaN,NaN,25396.377481333104,25377.619076075298,NaN,79.46410273576547,71.41967886713883,-72.62773722627735,-90.00969932104748
