Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-04 09:26:00,174.45,2025-07-04 09:31:00,163.98,-10.47,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),163.98,163.98,181.10,False
2025-07-04 09:38:00,160.65,2025-07-04 09:39:00,151.01,-9.64,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),151.01,151.01,161.25,False
2025-07-04 09:45:00,154.05,2025-07-04 09:53:00,164.05,10.00,6.49%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),144.81,154.05,166.30,False
2025-07-04 10:35:00,158.00,2025-07-04 10:43:00,158.00,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),148.52,158.00,164.50,False
2025-07-04 10:54:00,159.60,2025-07-04 11:19:00,155.75,-3.85,-2.41%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),150.02,150.02,165.30,False
2025-07-04 11:27:00,147.30,2025-07-04 11:35:00,140.65,-6.65,-4.51%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),138.46,138.46,151.95,False
2025-07-04 11:50:00,123.75,2025-07-04 12:03:00,120.05,-3.70,-2.99%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),116.32,116.32,125.00,False
2025-07-04 12:08:00,120.00,2025-07-04 12:26:00,124.50,4.50,3.75%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),112.80,120.00,129.00,False
2025-07-04 12:48:00,124.00,2025-07-04 12:52:00,122.25,-1.75,-1.41%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),116.56,116.56,125.75,False
2025-07-04 12:57:00,126.50,2025-07-04 13:00:00,123.55,-2.95,-2.33%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),118.91,118.91,127.95,False
2025-07-04 13:04:00,126.20,2025-07-04 14:35:00,143.16,16.96,13.44%,Trailing SL,Call Option (Enhanced Hybrid Premium),118.63,143.16,157.25,True
