Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-17 09:18:00,128.65,2025-07-17 09:19:00,138.65,10.00,7.77%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),120.93,120.93,144.45,False
2025-07-17 09:24:00,134.95,2025-07-17 09:25:00,126.85,-8.10,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),126.85,126.85,141.60,False
2025-07-17 10:27:00,84.85,2025-07-17 10:29:00,78.70,-6.15,-7.25%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),63.64,63.64,84.85,False
2025-07-17 10:34:00,81.00,2025-07-17 10:35:00,76.20,-4.80,-5.93%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),60.75,60.75,81.10,False
2025-07-17 12:10:00,108.00,2025-07-17 12:14:00,103.10,-4.90,-4.54%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),101.52,101.52,108.10,False
2025-07-17 12:28:00,98.80,2025-07-17 12:30:00,96.40,-2.40,-2.43%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),74.10,74.10,100.95,False
2025-07-17 12:34:00,97.00,2025-07-17 12:35:00,96.20,-0.80,-0.82%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),72.75,72.75,99.45,False
2025-07-17 12:42:00,93.10,2025-07-17 12:48:00,99.16,6.06,6.51%,Trailing SL,Call Option (Enhanced Hybrid Premium),69.82,99.16,114.30,True
2025-07-17 13:10:00,87.15,2025-07-17 13:13:00,86.60,-0.55,-0.63%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),65.36,65.36,90.00,False
2025-07-17 13:28:00,82.90,2025-07-17 13:32:00,80.60,-2.30,-2.77%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),62.18,62.18,85.20,False
2025-07-17 13:51:00,80.85,2025-07-17 13:52:00,90.85,10.00,12.37%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),60.64,60.64,95.50,False
2025-07-17 14:24:00,57.30,2025-07-17 14:29:00,42.97,-14.33,-25.00%,SL Hit,Call Option (Enhanced Hybrid Premium),42.97,42.97,59.80,False
2025-07-17 14:34:00,45.30,2025-07-17 14:39:00,55.30,10.00,22.08%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),33.97,45.30,55.85,False
2025-07-17 14:55:00,34.90,2025-07-17 14:57:00,34.90,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),26.17,34.90,39.35,False
2025-07-17 15:10:00,18.90,2025-07-17 15:12:00,14.17,-4.72,-25.00%,SL Hit,Call Option (Enhanced Hybrid Premium),14.17,14.17,18.90,False
