time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry1,Entry2,EMA 15,Armed,K,D,%R,%R
1752745560,234.4,234.4,231.65,232.4,NaN,NaN,NaN,237.3172287974836,0,0,231.57403568264203,0,79.93836350230558,80.20221652327452,-52.52525252525253,-18.562874251496986
1752745620,232.5,233.45,232.1,232.75,NaN,NaN,NaN,237.3172287974836,0,0,231.72103122231178,0,77.05698037508914,80.62522273907807,-45.45454545454556,-16.467065868263486
1752745680,232.7,232.7,230.7,231.1,NaN,NaN,NaN,237.3172287974836,0,0,231.6434023195228,0,49.81188857234693,68.93574414991389,-78.78787878787908,-26.34730538922161
1752745740,230.4,231.4,228.35,228.45,NaN,NaN,NaN,237.3172287974836,0,0,231.24422702958245,0,28.4485193824428,51.77246277662629,-98.49624060150384,-54.65116279069774
1752745800,229,229.2,227.15,227.35,NaN,NaN,NaN,235.93969588752546,0,0,230.75744865088464,0,6.0882415305911195,28.116216495126945,-97.4522292993632,-63.42412451361875
1752745860,226.95,227.7,225.3,225.75,NaN,NaN,NaN,234.2082262987729,0,0,230.13151756952405,0,-8.289665250534503e-15,11.51225363767796,-95.36082474226815,-75.87548638132299
1752745920,225.85,226,224.75,225.5,NaN,NaN,NaN,232.68740366889563,0,0,229.55257787333355,0,-8.289665250534503e-15,2.0294138435303575,-92.6829268292683,-82.30452674897116
1752745980,225.2,226.15,224.3,224.7,NaN,NaN,NaN,232.36116330200608,0,0,228.94600563916686,0,-8.289665250534503e-15,-1.8454373831547047e-14,-96.26168224299086,-88.88888888888894
1752746040,225,225,223.55,224,NaN,NaN,NaN,231.13254697180545,0,0,228.327754934271,0,-8.289665250534503e-15,-1.8454373831547047e-14,-95.85253456221207,-94.65020576131683
1752746100,223.9,225.8,222.05,222.25,NaN,NaN,NaN,231.13254697180545,0,0,227.56803556748713,0,-8.289665250534503e-15,-1.8454373831547047e-14,-98.24561403508781,-98.51301115241644
1752746160,222.7,222.7,221.2,222.25,NaN,NaN,NaN,228.9671130471624,0,0,226.90328112155123,0,-8.289665250534503e-15,-1.8454373831547047e-14,-90.86956521739121,-92.39130434782601
1752746220,222,223.2,221.6,223,NaN,NaN,NaN,228.9671130471624,0,0,226.41537098135734,0,3.8724764031931413,1.2908254677310416,-82.35294117647051,-86.95652173913037
1752746280,223,223.55,222,222.15,NaN,NaN,NaN,228.9671130471624,0,0,225.88219960868767,0,5.530238717458562,3.134238373550565,-88.12499999999979,-93.1159420289854
1752746340,222.3,225,221.5,225,NaN,NaN,NaN,228.9671130471624,0,0,225.77192465760172,1,23.561162674369104,10.987959265006936,-41.53846153846136,-72.46376811594197
1752810300,150,227.55,150,211.8,NaN,NaN,NaN,218.31549787024326,0,0,224.0254340754015,0,19.688686271175957,16.260029221001208,-20.309477756286263,-27.294117647058812
1752810360,209.15,209.15,202.3,202.3,NaN,NaN,NaN,218.31549787024326,0,0,221.3097548159763,0,18.030923956910538,20.42692430081853,-32.55963894261766,-38.47058823529411
1752810420,200.7,201.35,195.2,198.75,NaN,NaN,NaN,218.31549787024326,0,0,218.48978546397927,0,-2.3684757858670005e-15,12.573203409362165,-37.137330754352035,-42.64705882352941
1752810480,199.05,201.8,195.4,198.15,NaN,NaN,NaN,218.31549787024326,0,0,215.94731228098186,0,-2.3684757858670005e-15,6.010307985636843,-37.9110251450677,-43.35294117647058
