datetime,open,high,low,close,Put,Put_v2
2025-06-24 09:15:00,130.0,130.0,95.0,98.75,0,0
2025-06-24 09:16:00,98.8,104.4,92.25,104.4,0,0
2025-06-24 09:17:00,105.0,105.75,100.7,101.8,0,0
2025-06-24 09:18:00,101.95,108.25,101.95,103.1,0,0
2025-06-24 09:19:00,103.25,103.25,95.05,95.05,0,0
2025-06-24 09:20:00,93.8,94.1,88.2,89.6,0,0
2025-06-24 09:21:00,88.9,90.25,87.45,88.05,0,0
2025-06-24 09:22:00,89.15,94.8,88.9,94.6,0,0
2025-06-24 09:23:00,94.65,96.25,90.25,91.9,0,0
2025-06-24 09:24:00,91.2,95.6,91.15,94.1,0,0
2025-06-24 09:25:00,94.8,99.3,93.35,97.2,0,0
2025-06-24 09:26:00,98.15,109.4,96.5,101.75,0,0
2025-06-24 09:27:00,104.8,108.3,102.5,102.85,0,0
2025-06-24 09:28:00,102.55,105.3,98.3,102.25,0,0
2025-06-24 09:29:00,103.9,109.2,102.15,107.85,0,0
2025-06-24 09:30:00,108.65,114.9,104.05,108.1,0,0
2025-06-24 09:31:00,107.15,110.5,106.0,109.4,0,0
2025-06-24 09:32:00,108.55,111.0,104.1,107.95,0,0
2025-06-24 09:33:00,106.5,110.9,106.1,108.4,0,0
2025-06-24 09:34:00,108.25,108.95,103.7,105.7,0,0
2025-06-24 09:35:00,105.2,118.5,104.9,117.25,0,0
2025-06-24 09:36:00,121.45,137.0,119.8,131.35,0,0
2025-06-24 09:37:00,132.5,147.95,129.15,144.6,0,0
2025-06-24 09:38:00,146.0,148.95,137.3,137.3,0,0
2025-06-24 09:39:00,138.05,139.55,128.0,133.9,0,0
2025-06-24 09:40:00,133.55,138.35,131.1,137.5,0,0
2025-06-24 09:41:00,137.0,141.25,130.1,130.1,0,0
2025-06-24 09:42:00,128.5,129.05,119.95,120.3,0,1
2025-06-24 09:43:00,120.25,122.0,113.15,115.6,0,0
2025-06-24 09:44:00,114.75,121.95,114.75,120.15,0,0
2025-06-24 09:45:00,120.05,129.55,118.3,128.65,0,0
2025-06-24 09:46:00,127.6,142.35,127.6,142.15,0,0
2025-06-24 09:47:00,141.2,143.5,134.5,138.5,0,0
2025-06-24 09:48:00,137.0,165.25,136.4,162.7,0,0
2025-06-24 09:49:00,163.7,165.3,146.15,146.15,0,0
2025-06-24 09:50:00,143.75,145.35,130.15,130.15,0,0
2025-06-24 09:51:00,128.3,134.75,126.8,132.95,0,0
2025-06-24 09:52:00,134.35,134.65,131.0,133.75,0,0
2025-06-24 09:53:00,135.9,148.9,135.9,145.35,0,0
2025-06-24 09:54:00,144.05,144.05,124.8,124.8,0,0
2025-06-24 09:55:00,126.7,128.4,121.05,123.3,0,0
2025-06-24 09:56:00,125.25,126.45,120.2,123.05,0,0
2025-06-24 09:57:00,123.0,123.0,108.1,108.1,0,0
2025-06-24 09:58:00,105.8,112.2,104.6,111.35,0,0
2025-06-24 09:59:00,112.5,115.75,112.05,112.45,0,0
2025-06-24 10:00:00,111.9,115.4,108.05,113.6,0,0
2025-06-24 10:01:00,111.5,114.1,111.25,113.2,0,0
2025-06-24 10:02:00,113.15,114.5,106.45,107.8,0,0
2025-06-24 10:03:00,107.9,108.95,105.0,105.6,0,0
2025-06-24 10:04:00,106.25,107.8,103.8,106.3,0,0
2025-06-24 10:05:00,106.8,107.25,104.55,107.25,0,0
2025-06-24 10:06:00,106.6,107.0,104.65,104.9,0,0
2025-06-24 10:07:00,105.45,112.0,105.45,112.0,0,0
2025-06-24 10:08:00,112.35,114.35,109.05,113.2,0,0
2025-06-24 10:09:00,112.55,112.55,106.2,106.2,0,0
2025-06-24 10:10:00,106.25,106.9,97.5,99.5,0,0
2025-06-24 10:11:00,96.8,98.1,91.7,96.75,0,0
2025-06-24 10:12:00,95.55,97.4,93.4,93.75,0,0
2025-06-24 10:13:00,92.8,95.2,92.7,94.3,0,0
2025-06-24 10:14:00,94.45,95.45,94.2,95.05,0,0
2025-06-24 10:15:00,94.75,95.15,92.75,92.75,0,0
2025-06-24 10:16:00,93.25,95.55,93.1,94.45,0,0
2025-06-24 10:17:00,94.4,94.5,85.75,88.6,0,0
2025-06-24 10:18:00,89.2,92.9,89.2,92.9,0,0
2025-06-24 10:19:00,93.05,94.65,92.2,94.15,0,0
2025-06-24 10:20:00,93.85,108.0,93.85,106.25,1,0
2025-06-24 10:21:00,105.2,105.2,100.55,102.65,0,0
2025-06-24 10:22:00,101.45,101.45,94.85,97.2,0,0
2025-06-24 10:23:00,97.8,98.7,94.85,95.0,0,0
2025-06-24 10:24:00,95.55,97.25,94.2,96.9,0,0
2025-06-24 10:25:00,97.35,103.05,96.65,103.05,0,1
2025-06-24 10:26:00,102.0,104.0,100.4,100.4,0,0
2025-06-24 10:27:00,100.5,100.5,95.6,99.35,0,0
2025-06-24 10:28:00,99.25,99.6,94.55,94.55,0,0
2025-06-24 10:29:00,95.05,95.65,93.3,94.25,0,0
2025-06-24 10:30:00,93.65,95.9,92.65,94.25,0,0
2025-06-24 10:31:00,94.25,94.85,91.0,91.5,0,0
2025-06-24 10:32:00,91.15,95.35,91.15,94.0,0,0
2025-06-24 10:33:00,94.95,95.6,93.35,94.9,0,0
2025-06-24 10:34:00,95.25,101.95,95.25,101.05,0,0
2025-06-24 10:35:00,100.75,105.65,100.15,101.2,0,0
2025-06-24 10:36:00,100.4,105.6,100.4,102.05,0,0
2025-06-24 10:37:00,102.25,104.8,100.7,104.7,0,0
2025-06-24 10:38:00,104.6,105.6,102.8,104.75,0,0
2025-06-24 10:39:00,104.95,105.9,103.6,105.1,0,0
2025-06-24 10:40:00,104.05,104.75,98.8,104.6,0,0
2025-06-24 10:41:00,105.0,120.4,105.0,114.0,0,0
2025-06-24 10:42:00,114.75,114.75,108.95,112.1,0,0
2025-06-24 10:43:00,111.05,113.3,108.05,110.85,0,0
2025-06-24 10:44:00,110.4,110.6,102.0,103.25,0,0
2025-06-24 10:45:00,103.15,104.2,101.85,101.85,0,0
2025-06-24 10:46:00,103.05,105.0,102.0,104.15,0,0
2025-06-24 10:47:00,104.4,104.4,98.85,98.85,0,0
2025-06-24 10:48:00,99.5,104.0,99.4,101.7,0,0
2025-06-24 10:49:00,102.25,109.35,102.25,108.4,0,0
2025-06-24 10:50:00,108.35,126.7,107.05,126.2,0,0
2025-06-24 10:51:00,127.75,130.1,116.6,116.6,0,0
2025-06-24 10:52:00,117.45,117.45,111.15,111.15,0,0
2025-06-24 10:53:00,112.6,112.6,105.7,105.7,0,0
2025-06-24 10:54:00,106.1,109.55,102.75,103.8,0,0
2025-06-24 10:55:00,104.65,107.9,104.65,106.8,0,0
2025-06-24 10:56:00,106.6,107.7,104.35,104.35,0,0
2025-06-24 10:57:00,103.65,103.7,98.3,100.1,0,0
2025-06-24 10:58:00,100.45,100.5,97.55,97.8,0,0
2025-06-24 10:59:00,97.95,99.35,96.25,97.55,0,0
2025-06-24 11:00:00,97.9,99.15,93.55,99.15,0,0
2025-06-24 11:01:00,98.75,99.1,96.5,97.75,0,0
