time,open,high,low,close,Fixed Stop Loss,Supertrend Stop,Take Profit,Up Trend,Down Trend,Entry1,Entry2,SMA 21,Entry Signal,K,D,%R,%R
1752553800,131.6,134.55,128,130.2,NaN,NaN,NaN,116.10710296587764,NaN,0,0,128.76972184545608,0,65.95171693327994,55.31351576410634,-28.90173410404627,-38.87468030690541
1752553860,129.7,131.9,125.8,126.85,NaN,NaN,NaN,116.10710296587764,NaN,0,0,128.52975661477407,0,60.9651212256472,59.7874869985599,-48.40579710144928,-51.38504155124656
1752553920,127.05,127.05,121.45,121.45,NaN,NaN,NaN,116.10710296587764,NaN,0,0,127.64478703792732,0,37.306270636282854,54.74103626506999,-82.83132530120477,-68.33095577746076
1752553980,120.5,125.9,119.4,124,NaN,NaN,NaN,116.10710296587764,NaN,0,0,127.1891886581864,0,23.970679457997676,40.74735710664256,-70.8860759493671,-66.87500000000001
1752554040,123.6,124.35,121.5,122.15,NaN,NaN,NaN,116.10710296587764,NaN,0,0,126.5592900759131,0,14.23869796444725,25.171882686242572,-81.84818481848185,-78.4148397976391
1752554100,122.4,125.15,121.35,122.65,NaN,NaN,NaN,116.10710296587764,NaN,0,0,126.07062881642396,0,18.233318140755458,18.814231854400127,-78.54785478547855,-76.72849915682967
1752554160,122.55,123.9,119.35,121.3,NaN,NaN,NaN,116.10710296587764,NaN,0,0,125.47430021437097,0,11.06944719122896,14.513821098810554,-87.17105263157895,-82.11243611584328
1752554220,121,121.35,117.5,119.45,NaN,NaN,NaN,116.10710296587764,NaN,0,0,124.7212626875746,0,7.046842111155031,12.116535814379816,-88.56304985337243,-93.01075268817205
1752554280,119.85,121,117.05,119.4,NaN,NaN,NaN,116.10710296587764,NaN,0,0,124.05610485162777,0,1.615991199161846,6.577426833848612,-86.57142857142853,-91.71075837742502
1752554340,118.7,121.85,118.4,121.85,NaN,NaN,NaN,116.10710296587764,NaN,0,0,123.7803417451743,0,8.645320771851823,5.7693846940562326,-67.67676767676771,-83.06878306878308
1752554400,121.85,123.5,118.45,118.5,NaN,NaN,NaN,116.10710296587764,NaN,0,0,123.12029902702751,0,8.645320771851823,6.302210914288498,-85.49999999999997,-94.8853615520282
1752554460,118.3,120.95,115.95,118.75,NaN,NaN,NaN,116.10710296587764,NaN,0,0,122.57401164864908,0,9.626171989641204,8.972271177781616,-71.85929648241209,-90.49235993208829
1752554520,118.7,119.9,114.85,115.5,NaN,NaN,NaN,NaN,133.054563592046,0,0,121.68976019256795,0,0.9808512177893766,6.417447993094135,-93.68932038834947,-97.87234042553189
