Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-06-24 10:21:00,105.20,2025-06-24 10:22:00,98.89,-6.31,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),98.89,98.89,105.20,False
2025-06-24 11:28:00,86.30,2025-06-24 11:29:00,81.12,-5.18,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),81.12,81.12,86.30,False
2025-06-24 11:32:00,84.70,2025-06-24 11:33:00,76.90,-7.80,-9.21%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),79.62,79.62,84.90,False
2025-06-24 11:37:00,80.00,2025-06-24 11:41:00,80.00,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),75.20,80.00,83.75,False
2025-06-24 12:17:00,68.65,2025-06-24 12:23:00,68.65,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),64.53,68.65,73.65,False
2025-06-24 13:01:00,96.10,2025-06-24 13:02:00,90.33,-5.77,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),90.33,90.33,98.95,False
2025-06-24 13:12:00,85.05,2025-06-24 13:14:00,95.05,10.00,11.76%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),79.95,79.95,106.35,False
2025-06-24 14:03:00,165.35,2025-06-24 14:04:00,175.35,10.00,6.05%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),155.43,155.43,188.65,False
2025-06-24 14:38:00,171.35,2025-06-24 14:39:00,165.00,-6.35,-3.71%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),161.07,161.07,175.20,False
2025-06-24 14:44:00,168.35,2025-06-24 15:15:00,186.26,17.91,10.64%,Trailing SL,Put Option (Enhanced Hybrid Premium),158.25,186.26,210.65,True
