datetime,open,high,low,close,Call,Call_v2
2025-07-07 09:15:00,174.2,174.2,132.25,136.2,0,0
2025-07-07 09:16:00,135.6,143.9,130.0,142.8,0,0
2025-07-07 09:17:00,140.45,152.2,140.45,145.8,0,0
2025-07-07 09:18:00,145.1,145.1,138.4,139.0,0,0
2025-07-07 09:19:00,141.35,153.5,139.2,151.15,1,0
2025-07-07 09:20:00,151.25,163.3,150.45,156.45,0,1
2025-07-07 09:21:00,156.25,169.35,152.7,168.45,0,0
2025-07-07 09:22:00,165.9,168.4,159.45,161.5,0,0
2025-07-07 09:23:00,161.35,161.35,150.4,153.75,0,0
2025-07-07 09:24:00,154.55,157.95,151.1,155.8,0,0
2025-07-07 09:25:00,155.05,156.75,145.55,148.05,0,0
2025-07-07 09:26:00,148.1,154.7,144.95,152.35,0,0
2025-07-07 09:27:00,150.55,157.45,146.8,146.8,0,0
2025-07-07 09:28:00,146.4,154.2,146.4,151.6,0,0
2025-07-07 09:29:00,151.35,153.3,144.2,146.1,0,0
2025-07-07 09:30:00,146.4,151.5,145.75,146.55,0,0
2025-07-07 09:31:00,142.9,150.6,142.55,150.6,0,0
2025-07-07 09:32:00,150.85,159.85,150.85,157.55,0,0
2025-07-07 09:33:00,159.3,167.7,156.55,166.5,0,0
2025-07-07 09:34:00,165.55,181.0,162.65,177.05,0,0
2025-07-07 09:35:00,178.4,183.6,173.65,178.3,0,0
2025-07-07 09:36:00,177.0,177.3,169.55,176.25,0,0
2025-07-07 09:37:00,179.15,187.6,178.5,181.7,0,0
2025-07-07 09:38:00,181.3,183.6,175.1,175.65,0,0
2025-07-07 09:39:00,176.05,182.1,175.9,180.6,0,0
2025-07-07 09:40:00,179.5,181.15,168.15,169.3,0,0
2025-07-07 09:41:00,168.3,173.0,166.8,169.15,0,0
2025-07-07 09:42:00,170.0,172.8,168.25,168.25,0,0
2025-07-07 09:43:00,163.45,164.1,160.05,160.7,0,0
2025-07-07 09:44:00,161.85,162.95,157.55,160.35,0,0
2025-07-07 09:45:00,160.25,162.35,156.05,160.0,0,0
2025-07-07 09:46:00,160.8,162.15,155.15,157.5,0,0
2025-07-07 09:47:00,157.6,160.7,155.95,157.5,0,0
2025-07-07 09:48:00,157.7,157.7,154.55,156.25,0,0
2025-07-07 09:49:00,156.3,161.15,155.5,156.0,0,0
2025-07-07 09:50:00,154.3,155.25,151.3,152.35,0,0
