datetime,open,high,low,close,Call,Call_v2
2025-07-18 09:15:00,301.75,303.05,285.25,289.2,0,0
2025-07-18 09:16:00,286.1,286.1,274.0,274.0,0,0
2025-07-18 09:17:00,275.7,275.7,266.9,271.95,0,0
2025-07-18 09:18:00,270.75,273.95,266.55,270.0,0,0
2025-07-18 09:19:00,270.9,271.8,266.55,268.15,0,0
2025-07-18 09:20:00,267.95,271.95,263.75,269.75,0,0
2025-07-18 09:21:00,268.9,272.4,261.7,267.4,0,0
2025-07-18 09:22:00,266.45,271.1,264.3,265.55,0,0
2025-07-18 09:23:00,266.0,269.0,263.85,265.9,0,0
2025-07-18 09:24:00,266.45,266.45,259.2,262.7,0,0
2025-07-18 09:25:00,262.9,264.0,256.55,259.6,0,0
2025-07-18 09:26:00,259.55,259.85,251.35,252.1,0,0
2025-07-18 09:27:00,252.1,254.2,250.45,252.45,0,0
2025-07-18 09:28:00,252.35,257.2,251.9,255.0,0,0
2025-07-18 09:29:00,255.1,258.6,253.25,255.25,0,0
2025-07-18 09:30:00,255.15,259.4,255.15,257.3,0,0
2025-07-18 09:31:00,257.95,260.55,256.85,259.65,0,0
2025-07-18 09:32:00,259.65,261.85,257.3,261.0,0,0
2025-07-18 09:33:00,261.25,263.0,259.45,260.45,0,0
2025-07-18 09:34:00,261.0,263.7,259.0,262.0,0,0
2025-07-18 09:35:00,261.4,261.4,256.0,259.25,0,0
2025-07-18 09:36:00,260.45,263.6,260.45,261.9,0,0
2025-07-18 09:37:00,260.3,263.0,260.0,262.3,0,0
2025-07-18 09:38:00,263.0,268.4,262.25,266.2,0,0
2025-07-18 09:39:00,265.35,266.9,258.55,259.85,0,0
2025-07-18 09:40:00,261.1,262.05,253.5,254.15,0,0
2025-07-18 09:41:00,254.85,256.0,253.15,253.15,0,0
2025-07-18 09:42:00,254.75,254.75,245.3,246.5,0,0
2025-07-18 09:43:00,245.25,245.85,238.65,239.7,0,0
2025-07-18 09:44:00,240.85,242.8,239.0,240.0,0,0
2025-07-18 09:45:00,239.3,241.15,235.45,237.85,0,0
2025-07-18 09:46:00,238.3,241.8,237.0,241.55,0,0
2025-07-18 09:47:00,241.0,241.55,234.0,234.0,0,0
2025-07-18 09:48:00,233.2,236.4,231.35,234.45,0,0
2025-07-18 09:49:00,233.55,236.65,233.55,236.5,0,0
2025-07-18 09:50:00,236.15,237.85,235.45,235.75,0,0
2025-07-18 09:51:00,234.8,240.05,234.8,238.55,0,0
2025-07-18 09:52:00,238.0,241.35,237.5,241.35,1,0
2025-07-18 09:53:00,241.0,242.5,240.15,241.95,0,0
2025-07-18 09:54:00,241.75,241.75,238.0,238.0,0,0
2025-07-18 09:55:00,239.0,241.75,238.45,240.9,1,0
2025-07-18 09:56:00,240.4,241.6,238.9,239.75,0,0
2025-07-18 09:57:00,239.0,240.85,237.35,238.1,0,0
2025-07-18 09:58:00,238.35,239.3,236.5,237.0,0,0
2025-07-18 09:59:00,236.55,240.25,235.95,237.6,0,0
2025-07-18 10:00:00,237.55,237.55,232.0,232.6,0,0
2025-07-18 10:01:00,232.6,232.9,224.1,224.55,0,0
2025-07-18 10:02:00,223.95,225.9,222.05,225.2,0,0
2025-07-18 10:03:00,225.05,229.05,225.05,228.2,0,0
2025-07-18 10:04:00,228.8,229.9,226.95,227.15,0,0
2025-07-18 10:05:00,226.1,228.75,224.8,228.5,0,0
2025-07-18 10:06:00,227.9,228.1,221.25,222.9,0,0
2025-07-18 10:07:00,222.35,228.5,222.1,227.1,0,0
2025-07-18 10:08:00,227.15,228.0,225.35,225.6,0,0
2025-07-18 10:09:00,225.75,227.3,224.8,224.9,0,0
2025-07-18 10:10:00,224.25,224.9,217.0,219.75,0,0
2025-07-18 10:11:00,220.55,223.1,219.7,223.1,1,0
2025-07-18 10:12:00,223.8,223.95,219.0,219.0,0,0
2025-07-18 10:13:00,218.35,222.4,218.0,222.0,0,0
2025-07-18 10:14:00,222.25,224.55,220.3,220.3,0,0
2025-07-18 10:15:00,220.45,220.45,212.8,212.8,0,0
2025-07-18 10:16:00,212.05,212.45,203.95,205.15,0,0
2025-07-18 10:17:00,203.25,205.95,197.15,198.0,0,0
2025-07-18 10:18:00,198.0,199.0,191.6,195.0,0,0
2025-07-18 10:19:00,195.35,197.35,187.85,190.95,0,0
2025-07-18 10:20:00,191.2,191.2,182.6,184.4,0,0
2025-07-18 10:21:00,183.8,189.85,182.1,188.4,0,0
2025-07-18 10:22:00,188.75,190.55,187.1,188.1,0,0
2025-07-18 10:23:00,186.75,191.8,186.15,191.8,0,0
2025-07-18 10:24:00,192.35,192.4,189.85,192.4,0,0
2025-07-18 10:25:00,192.3,194.1,190.2,192.15,0,0
2025-07-18 10:26:00,191.95,193.2,189.45,190.6,0,0
2025-07-18 10:27:00,191.25,191.7,187.85,190.45,0,0
2025-07-18 10:28:00,189.8,189.8,186.5,188.1,0,0
2025-07-18 10:29:00,188.2,190.1,186.95,186.95,0,0
2025-07-18 10:30:00,186.75,186.75,175.2,176.4,0,0
2025-07-18 10:31:00,179.55,186.0,179.55,184.05,0,0
2025-07-18 10:32:00,184.2,185.8,180.6,181.6,0,0
2025-07-18 10:33:00,182.25,182.25,179.6,180.5,0,0
2025-07-18 10:34:00,179.65,180.0,174.0,176.6,0,0
2025-07-18 10:35:00,176.2,181.2,176.1,181.2,0,0
2025-07-18 10:36:00,179.8,187.15,179.75,186.4,1,0
2025-07-18 10:37:00,185.3,186.75,184.2,186.2,0,0
2025-07-18 10:38:00,185.7,186.8,182.95,182.95,0,0
2025-07-18 10:39:00,184.2,184.2,181.5,181.6,0,0
2025-07-18 10:40:00,181.5,183.4,177.95,178.6,0,0
2025-07-18 10:41:00,178.1,179.35,175.1,177.8,0,0
2025-07-18 10:42:00,177.4,180.9,176.05,176.1,0,0
2025-07-18 10:43:00,176.2,181.65,176.0,181.6,0,0
2025-07-18 10:44:00,181.5,182.25,177.9,177.9,0,0
2025-07-18 10:45:00,177.2,178.0,175.6,177.75,0,0
2025-07-18 10:46:00,179.1,179.6,175.65,178.75,0,0
2025-07-18 10:47:00,178.45,181.8,178.45,181.8,1,0
2025-07-18 10:48:00,181.6,185.05,181.6,184.4,0,1
2025-07-18 10:49:00,184.45,185.0,177.9,179.45,0,0
2025-07-18 10:50:00,180.5,183.1,180.5,182.4,0,0
2025-07-18 10:51:00,182.75,183.85,179.85,179.85,0,0
2025-07-18 10:52:00,180.2,185.2,180.2,185.2,0,0
2025-07-18 10:53:00,185.0,185.15,183.1,183.75,0,0
2025-07-18 10:54:00,183.6,184.5,181.8,183.25,0,0
2025-07-18 10:55:00,183.9,186.25,182.35,183.95,0,0
2025-07-18 10:56:00,183.4,184.0,179.55,181.0,0,0
2025-07-18 10:57:00,181.15,184.35,180.9,182.75,0,0
2025-07-18 10:58:00,183.0,183.0,175.8,175.8,0,0
