datetime,open,high,low,close,K,D,%R,%R.1
2025-07-18 09:15:00,301.75,303.05,285.25,289.2,12.437776430869574,14.738096437117434,-77.80898876404503,-85.50458715596334
2025-07-18 09:16:00,286.1,286.1,274.0,274.0,4.714118338223258,11.799070126148616,-100.0,-100.0
2025-07-18 09:17:00,275.7,275.7,266.9,271.95,-3.7303493627405266e-14,5.717298256364266,-86.03042876901796,-88.9254385964912
2025-07-18 09:18:00,270.75,273.95,266.55,270.0,-3.7303493627405266e-14,1.571372779407728,-90.54794520547948,-92.49183895538631
2025-07-18 09:19:00,270.9,271.8,266.55,268.15,-3.7303493627405266e-14,-3.7303493627405266e-14,-95.61643835616448,-96.51795429815024
2025-07-18 09:20:00,267.95,271.95,263.75,269.75,4.834025408171253,1.611341802723726,-84.73282442748092,-87.6923076923077
2025-07-18 09:21:00,268.9,272.4,261.7,267.4,8.430244745104028,4.421423384425082,-86.21523579201939,-88.77952755905514
2025-07-18 09:22:00,266.45,271.1,264.3,265.55,10.804252405636058,8.022840852970447,-90.68923821039898,-92.42125984251965
2025-07-18 09:23:00,266.0,269.0,263.85,265.9,9.57593202082957,9.603476390523218,-89.84280532043535,-91.73228346456696
2025-07-18 09:24:00,266.45,266.45,259.2,262.7,7.378046204531763,9.252743543665796,-86.98884758364315,-93.43339587242026
2025-07-18 09:25:00,262.9,264.0,256.55,259.6,5.004038543999733,7.319338923120355,-84.07310704960828,-94.54870420017872
2025-07-18 09:26:00,259.55,259.85,251.35,252.1,1.398333520634928,4.593472756388809,-96.68141592920354,-98.77350776778414
2025-07-18 09:27:00,252.1,254.2,250.45,252.45,1.1621103026487056,2.5214941224277885,-90.8883826879271,-96.7767929089444
2025-07-18 09:28:00,252.35,257.2,251.9,255.0,16.441162380454493,6.333868734579376,-79.2710706150341,-92.35936188077244
2025-07-18 09:29:00,255.1,258.6,253.25,255.25,49.77449571378784,22.459256132297018,-78.132118451025,-91.9123841617523
2025-07-18 09:30:00,255.15,259.4,255.15,257.3,81.94571874447242,49.38712561290492,-66.82808716707017,-88.36023789294813
2025-07-18 09:31:00,257.95,260.55,256.85,259.65,99.99999999999996,77.24007148608673,-50.4043126684637,-83.84547848990344
2025-07-18 09:32:00,259.65,261.85,257.3,261.0,99.99999999999996,93.98190624815744,-34.06249999999993,-80.78324225865208
2025-07-18 09:33:00,261.25,263.0,259.45,260.45,99.09842544031852,99.69947514677284,-26.199261992619988,-81.23827392120074
2025-07-18 09:34:00,261.0,263.7,259.0,262.0,99.09842544031852,99.39895029354568,-12.830188679245197,-78.04182509505702
2025-07-18 09:35:00,261.4,261.4,256.0,259.25,94.76891146693958,97.65525411585888,-33.584905660377274,-83.2699619771863
2025-07-18 09:36:00,260.45,263.6,260.45,261.9,95.67048602662102,96.51260764462636,-15.254237288135712,-78.23193916349814
2025-07-18 09:37:00,260.3,263.0,260.0,262.3,95.67048602662102,95.36996117339386,-13.397129186602667,-77.4714828897338
2025-07-18 09:38:00,263.0,268.4,262.25,266.2,99.99999999999996,97.11365735108068,-16.60377358490561,-70.05703422053233
2025-07-18 09:39:00,265.35,266.9,258.55,259.85,92.15253040810852,95.94100547824316,-68.95161290322557,-82.12927756653987
2025-07-18 09:40:00,261.1,262.05,253.5,254.15,78.64503980319654,90.26585673710169,-95.6375838926174,-92.9657794676806
2025-07-18 09:41:00,254.85,256.0,253.15,253.15,61.18518254813939,77.32758425314815,-100.0,-94.86692015209124
2025-07-18 09:42:00,254.75,254.75,245.3,246.5,44.96067621756986,61.59696618963526,-94.80519480519484,-97.92207792207792
2025-07-18 09:43:00,245.25,245.85,238.65,239.7,25.134833489148505,43.76023075161925,-96.47058823529416,-97.78714436248688
2025-07-18 09:44:00,240.85,242.8,239.0,240.0,10.05313226051715,26.71621398907851,-95.4621848739496,-96.35627530364374
2025-07-18 09:45:00,239.3,241.15,235.45,237.85,0.7917748496447956,11.993246866436822,-92.7162367223065,-93.76623376623375
2025-07-18 09:46:00,238.3,241.8,237.0,241.55,10.404741757210996,7.08321628912432,-81.48710166919567,-83.49120433017585
2025-07-18 09:47:00,241.0,241.55,234.0,234.0,12.805227520552084,8.000581375802634,-100.0,-100.0
2025-07-18 09:48:00,233.2,236.4,231.35,234.45,17.089522793100183,13.433164023621096,-89.90228013029318,-92.44823386114496
2025-07-18 09:49:00,233.55,236.65,233.55,236.5,16.80872036262093,15.56782355875774,-79.1075050709939,-87.0440251572327
2025-07-18 09:50:00,236.15,237.85,235.45,235.75,22.217191238556502,18.705144798092547,-81.19658119658118,-88.31341301460822
2025-07-18 09:51:00,234.8,240.05,234.8,238.55,33.536505872991825,24.18747249138976,-50.344827586206776,-80.56680161943314
2025-07-18 09:52:00,238.0,241.35,237.5,241.35,57.51087029587766,37.75485580247534,-12.663755458515414,-73.00944669365721
2025-07-18 09:53:00,241.0,242.5,240.15,241.95,82.2434721402895,57.763616103053,-4.932735426009068,-71.39001349527666
2025-07-18 09:54:00,241.75,241.75,238.0,238.0,92.31899384780264,77.35777876132327,-40.35874439461881,-82.05128205128203
