Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-06-30 09:23:00,226.35,2025-06-30 09:26:00,236.35,10.00,4.42%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),212.77,212.77,239.45,False
2025-06-30 09:45:00,206.45,2025-06-30 09:47:00,204.55,-1.90,-0.92%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),194.06,194.06,208.05,False
2025-06-30 09:58:00,203.25,2025-06-30 09:59:00,191.20,-12.05,-5.93%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),191.05,191.05,203.80,False
2025-06-30 10:04:00,194.70,2025-06-30 10:05:00,204.70,10.00,5.14%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),183.02,183.02,209.80,False
2025-06-30 10:34:00,192.70,2025-06-30 10:39:00,190.40,-2.30,-1.19%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),181.14,181.14,199.95,False
2025-06-30 10:53:00,182.30,2025-06-30 11:04:00,182.30,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),171.36,182.30,190.10,False
2025-06-30 11:23:00,177.80,2025-06-30 11:36:00,187.80,10.00,5.62%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),167.13,177.80,187.80,False
2025-06-30 12:04:00,187.45,2025-06-30 12:08:00,180.80,-6.65,-3.55%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),176.20,176.20,187.65,False
2025-06-30 12:12:00,181.30,2025-06-30 12:35:00,170.42,-10.88,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),170.42,170.42,196.65,True
2025-06-30 12:48:00,170.00,2025-06-30 12:54:00,164.20,-5.80,-3.41%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),159.80,159.80,172.70,False
2025-06-30 13:03:00,149.50,2025-06-30 13:08:00,142.75,-6.75,-4.52%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),140.53,140.53,151.90,False
2025-06-30 13:22:00,141.95,2025-06-30 13:23:00,139.30,-2.65,-1.87%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),133.43,133.43,144.25,False
2025-06-30 13:55:00,128.50,2025-06-30 13:56:00,125.70,-2.80,-2.18%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),120.79,120.79,129.30,False
2025-06-30 13:58:00,129.20,2025-06-30 14:01:00,129.20,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),121.45,129.20,135.40,False
2025-06-30 14:09:00,128.90,2025-06-30 14:17:00,128.90,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),121.17,128.90,135.75,False
2025-06-30 14:39:00,130.35,2025-06-30 14:41:00,126.80,-3.55,-2.72%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),122.53,122.53,134.00,False
2025-06-30 14:44:00,133.60,2025-06-30 15:29:00,138.05,4.45,3.33%,End of Data,Call Option (Enhanced Hybrid Premium),125.58,125.58,146.90,True
