datetime,open,high,low,close,Call,Call_v2
2025-07-16 09:15:00,57.95,75.0,52.4,55.35,0,0
2025-07-16 09:16:00,54.45,56.55,51.35,54.2,0,0
2025-07-16 09:17:00,53.85,54.3,49.6,54.1,0,0
2025-07-16 09:18:00,55.55,55.55,50.7,51.3,0,0
2025-07-16 09:19:00,50.4,52.5,50.1,51.1,0,0
2025-07-16 09:20:00,50.6,50.8,47.85,50.8,0,0
2025-07-16 09:21:00,50.2,52.3,48.4,49.9,0,0
2025-07-16 09:22:00,50.45,50.55,45.75,47.4,0,0
2025-07-16 09:23:00,47.55,48.5,45.05,47.8,0,0
2025-07-16 09:24:00,48.05,48.05,45.65,45.65,0,0
2025-07-16 09:25:00,45.5,46.65,44.6,46.1,0,0
2025-07-16 09:26:00,45.2,47.85,43.55,43.55,0,0
2025-07-16 09:27:00,43.25,45.3,43.0,44.0,0,0
2025-07-16 09:28:00,43.8,44.75,42.6,44.5,0,0
2025-07-16 09:29:00,44.2,46.45,44.1,46.4,0,0
2025-07-16 09:30:00,46.4,46.45,44.75,46.0,0,0
2025-07-16 09:31:00,46.2,49.7,45.2,45.75,0,0
2025-07-16 09:32:00,45.65,48.2,45.65,48.0,0,0
2025-07-16 09:33:00,48.35,48.8,47.5,48.0,0,0
2025-07-16 09:34:00,47.8,50.7,47.8,49.7,0,0
2025-07-16 09:35:00,50.0,50.2,46.4,47.5,0,0
2025-07-16 09:36:00,47.5,50.7,47.3,49.85,0,0
2025-07-16 09:37:00,50.05,52.75,50.05,51.95,0,0
2025-07-16 09:38:00,52.15,53.1,50.1,50.2,0,0
2025-07-16 09:39:00,50.4,53.2,50.4,52.8,0,0
2025-07-16 09:40:00,52.4,53.35,51.65,52.3,0,0
2025-07-16 09:41:00,52.75,53.2,51.0,52.5,0,0
2025-07-16 09:42:00,52.6,52.6,47.75,49.25,0,0
2025-07-16 09:43:00,49.3,49.3,46.3,47.25,0,0
2025-07-16 09:44:00,47.1,48.45,46.55,48.4,0,0
2025-07-16 09:45:00,48.4,48.5,46.5,47.7,0,0
2025-07-16 09:46:00,47.8,48.15,44.15,44.15,0,0
2025-07-16 09:47:00,44.25,44.35,39.1,42.35,0,0
2025-07-16 09:48:00,42.35,43.4,41.35,43.1,0,0
2025-07-16 09:49:00,43.4,47.95,43.4,47.7,1,1
2025-07-16 09:50:00,47.65,49.65,47.6,48.85,0,0
2025-07-16 09:51:00,48.8,48.8,45.7,46.3,0,0
2025-07-16 09:52:00,46.05,46.5,44.0,45.8,0,0
2025-07-16 09:53:00,46.1,51.6,46.1,51.45,0,0
2025-07-16 09:54:00,51.2,51.5,47.3,47.85,0,0
2025-07-16 09:55:00,47.95,51.0,47.75,49.95,0,0
2025-07-16 09:56:00,49.5,50.0,48.35,49.4,0,0
2025-07-16 09:57:00,49.3,49.55,46.5,47.65,0,0
2025-07-16 09:58:00,46.8,47.8,45.5,45.8,0,0
2025-07-16 09:59:00,45.75,47.3,44.15,46.7,0,0
2025-07-16 10:00:00,46.55,46.8,44.85,45.85,0,0
2025-07-16 10:01:00,45.7,45.9,42.9,42.9,0,0
2025-07-16 10:02:00,43.2,44.45,43.2,44.25,0,0
2025-07-16 10:03:00,44.25,44.25,42.25,43.85,0,0
2025-07-16 10:04:00,44.0,44.85,42.7,44.85,0,0
2025-07-16 10:05:00,44.45,45.0,43.8,44.0,0,0
2025-07-16 10:06:00,43.9,43.95,42.5,42.75,0,0
2025-07-16 10:07:00,43.15,43.5,42.35,42.9,0,0
2025-07-16 10:08:00,43.1,43.1,41.2,42.2,0,0
2025-07-16 10:09:00,42.45,43.25,41.95,42.3,0,0
2025-07-16 10:10:00,42.4,43.5,41.9,42.75,0,0
2025-07-16 10:11:00,42.55,43.2,41.9,42.6,0,0
2025-07-16 10:12:00,42.7,42.7,40.1,40.95,0,0
2025-07-16 10:13:00,40.45,41.75,40.1,41.75,1,0
2025-07-16 10:14:00,41.5,42.3,41.1,41.6,0,0
2025-07-16 10:15:00,41.65,41.65,40.4,40.6,0,0
2025-07-16 10:16:00,40.55,41.3,39.6,41.0,0,0
2025-07-16 10:17:00,41.25,42.6,40.9,42.6,1,0
2025-07-16 10:18:00,42.25,43.0,40.0,41.1,0,0
2025-07-16 10:19:00,41.15,43.0,41.15,42.7,1,0
2025-07-16 10:20:00,42.6,44.6,42.45,44.45,0,0
2025-07-16 10:21:00,44.45,46.0,44.2,45.3,0,0
2025-07-16 10:22:00,44.85,45.15,43.5,44.85,0,0
2025-07-16 10:23:00,44.9,45.0,40.75,40.75,0,0
2025-07-16 10:24:00,41.85,43.0,41.85,42.2,0,0
2025-07-16 10:25:00,42.45,46.15,42.45,45.8,0,1
2025-07-16 10:26:00,45.85,45.85,44.2,44.45,1,0
2025-07-16 10:27:00,44.55,44.55,41.75,41.75,0,0
2025-07-16 10:28:00,41.5,42.65,41.4,41.95,0,0
2025-07-16 10:29:00,41.95,44.05,41.85,43.4,0,0
2025-07-16 10:30:00,43.6,46.0,43.6,44.75,0,0
2025-07-16 10:31:00,44.6,45.4,43.95,44.4,0,0
2025-07-16 10:32:00,44.45,44.9,43.25,43.5,0,0
2025-07-16 10:33:00,43.35,43.35,36.3,36.75,0,0
2025-07-16 10:34:00,37.05,40.3,37.05,40.15,0,0
2025-07-16 10:35:00,39.75,40.05,38.85,39.1,0,0
2025-07-16 10:36:00,39.3,39.3,37.0,37.7,0,0
2025-07-16 10:37:00,37.5,38.8,37.15,38.5,0,0
2025-07-16 10:38:00,38.15,38.2,37.1,37.35,0,0
2025-07-16 10:39:00,37.55,38.75,37.25,38.7,1,0
2025-07-16 10:40:00,38.5,39.4,38.2,39.25,0,0
2025-07-16 10:41:00,39.4,39.4,38.15,38.45,0,0
2025-07-16 10:42:00,38.75,38.75,37.0,37.55,0,0
2025-07-16 10:43:00,37.9,39.0,37.8,38.8,0,0
2025-07-16 10:44:00,38.65,38.65,35.3,36.65,0,0
2025-07-16 10:45:00,36.15,37.6,36.05,36.5,0,0
2025-07-16 10:46:00,36.6,36.95,35.2,35.65,0,0
2025-07-16 10:47:00,35.9,36.55,35.7,36.5,0,0
2025-07-16 10:48:00,37.4,37.4,36.3,36.3,0,0
2025-07-16 10:49:00,36.15,36.8,36.05,36.05,0,0
2025-07-16 10:50:00,35.9,36.75,35.5,36.2,0,0
2025-07-16 10:51:00,36.15,37.75,35.95,36.85,0,0
2025-07-16 10:52:00,37.4,37.45,36.65,37.35,0,0
2025-07-16 10:53:00,37.35,38.3,37.35,37.9,0,0
2025-07-16 10:54:00,37.7,38.1,37.25,37.6,0,0
2025-07-16 10:55:00,37.65,38.35,37.55,38.15,0,0
2025-07-16 10:56:00,38.1,38.25,36.0,36.0,0,0
2025-07-16 10:57:00,36.25,37.4,35.9,37.4,0,0
2025-07-16 10:58:00,37.25,38.8,37.05,38.8,0,0
2025-07-16 10:59:00,38.9,39.5,38.05,39.5,1,0
2025-07-16 11:00:00,39.7,40.25,39.4,40.05,0,1
2025-07-16 11:01:00,40.05,40.45,38.75,38.9,0,0
2025-07-16 11:02:00,39.15,39.7,39.0,39.25,0,0
2025-07-16 11:03:00,39.15,41.05,39.05,40.7,0,0
2025-07-16 11:04:00,40.7,40.7,39.4,39.9,0,0
2025-07-16 11:05:00,39.9,40.0,38.85,39.3,0,0
2025-07-16 11:06:00,39.2,40.45,39.2,40.0,0,0
2025-07-16 11:07:00,39.85,40.2,39.5,40.0,0,0
2025-07-16 11:08:00,39.3,39.75,38.2,39.3,0,0
2025-07-16 11:09:00,39.35,39.9,38.25,39.55,0,0
2025-07-16 11:10:00,39.15,39.8,38.65,38.8,0,0
2025-07-16 11:11:00,38.65,39.15,37.6,38.95,0,0
2025-07-16 11:12:00,38.75,38.8,37.9,38.3,0,0
2025-07-16 11:13:00,38.35,41.5,38.1,41.1,0,0
2025-07-16 11:14:00,40.85,41.75,40.75,40.9,0,0
2025-07-16 11:15:00,40.85,42.25,40.65,41.2,0,0
2025-07-16 11:16:00,41.3,41.3,36.6,38.15,0,0
2025-07-16 11:17:00,38.45,39.05,37.35,37.45,0,0
2025-07-16 11:18:00,37.65,37.85,35.5,35.8,0,0
2025-07-16 11:19:00,36.05,36.4,35.5,36.15,0,0
2025-07-16 11:20:00,36.3,36.75,35.05,35.8,0,0
2025-07-16 11:21:00,35.55,36.6,35.55,36.45,0,0
