Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-04 09:45:00,154.05,2025-07-04 09:53:00,164.05,10.0,6.49%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),144.81,154.05,166.3,False
2025-07-04 12:03:00,122.65,2025-07-04 12:06:00,117.85,-4.8,-3.91%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),115.29,115.29,124.45,False
2025-07-04 14:06:00,129.4,2025-07-04 14:33:00,139.4,10.0,7.73%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),121.64,129.4,139.85,False
2025-07-04 11:07:00,177.15,2025-07-04 11:54:00,218.07,40.92,23.10%,Trailing SL,Put Option (Enhanced Hybrid Premium),166.52,218.07,241.60,True
2025-07-04 13:40:00,206.65,2025-07-04 13:43:00,203.00,-3.65,-1.77%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),194.25,194.25,208.55,False
2025-07-04 13:55:00,203.50,2025-07-04 13:58:00,197.20,-6.30,-3.10%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),191.29,191.29,207.55,False
2025-07-04 14:03:00,209.25,2025-07-04 14:07:00,196.69,-12.56,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),196.69,196.69,209.25,True
2025-07-04 14:17:00,202.10,2025-07-04 14:29:00,193.70,-8.40,-4.16%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),189.97,189.97,204.90,False
2025-07-04 14:39:00,164.90,2025-07-04 14:40:00,155.01,-9.89,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),155.01,155.01,164.95,False
2025-07-04 14:49:00,154.95,2025-07-04 14:52:00,154.25,-0.70,-0.45%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),145.65,145.65,157.95,False
