time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,K,D,%R,%R
1751018160,239.9,239.9,237.05,237.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,84.36680074062014,81.30546099488006,-71.59090909090912,-51.02459016393443
1751018220,237.25,237.25,234.4,236.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,72.18926868667076,79.64449318890343,-72.4999999999999,-55.94262295081963
1751018280,236.1,236.45,235,235.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,38.85593535333743,65.13733492687612,-88.33333333333353,-59.836065573770526
1751018340,235.75,237.9,234.7,237.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.575304485160316,46.873502841722846,-54.166666666666664,-25.471698113207477
1751255100,240,259.95,228.05,229.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.093827296826658,27.841689045108144,-96.39498432601887,-88.7445887445888
1751255160,228.9,232.8,221.6,224.4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.093827296826658,19.92098635960456,-92.69882659713164,-92.69882659713164
1751255220,223.95,223.95,215.25,216.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6053233644537006e-14,10.06255153121778,-97.76286353467562,-97.76286353467562
1751255280,214.7,222.7,210.15,213.2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-2.6053233644537006e-14,5.031275765608884,-93.87550200803216,-93.87550200803216
1751255340,210.9,222.95,210.05,222.55,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15.898633410922201,5.299544470307382,-74.94989979959918,-74.94989979959918
1751255400,221,221,215.1,216.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26.63787019012712,14.1788345336831,-87.97595190380761,-87.97595190380761
