time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,EMA,Up Trend,Down Trend,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,K,D,%R,%R
1751256840,126.95,128.45,124.9,127.1,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25602.01965356894,NaN,25622.483414594488,NaN,NaN,NaN,NaN,NaN,126.93995521984732,NaN,NaN,111.87835891439448,NaN,30.0545244606211,45.573298377147644,-55.76407506702414,-27.919463087248335
1751256900,126.75,138.4,126.75,130.45,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25599.50469687282,NaN,25618.90781582153,NaN,NaN,NaN,NaN,NaN,127.71996517099235,NaN,NaN,111.87835891439448,NaN,16.493496327752965,31.011668688246065,-40.66496163682871,-20.838794233289686
1751256960,130.15,131.8,124.25,124.25,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25597.935359763716,NaN,25618.817034239382,NaN,NaN,NaN,NaN,NaN,126.94886179966072,NaN,NaN,111.87835891439448,NaN,13.403610026185879,19.983876938186658,-72.3785166240409,-37.090432503276546
1751257020,123.6,131.55,123.6,130.05,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25595.837189793252,NaN,25618.627830815443,NaN,NaN,NaN,NaN,NaN,127.63800362195833,NaN,NaN,111.87835891439448,NaN,18.488634046937246,16.128580133625373,-42.71099744245519,-21.887287024901685
1751257080,130.35,133.5,128.45,131.5,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25593.545041069097,NaN,25613.940047733897,NaN,NaN,NaN,NaN,NaN,128.49622503930092,NaN,NaN,111.87835891439448,NaN,19.98921249959748,17.293818857573545,-39.42857142857146,-18.086500655308008
1751257140,131.5,134.3,131.5,133.5,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25590.52691093546,NaN,25607.30104296051,NaN,NaN,NaN,NaN,NaN,129.6081750305674,NaN,NaN,112.78176333584224,NaN,33.985203340176774,24.154349962237177,-29.87804878048783,-12.84403669724772
1751257200,133,133,128.3,131.85,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25588.679797068526,NaN,25607.210938664462,NaN,NaN,NaN,NaN,NaN,130.10635835710798,NaN,NaN,112.78176333584224,NaN,35.4743103841457,29.816242074639998,-44.2567567567568,-17.16906946264747
1751257260,133.25,137.65,133.25,135.8,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25585.43232243496,NaN,25603.547344798015,NaN,NaN,NaN,NaN,NaN,131.37161205552843,NaN,NaN,116.0102283020322,NaN,48.82128171403563,39.426931812786044,-17.567567567567515,-6.815203145478359
1751257320,135.55,136.2,130.55,131.45,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25583.20328213059,NaN,25598.162610318213,NaN,NaN,NaN,NaN,NaN,131.38903159874434,NaN,NaN,116.0102283020322,NaN,45.24250166445629,43.179364587545884,-46.95945945945954,-18.217562254259544
1751257380,132.3,137.25,132.3,135,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25581.01537186427,NaN,25598.162610318213,NaN,NaN,NaN,NaN,NaN,132.1914690212456,NaN,NaN,116.0102283020322,NaN,53.58608529058305,49.21662288969167,-22.972972972972993,-8.912188728702503
1751257440,134.8,138.5,134.8,137.6,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25578.857200381237,NaN,25594.578964357752,NaN,NaN,NaN,NaN,NaN,133.39336479430213,NaN,NaN,118.4294564321815,NaN,53.79119735095446,50.87326143533127,-6.040268456375875,-2.352941176470603
1751257500,137,140,132.4,133.4,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25577.13130033358,NaN,25592.023567921977,NaN,NaN,NaN,NaN,NaN,133.39483928445722,NaN,NaN,118.4294564321815,NaN,54.24316855295947,53.873483731499,-40.24390243902434,-18.008185538881293
1751257560,133.65,136.85,131.5,133,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25576.058637791884,NaN,25592.023567921977,NaN,NaN,NaN,NaN,NaN,133.3070972212445,NaN,NaN,118.4294564321815,NaN,48.458776283836755,52.16438072925024,-59.82905982905989,-20.833333333333336
1751257620,132.9,132.9,125.45,127.05,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25575.7825580679,NaN,25592.023567921977,NaN,NaN,NaN,NaN,NaN,131.91663117207906,NaN,NaN,118.4294564321815,NaN,23.855489272736758,42.18581136984434,-89.00343642611688,-47.610294117647065
1751257680,127.1,129.9,127.1,129.6,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25574.97848830941,NaN,25592.023567921977,NaN,NaN,NaN,NaN,NaN,131.40182424495038,NaN,NaN,118.4294564321815,NaN,20.319099790483893,30.87778844901914,-71.4776632302406,-43.06418219461698
1751257740,129,137.85,129,137.85,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25572.912427270734,NaN,25591.35028541361,NaN,NaN,NaN,NaN,NaN,132.83475219051695,NaN,NaN,118.4294564321815,NaN,35.25168263639017,26.475423899870275,-14.77663230240554,-8.902691511387186
1751257800,137.4,137.4,133.85,135.2,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25571.504623861892,NaN,25585.970256872246,NaN,NaN,NaN,NaN,NaN,133.36036281484652,NaN,NaN,118.4294564321815,NaN,54.94208799815177,36.83762347500861,-32.989690721649566,-22.695035460992955
1751257860,135.7,141.85,135.7,139.8,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25568.529045879157,NaN,25583.29823118502,NaN,NaN,NaN,NaN,NaN,134.7913933004362,NaN,NaN,120.56583706519743,NaN,77.8285407645473,56.00743713302975,-12.499999999999902,-8.913043478260795
1751257920,138.35,143,137.95,140.25,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25565.894165144262,NaN,25574.48090806652,NaN,NaN,NaN,NaN,NaN,136.00441701145039,NaN,NaN,122.57175335867771,NaN,81.13497423764808,71.30186766678239,-15.669515669515672,-11.387163561076601
1751257980,140.5,141,132.5,132.5,139.45,126.07499999999999,152.825,174.59999999999997,236.49999999999994,271.6499999999999,333.5499999999999,77.54999999999998,42.39999999999999,-19.500000000000014,-54.650000000000006,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,201.35,104.3,NaN,NaN,NaN,NaN,25565.001144501228,NaN,25574.48090806652,NaN,NaN,NaN,NaN,NaN,135.22565767557253,NaN,NaN,122.57175335867771,NaN,68.79067058896455,75.91806186371997,-59.82905982905984,-43.478260869565204
