datetime,time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,EMA,Up Trend,Down Trend,K,D,%R,%R.1,CPR_CP,CPR_BC,CPR_TC,CPR_R1,CPR_R2,CPR_R3,CPR_S1,CPR_S2,CPR_S3,CPR_Prev_High,CPR_Prev_Low,ST_Up_Trend_10_3.0,ST_Down_Trend_10_3.0,Williams_R_9,Williams_R_28,Stoch_RSI_K_3_3_14_14,Stoch_RSI_D_3_3_14_14,EMA_9,EMA_15,EMA_21,CPR_Width,CPR_Width_Pct,Rolling_25th,Rolling_75th,CPR_Classification
2025-06-09 03:55:00,1749441300,25094.65,25117.7,25093.3,25117.7,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25087.72127892347,25076.400783888304,,46.03856476765915,52.03520322182717,-45.85930543187771,-17.07559681697621,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25055.939999999995,,-45.85930543187771,,,,25112.30068239361,25114.598265270055,25115.832190253703,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 03:56:00,1749441360,25118.25,25120.45,25110.8,25119.9,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25091.74361905804,25076.400783888304,,48.92503783059323,48.663363433918846,-31.79916317991072,-15.616710875331158,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25069.185,,-31.79916317991071,,,,25113.82054591489,25115.260982111296,25116.20199113973,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 03:57:00,1749441420,25119.2,25129.8,25118.4,25123.1,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25095.66316667578,25076.400783888304,,54.01603618904554,49.65987959576598,-15.764705882354653,-13.494694960213714,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-15.764705882354653,,,,25115.676436731912,25116.240859347385,25116.8290828543,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 03:58:00,1749441480,25124.05,25124.05,25099.05,25101.15,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25096.349020841302,25076.400783888304,,36.45986709108468,46.46698037024115,-67.41176470587722,-28.050397877983738,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-67.41176470587722,,,,25112.77114938553,25114.35450192896,25115.40371168573,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 03:59:00,1749441540,25102.3,25104.35,25094.4,25095.15,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25096.199143236143,25076.400783888304,,18.519084891572657,36.33166272390096,-81.52941176470074,-32.029177718832564,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-81.52941176470074,,,,25109.246919508427,25111.95393918784,25113.562465168845,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:00:00,1749441600,25095.35,25095.35,25082.4,25084.1,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25094.686750331624,25076.400783888304,,-1.1842378929335004e-14,18.32631732755244,-96.41350210971062,-39.35676392573108,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-96.41350210971062,,,,25104.217535606746,25108.47219678936,25110.884059244403,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:01:00,1749441660,25083.65,25091.4,25082.6,25084.1,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.36340654017,25076.400783888304,,-1.1842378929335004e-14,6.173028297190879,-96.41350210971062,-39.35676392573108,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-96.41350210971062,,7.385109067440851,,25100.194028485395,25105.42567219069,25108.449144767637,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:02:00,1749441720,25083.2,25100.0,25082.05,25098.05,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.94923072265,25076.400783888304,,7.054678904608326,2.3515596348694343,-66.49214659685863,-30.10610079575708,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-66.49214659685863,,21.570974218249756,,25099.76522278832,25104.50371316685,25107.50376797058,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:03:00,1749441780,25098.7,25107.05,25090.95,25090.95,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.57432688232,25076.400783888304,,9.63012545658961,5.561601453732642,-81.36125654449957,-34.81432360742723,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-81.36125654449957,,33.174313622160476,20.710132302617023,25098.002178230658,25102.80949902099,25105.998879973253,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:04:00,1749441840,25091.7,25098.3,25088.7,25091.5,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.31503602203,25076.400783888304,,12.497998720343224,9.727601027180386,-80.20942408376811,-34.449602122016564,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-80.20942408376811,,44.28441859334661,33.00990214458562,25096.70174258453,25101.39581164337,25104.68079997569,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:05:00,1749441900,25091.45,25099.6,25091.45,25092.05,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.15690651928,25076.400783888304,,8.6232128122109,10.25044566304791,-79.05759162303664,-34.0848806366059,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-79.05759162303664,,40.779168851599984,39.41263368903569,25095.771394067626,25100.22758518795,25103.53254543244,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:06:00,1749441960,25091.95,25097.9,25090.25,25097.0,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.637293204367,25076.400783888304,,13.825415059299909,11.648875530618012,-64.40476190476018,-30.80238726790514,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-64.40476190476018,,46.94837888668415,44.003988777210246,25096.0171152541,25099.824137039457,25102.938677665858,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:07:00,1749442020,25097.7,25103.9,25091.3,25092.2,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.45763155382,25076.400783888304,,14.05747265675347,12.168700176088093,-59.39999999999418,-33.98541114058372,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-59.39999999999418,,48.85942165060933,45.52898979629782,25095.25369220328,25098.871119909527,25101.96243424169,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:08:00,1749442080,25092.35,25096.65,25088.25,25090.35,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.069177609592,25076.400783888304,,12.155128117989584,13.346005278014324,-66.80000000000291,-35.212201591513555,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-66.80000000000291,,46.467983681741295,47.42526140634493,25094.272953762626,25097.80597992084,25100.906758401536,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:09:00,1749442140,25090.15,25092.45,25086.55,25089.5,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25092.623030408395,25076.400783888304,,4.777361003502648,10.329987259415237,-70.19999999999709,-35.77586206896617,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-70.19999999999709,,38.24152435479811,44.522976562382915,25093.318363010105,25096.767732430733,25099.869780365032,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:10:00,1749442200,25089.4,25091.2,25077.15,25085.95,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25091.788901607342,25076.400783888304,,1.6774301422954745,6.20330642126257,-70.56856187290998,-38.12997347480125,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-70.56856187290998,,30.55142770544111,38.42031191399351,25091.844690408085,25095.41551587689,25098.604345786393,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:11:00,1749442260,25085.1,25098.25,25084.25,25096.9,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25092.42778890643,25076.400783888304,,21.00413630829065,9.152975818029592,-33.94648829430956,-30.868700265251658,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-33.94648829430956,,52.13179976932756,40.3082506098556,25092.85575232647,25095.60107639228,25098.44940526036,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:12:00,1749442320,25097.25,25101.4,25090.8,25101.1,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25093.511815293125,25076.400783888304,,53.93758795704063,25.539718135875585,-10.467289719637048,-63.87631975867669,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-10.467289719637048,-63.87631975867669,74.46960256796717,52.384276680911945,25094.50460186118,25096.288441843244,25098.69036841851,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:13:00,1749442380,25100.65,25106.05,25099.15,25103.0,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25094.69783838149,25076.400783888304,,87.27092129037396,54.07088185190174,-10.55363321799136,-61.01055806938336,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-10.55363321799136,-61.01055806938336,100.0,75.53380077909826,25096.203681488943,25097.12738661284,25099.082153107734,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:14:00,1749442440,25103.5,25110.9,25097.75,25108.2,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25096.3856085838,25076.400783888304,,100.0,80.40283641580486,-8.000000000002156,-53.167420814480224,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25079.68499999999,,-8.000000000002156,-53.167420814480224,100.0,91.48986752265571,25098.602945191156,25098.511463286235,25099.91104827976,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:15:00,1749442500,25108.4,25116.0,25107.95,25108.4,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25097.887407510825,25077.06108590216,,100.0,95.756973763458,-19.56241956241655,-46.074201898185386,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-19.56241956241655,-46.074201898185386,100.0,100.0,25100.56235615293,25099.747530375455,25100.682771163418,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:16:00,1749442560,25108.8,25109.95,25096.35,25097.05,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25097.782731571973,25077.06108590216,,75.34317219530477,91.78105739843492,-48.77734877735248,-62.20322886989811,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-48.77734877735248,-62.20322886989811,83.13566379603257,94.37855459867752,25099.859884922345,25099.41033907852,25100.352519239463,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:17:00,1749442620,25096.4,25098.7,25089.5,25094.85,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25097.416140125475,25077.06108590216,,46.32249052526876,73.88855424019117,-54.44015444016023,-66.38176638177052,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-54.44015444016023,-66.38176638177052,63.39627552981907,82.17731310861721,25098.85790793788,25098.840296693703,25099.852290217696,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:18:00,1749442680,25094.55,25101.7,25091.1,25101.7,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25097.95162260979,25077.06108590216,,29.18207086512976,50.282577861901096,-36.80823680823632,-53.37132003798615,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-36.80823680823632,-53.37132003798615,53.94050727166363,66.82414886583842,25099.426326350305,25099.197759606996,25100.02026383427,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:19:00,1749442740,25101.5,25107.6,25101.5,25106.3,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25098.995169783568,25077.06108590216,,44.157715128170175,39.887425506189565,-30.55118110236449,-44.63437796771315,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-30.551181102364495,-44.63437796771315,67.636166231704,61.6576496777289,25100.801061080245,25100.08553965612,25100.59114894024,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:20:00,1749442800,25107.0,25108.15,25099.8,25104.0,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25099.620773560622,25077.06108590216,,58.26009770110192,43.86662789813395,-45.283018867924525,-49.00284900284965,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-45.283018867924525,-49.00284900284965,80.67800255148443,67.41822535161735,25101.440848864197,25100.574847199103,25100.90104449113,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
2025-06-09 04:21:00,1749442860,25104.95,25108.05,25100.1,25105.5,24901.33333333333,24850.475,24952.191666666666,25131.216666666664,25259.383333333328,25489.26666666666,25617.433333333323,24773.166666666664,24543.283333333333,24415.116666666665,24185.233333333337,25029.5,24671.45,25100.355676865544,25077.06108590216,,63.122800239141135,55.18020435613774,-39.62264150943396,-46.153846153846686,24901.33333333333,24850.475,24952.19166666666,25131.216666666656,25259.383333333328,25489.266666666656,24773.166666666657,24543.28333333333,24415.116666666658,25029.5,24671.45,25081.584999999995,,-39.62264150943396,-46.153846153846686,85.6165164696248,77.97689508427108,25102.25267909136,25101.190491299218,25101.319131355573,101.71666666666715,0.40847879631612966,0.40847879631612966,0.40847879631612966,Narrow
