Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-16 09:45:00,48.4,2025-07-16 09:46:00,44.15,-4.25,-8.78%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),41.14,41.14,48.5,False
2025-07-16 10:22:00,44.85,2025-07-16 10:23:00,40.75,-4.1,-9.14%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),38.12,38.12,45.15,False
2025-07-16 11:00:00,39.7,2025-07-16 11:18:00,35.8,-3.9,-9.82%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),33.75,33.75,42.25,False
2025-07-16 11:25:00,39.2,2025-07-16 11:40:00,39.2,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),33.32,39.2,42.8,False
2025-07-16 12:27:00,54.6,2025-07-16 12:33:00,64.6,10.0,18.32%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),46.41,54.6,68.1,False
2025-07-16 13:38:00,61.9,2025-07-16 13:50:00,71.9,10.0,16.16%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),52.61,61.9,73.9,False
2025-07-16 14:47:00,81.7,2025-07-16 14:51:00,67.9,-13.8,-16.89%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),69.45,69.45,82.1,False
2025-07-16 10:02:00,165.75,2025-07-16 10:25:00,158.80,-6.95,-4.19%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),155.80,155.80,175.35,False
2025-07-16 10:29:00,167.95,2025-07-16 10:30:00,160.05,-7.90,-4.70%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),157.87,157.87,167.95,False
2025-07-16 10:34:00,176.05,2025-07-16 10:51:00,176.05,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),165.49,176.05,186.00,False
2025-07-16 11:18:00,170.65,2025-07-16 11:38:00,160.41,-10.24,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),160.41,160.41,178.00,True
2025-07-16 12:04:00,139.00,2025-07-16 12:07:00,131.20,-7.80,-5.61%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),130.66,130.66,139.00,False
2025-07-16 12:55:00,117.80,2025-07-16 13:14:00,110.15,-7.65,-6.49%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),110.73,110.73,121.00,False
2025-07-16 13:25:00,112.50,2025-07-16 13:37:00,118.10,5.60,4.97%,Trailing SL,Put Option (Enhanced Hybrid Premium),105.75,118.10,131.80,True
2025-07-16 14:26:00,96.70,2025-07-16 14:59:00,97.53,0.83,0.86%,Trailing SL,Put Option (Enhanced Hybrid Premium),82.19,97.53,106.20,True
