Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-07 12:40:00,137.50,2025-07-07 12:59:00,147.50,10.00,7.27%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),129.25,137.50,151.15,False
2025-07-07 13:33:00,132.10,2025-07-07 13:47:00,130.80,-1.30,-0.98%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),124.17,124.17,136.30,False
