Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-07 09:26:00,149.25,2025-07-07 09:28:00,146.75,-2.50,-1.68%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),140.29,140.29,153.10,False
2025-07-07 09:30:00,150.10,2025-07-07 09:31:00,141.09,-9.01,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),141.09,141.09,150.90,False
2025-07-07 09:44:00,136.60,2025-07-07 09:55:00,128.40,-8.20,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),128.40,128.40,145.00,False
2025-07-07 10:36:00,142.80,2025-07-07 10:42:00,136.35,-6.45,-4.52%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),134.23,134.23,143.40,False
2025-07-07 10:50:00,136.60,2025-07-07 10:51:00,132.00,-4.60,-3.37%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),128.40,128.40,137.60,False
2025-07-07 10:57:00,132.80,2025-07-07 11:01:00,124.83,-7.97,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),124.83,124.83,134.25,False
2025-07-07 11:12:00,130.90,2025-07-07 11:47:00,140.90,10.00,7.64%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),123.05,130.90,142.50,False
2025-07-07 12:36:00,138.75,2025-07-07 12:59:00,148.75,10.00,7.21%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),130.42,138.75,151.15,False
2025-07-07 13:37:00,133.35,2025-07-07 13:47:00,130.80,-2.55,-1.91%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),125.35,125.35,136.30,False
2025-07-07 13:51:00,133.00,2025-07-07 13:55:00,133.00,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),125.02,133.00,140.90,False
2025-07-07 14:08:00,130.90,2025-07-07 14:18:00,129.25,-1.65,-1.26%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),123.05,123.05,133.35,False
2025-07-07 14:25:00,128.90,2025-07-07 14:27:00,127.45,-1.45,-1.12%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),121.17,121.17,130.20,False
2025-07-07 14:29:00,129.65,2025-07-07 14:53:00,136.93,7.28,5.61%,Trailing SL,Put Option (Enhanced Hybrid Premium),121.87,136.93,147.00,True
2025-07-07 15:07:00,131.15,2025-07-07 15:08:00,130.50,-0.65,-0.50%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),123.28,123.28,133.00,False
