Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-07-10 09:52:00,121.15,2025-07-10 09:56:00,133.15,12.00,9.91%,Quick TP,Put Option (Hybrid Premium),111.46,111.46,135.00
2025-07-10 10:09:00,129.95,2025-07-10 10:51:00,141.95,12.00,9.23%,Quick TP,Put Option (Hybrid Premium),119.55,119.55,147.30
2025-07-10 11:33:00,151.35,2025-07-10 11:46:00,146.25,-5.10,-3.37%,Williams28 Exit,Put Option (Hybrid Premium),139.24,139.24,153.25
