type,comments,entry_time,target,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,prev_day_close,mkt_open_type,filter_passed
Put,Reversal,2025-07-08 09:30:00,0,25479.45,25480.1,25471.45,25474.4,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
Put,Reversal,2025-07-08 09:32:00,1,25494.35,25494.35,25477.55,25478.2,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
Put,Reversal,2025-07-08 11:02:00,0,25447.9,25447.9,25442.55,25443.3,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
Put,Reversal,2025-07-08 11:34:00,0,25448.4,25449.55,25445.65,25447.95,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
Put,Reversal,2025-07-08 12:01:00,0,25447.85,25450.2,25446.6,25447.95,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
Put,Reversal,2025-07-08 12:03:00,0,25449.15,25449.15,25445.4,25448.15,25452.783333333336,25448.525,25457.04166666667,25498.316666666673,25535.333333333336,25580.86666666667,25617.88333333333,25415.766666666674,25370.233333333337,25333.21666666667,25287.683333333334,25489.8,25407.25,25461.0,sideways,True
