time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,K,D,%R,%R
1751880960,193.35,194.6,192.6,193.6,NaN,NaN,NaN,NaN,NaN,192.96552100795085,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,51.742463196387625,36.69573817771202,-38.30845771144279,-75.10040160642576
1751881020,194,195.8,193.6,195.8,NaN,NaN,NaN,NaN,NaN,193.59540522840624,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,67.77038618455866,52.319598328972894,0,-66.26506024096383
1751881080,195.15,196.2,192.7,193.5,NaN,NaN,181.89,205.5,NaN,193.5742040665382,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,75.95400803816626,65.15561913970419,-30.681818181818112,-75.50200803212854
1751881140,193.2,194.25,190.45,190.75,NaN,NaN,181.89,205.5,NaN,192.94660316286303,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,71.95439227443474,71.89292883238656,-61.93181818181817,-86.54618473895584
1751881200,190.35,192.85,190.35,192,NaN,NaN,181.89,205.5,NaN,192.73624690444902,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,65.54180440584918,71.1500682394834,-47.72727272727269,-81.52610441767071
1751881260,192.05,195.4,192,195.4,NaN,NaN,181.89,205.5,NaN,193.3281920367937,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,74.1443760103785,70.54685756355413,-9.090909090908914,-67.8714859437751
1751881320,195.35,196.5,194.35,195.6,NaN,NaN,181.89,205.5,NaN,193.83303825083954,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,89.62853599202622,76.43823880275129,-13.23529411764712,-66.18556701030933
1751881380,196.35,196.8,194.4,194.8,NaN,NaN,181.89,205.5,NaN,194.04791863954188,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,97.37311767602061,87.0486765594751,-30.534351145038116,-68.77637130801683
1751881440,195.45,195.55,194,195.2,NaN,NaN,NaN,NaN,NaN,194.30393671964367,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,96.20542362869573,94.40235909891419,-24.806201550387883,-65.10067114093967
1751881500,195.4,195.8,193.2,193.55,NaN,NaN,NaN,NaN,NaN,194.13639522638954,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,89.34826274304781,94.30893468258806,-50.387596899224675,-71.78899082568803
1751881560,193.1,196,192.4,195.6,NaN,NaN,NaN,NaN,NaN,194.4616407316363,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,91.97514506702719,92.50961047959025,-18.604651162790912,-62.38532110091746
1751881620,196.05,196.3,194.8,195.25,NaN,NaN,NaN,NaN,NaN,194.63683168016155,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,90.72360181949311,90.68233654318936,-24.0310077519381,-63.99082568807339
1751881680,195.55,196.2,195.15,196.2,NaN,NaN,NaN,NaN,NaN,194.98420241790342,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,97.58076270514103,93.42650319722044,-9.302325581395676,-58.58823529411773
1751881740,196.2,197.15,195.6,197,NaN,NaN,NaN,NaN,NaN,195.4321574361471,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,97.58076270514105,95.29504240992507,-2.912621359223408,-50.515463917525814
1751881800,197.15,197.15,192.35,193.1,NaN,NaN,NaN,NaN,NaN,194.91390022811441,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,78.7588940774415,91.30680649590785,-84.37500000000004,-69.51871657754015
1751881860,193.6,194.95,192.75,193.9,NaN,NaN,NaN,NaN,NaN,194.6885890663112,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,62.22911573992851,79.52292417417034,-67.70833333333317,-62.42774566473984
1751881920,194.15,194.4,193.35,193.95,NaN,NaN,NaN,NaN,NaN,194.5244581626865,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,46.00486827775054,62.33095936504018,-66.66666666666687,-60.18237082066877
1751881980,194,194,193,193,NaN,NaN,NaN,NaN,NaN,194.1856896820895,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,40.40098805167806,49.54499068978571,-86.45833333333324,-61.77474402730381
1751882040,193.7,194.45,192.65,194.2,NaN,NaN,NaN,NaN,NaN,194.18886975273628,NaN,NaN,NaN,200.48312938190838,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,35.93610703516212,40.78065445486359,-61.45833333333354,-46.031746031746145
1751882100,194.45,194.45,191,191.1,NaN,NaN,NaN,NaN,NaN,193.50245425212822,NaN,NaN,NaN,200.10615573599506,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,18.827021164006755,31.721372083615652,-98.3739837398375,-63.1840796019901
1751882160,191.05,193.5,190.55,191.7,NaN,NaN,NaN,NaN,NaN,193.10190886276638,NaN,NaN,NaN,199.55304016239555,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,16.898971266239844,23.88736648846958,-82.5757575757579,-55.897435897436075
1751882220,192.3,193.25,191.95,192.65,NaN,NaN,NaN,NaN,NaN,193.00148467104052,NaN,NaN,NaN,199.55304016239555,241.13333333333333,225.44166666666666,256.825,282.26666666666665,354.7833333333333,395.91666666666663,468.4333333333333,168.61666666666667,127.48333333333335,54.9666666666667,13.833333333333371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,313.65,200,NaN,NaN,NaN,NaN,16.33411117435576,17.353367868200795,-68.18181818181824,-46.15384615384615
