Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-09 09:49:00,135.9,2025-07-09 09:56:00,145.9,10.0,7.36%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),127.75,127.75,147.95,False
2025-07-09 10:50:00,174.0,2025-07-09 10:55:00,169.85,-4.15,-2.39%,SL Hit,Call Option (Enhanced Hybrid Premium),163.56,169.85,175.3,False
2025-07-09 11:07:00,169.35,2025-07-09 11:15:00,179.35,10.0,5.90%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),159.19,169.35,189.95,False
2025-07-09 12:07:00,168.5,2025-07-09 12:15:00,178.5,10.0,5.93%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),158.39,168.5,179.0,False
2025-07-09 12:50:00,175.45,2025-07-09 13:02:00,172.15,-3.3,-1.88%,SL Hit,Call Option (Enhanced Hybrid Premium),164.92,172.15,177.85,False
2025-07-09 13:12:00,166.2,2025-07-09 13:36:00,166.2,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),156.23,166.2,174.65,False
2025-07-09 13:58:00,169.3,2025-07-09 14:17:00,159.14,-10.16,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),159.14,159.14,173.6,True
2025-07-09 15:00:00,128.0,2025-07-09 15:18:00,120.32,-7.68,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),120.32,120.32,136.5,True
2025-07-09 10:30:00,101.40,2025-07-09 10:49:00,95.32,-6.08,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),95.32,95.32,102.80,False
2025-07-09 11:40:00,89.45,2025-07-09 11:53:00,99.45,10.00,11.18%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),84.08,89.45,103.30,False
2025-07-09 12:43:00,88.70,2025-07-09 12:49:00,89.45,0.75,0.85%,Trailing SL,Put Option (Enhanced Hybrid Premium),83.38,89.45,97.60,True
2025-07-09 13:37:00,96.20,2025-07-09 13:58:00,90.43,-5.77,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),90.43,90.43,98.60,False
2025-07-09 14:16:00,95.20,2025-07-09 14:17:00,105.20,10.00,10.50%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),89.49,89.49,107.10,False
