datetime,open,high,low,close,Call
2025-07-04 09:15:00,180.0,184.6,165.0,179.9,0
2025-07-04 09:16:00,177.8,180.05,170.2,176.7,0
2025-07-04 09:17:00,176.6,181.6,174.3,180.0,0
2025-07-04 09:18:00,180.6,188.0,175.15,176.15,0
2025-07-04 09:19:00,177.25,177.25,168.45,168.45,0
2025-07-04 09:20:00,168.7,171.75,167.2,170.4,0
2025-07-04 09:21:00,170.35,175.1,166.7,171.2,0
2025-07-04 09:22:00,170.6,171.95,166.05,167.2,0
2025-07-04 09:23:00,167.3,167.3,154.8,160.35,0
2025-07-04 09:24:00,160.6,165.4,159.0,165.4,0
2025-07-04 09:25:00,165.0,175.5,164.45,174.25,0
2025-07-04 09:26:00,174.45,177.1,172.05,175.85,0
2025-07-04 09:27:00,176.65,181.1,174.0,174.65,0
2025-07-04 09:28:00,173.0,173.0,166.3,170.65,0
2025-07-04 09:29:00,170.05,175.05,167.65,168.15,0
2025-07-04 09:30:00,168.35,174.0,164.4,164.5,0
2025-07-04 09:31:00,163.5,167.9,163.0,164.2,0
2025-07-04 09:32:00,164.3,167.8,162.2,162.2,0
2025-07-04 09:33:00,160.75,163.4,156.25,163.3,0
2025-07-04 09:34:00,163.75,164.5,160.25,162.05,0
2025-07-04 09:35:00,160.9,162.3,156.75,162.1,0
2025-07-04 09:36:00,160.45,161.8,151.3,151.8,0
2025-07-04 09:37:00,150.8,161.55,150.8,161.45,0
2025-07-04 09:38:00,160.65,161.25,156.0,156.0,0
2025-07-04 09:39:00,154.7,155.25,149.0,151.15,0
2025-07-04 09:40:00,150.7,151.8,144.0,150.0,0
2025-07-04 09:41:00,149.8,152.5,148.35,152.45,0
2025-07-04 09:42:00,151.75,151.75,147.85,150.7,0
2025-07-04 09:43:00,150.9,151.75,148.0,151.75,0
2025-07-04 09:44:00,153.0,156.75,152.3,154.15,0
2025-07-04 09:45:00,154.05,159.3,153.95,159.3,0
2025-07-04 09:46:00,158.0,159.0,156.35,156.85,0
2025-07-04 09:47:00,155.5,159.8,155.25,157.3,0
2025-07-04 09:48:00,157.0,157.55,155.05,156.65,0
2025-07-04 09:49:00,156.35,158.85,151.8,153.4,0
2025-07-04 09:50:00,153.75,156.75,152.05,152.05,0
2025-07-04 09:51:00,152.15,158.25,152.1,158.25,0
2025-07-04 09:52:00,159.0,160.9,158.0,160.3,0
2025-07-04 09:53:00,160.2,166.3,159.0,163.2,0
2025-07-04 09:54:00,163.9,165.65,161.45,162.3,0
2025-07-04 09:55:00,162.4,162.4,153.1,153.1,0
2025-07-04 09:56:00,151.65,157.5,151.4,156.45,0
2025-07-04 09:57:00,156.0,158.8,155.55,158.8,0
2025-07-04 09:58:00,158.3,161.35,158.3,161.3,0
2025-07-04 09:59:00,161.95,166.2,160.55,165.9,0
2025-07-04 10:00:00,164.85,169.45,164.6,166.45,0
2025-07-04 10:01:00,166.0,166.0,156.9,157.65,0
2025-07-04 10:02:00,157.95,159.4,156.0,158.75,0
2025-07-04 10:03:00,159.85,162.55,159.0,160.45,0
2025-07-04 10:04:00,160.45,160.45,157.05,159.0,0
2025-07-04 10:05:00,159.0,161.8,157.95,161.0,0
2025-07-04 10:06:00,160.5,163.6,159.45,159.75,0
2025-07-04 10:07:00,159.8,161.75,158.2,160.45,0
2025-07-04 10:08:00,160.35,161.25,157.55,158.4,0
2025-07-04 10:09:00,157.7,165.75,155.0,164.75,0
2025-07-04 10:10:00,164.75,167.45,162.1,162.1,0
2025-07-04 10:11:00,161.9,164.8,161.9,163.05,0
2025-07-04 10:12:00,162.95,163.8,158.35,158.35,0
2025-07-04 10:13:00,157.95,158.4,155.2,157.05,0
2025-07-04 10:14:00,157.35,161.6,156.9,160.3,0
2025-07-04 10:15:00,159.4,161.5,157.6,161.35,0
2025-07-04 10:16:00,161.15,165.0,161.15,161.7,0
2025-07-04 10:17:00,161.75,163.5,152.95,157.0,0
2025-07-04 10:18:00,157.0,159.45,155.95,156.75,0
2025-07-04 10:19:00,156.8,159.15,154.4,159.0,0
2025-07-04 10:20:00,158.65,161.0,157.25,161.0,0
2025-07-04 10:21:00,160.65,163.4,160.05,161.65,0
2025-07-04 10:22:00,162.7,164.0,161.5,163.65,0
2025-07-04 10:23:00,162.85,164.4,161.95,162.0,0
2025-07-04 10:24:00,162.25,164.65,161.8,164.4,0
2025-07-04 10:25:00,163.95,166.75,163.75,163.9,0
2025-07-04 10:26:00,163.9,164.85,161.3,164.8,0
2025-07-04 10:27:00,163.5,164.25,156.3,157.85,0
2025-07-04 10:28:00,157.7,159.8,157.7,159.5,0
2025-07-04 10:29:00,159.6,161.9,158.35,159.6,0
2025-07-04 10:30:00,159.6,160.1,158.3,158.5,0
2025-07-04 10:31:00,158.7,161.2,155.2,155.2,0
2025-07-04 10:32:00,155.5,157.7,154.05,157.45,0
2025-07-04 10:33:00,157.8,157.8,154.55,157.05,0
2025-07-04 10:34:00,157.1,159.2,155.0,158.2,0
2025-07-04 10:35:00,158.0,160.85,157.05,159.75,0
2025-07-04 10:36:00,159.75,161.6,157.1,157.55,0
2025-07-04 10:37:00,157.4,160.25,156.2,160.1,0
2025-07-04 10:38:00,159.75,163.9,159.75,163.25,0
2025-07-04 10:39:00,163.7,164.2,161.1,163.9,0
2025-07-04 10:40:00,163.2,164.0,161.6,161.65,0
2025-07-04 10:41:00,161.55,164.0,160.6,162.05,0
2025-07-04 10:42:00,161.25,164.5,161.0,164.5,0
2025-07-04 10:43:00,163.95,164.0,157.85,158.85,0
2025-07-04 10:44:00,159.3,162.15,158.7,162.15,0
2025-07-04 10:45:00,161.95,164.85,161.95,164.05,0
2025-07-04 10:46:00,163.0,163.0,158.7,158.7,0
