datetime,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Call,Put,Call_v2,Put_v2,Call_crp,Put_crp,Call_v2_crp,Put_v2_crp
2025-07-11 09:15:00,25282.05,25285.95,25244.0,25263.05,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:16:00,25263.3,25288.45,25258.25,25283.65,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:17:00,25280.1,25289.95,25272.7,25289.0,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,1,0,0,0,1,0,0,0
2025-07-11 09:18:00,25287.85,25293.55,25284.4,25292.05,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:19:00,25292.3,25297.5,25286.8,25288.95,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:20:00,25288.45,25302.4,25282.2,25299.1,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:21:00,25298.65,25303.8,25289.3,25290.1,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:22:00,25289.75,25300.15,25287.85,25297.45,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:23:00,25298.0,25298.8,25289.6,25298.45,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:24:00,25298.05,25304.2,25297.0,25300.1,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:25:00,25300.5,25317.6,25300.3,25316.8,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,1,0,0,0,0,0
2025-07-11 09:26:00,25316.75,25317.15,25308.4,25311.55,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:27:00,25310.7,25318.0,25309.25,25314.85,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:28:00,25315.85,25318.05,25310.95,25311.7,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:29:00,25312.25,25312.6,25306.1,25310.4,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:30:00,25309.9,25310.7,25300.7,25301.55,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:31:00,25302.25,25305.7,25292.5,25293.05,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:32:00,25292.95,25295.3,25286.3,25294.65,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:33:00,25294.8,25296.75,25289.65,25290.55,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:34:00,25290.3,25291.6,25285.45,25286.85,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:35:00,25287.7,25289.25,25285.65,25287.85,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:36:00,25288.85,25296.8,25287.1,25296.8,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:37:00,25297.45,25302.5,25295.35,25301.95,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:38:00,25302.5,25307.6,25301.55,25307.25,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:39:00,25306.15,25308.35,25301.35,25304.7,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:40:00,25304.5,25314.35,25302.7,25313.5,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:41:00,25312.85,25315.0,25310.45,25313.35,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:42:00,25313.4,25321.35,25312.9,25320.45,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:43:00,25320.85,25322.45,25312.9,25315.3,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:44:00,25314.65,25317.8,25311.5,25315.25,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:45:00,25315.55,25315.8,25299.55,25300.2,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,1,0,1,0,0,0,0
2025-07-11 09:46:00,25300.05,25304.35,25296.7,25303.7,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:47:00,25301.45,25304.5,25300.35,25302.4,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
2025-07-11 09:48:00,25301.6,25302.4,25299.75,25300.55,25406.583333333332,25380.916666666664,25432.25,25472.716666666664,25590.18333333333,25656.316666666666,25773.78333333333,25289.116666666665,25222.983333333337,25105.516666666663,25039.383333333335,25524.05,25340.45,0,0,0,0,0,0,0,0
