Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-06-27 09:53:00,152.4,2025-06-27 09:57:00,141.15,-11.25,-7.38%,Williams28 Exit,Call Option (Hybrid Premium),140.21,140.21,158.25
2025-06-27 10:32:00,151.6,2025-06-27 10:35:00,142.6,-9.0,-5.94%,Williams28 Exit,Call Option (Hybrid Premium),139.47,139.47,152.9
2025-06-27 13:27:00,171.3,2025-06-27 13:53:00,167.55,-3.75,-2.19%,Williams28 Exit,Call Option (Hybrid Premium),157.6,157.6,177.65
2025-06-27 14:00:00,179.7,2025-06-27 14:22:00,171.0,-8.7,-4.84%,Williams28 Exit,Call Option (Hybrid Premium),165.32,165.32,182.4
2025-06-27 14:43:00,173.5,2025-06-27 15:07:00,167.9,-5.6,-3.23%,Williams28 Exit,Call Option (Hybrid Premium),159.62,159.62,181.75
2025-06-27 09:22:00,215.00,2025-06-27 09:33:00,230.65,15.65,7.28%,Trailing SL,Put Option (Hybrid Premium),197.80,230.65,257.90
2025-06-27 10:28:00,223.85,2025-06-27 10:33:00,208.60,-15.25,-6.81%,Williams28 Exit,Put Option (Hybrid Premium),205.94,205.94,225.50
2025-06-27 11:20:00,192.75,2025-06-27 11:30:00,187.40,-5.35,-2.78%,Williams28 Exit,Put Option (Hybrid Premium),177.33,177.33,194.60
2025-06-27 11:50:00,189.45,2025-06-27 11:53:00,183.60,-5.85,-3.09%,Williams28 Exit,Put Option (Hybrid Premium),174.29,174.29,191.75
2025-06-27 12:25:00,170.75,2025-06-27 12:39:00,162.60,-8.15,-4.77%,Williams28 Exit,Put Option (Hybrid Premium),157.09,157.09,173.60
2025-06-27 13:03:00,167.45,2025-06-27 13:29:00,166.90,-0.55,-0.33%,Williams28 Exit,Put Option (Hybrid Premium),154.05,154.05,178.15
2025-06-27 13:51:00,162.80,2025-06-27 13:58:00,156.45,-6.35,-3.90%,Williams28 Exit,Put Option (Hybrid Premium),149.78,149.78,166.25
2025-06-27 14:17:00,158.80,2025-06-27 14:42:00,157.10,-1.70,-1.07%,Williams28 Exit,Put Option (Hybrid Premium),146.10,146.10,172.50
