Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-01 10:00:00,160.15,2025-07-01 10:01:00,148.55,-11.6,-7.24%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),150.54,150.54,162.3,False
2025-07-01 10:07:00,149.5,2025-07-01 10:10:00,140.53,-8.97,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),140.53,140.53,152.4,False
2025-07-01 10:18:00,141.45,2025-07-01 10:19:00,132.96,-8.49,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),132.96,132.96,141.9,False
2025-07-01 10:28:00,137.25,2025-07-01 10:38:00,137.25,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),129.01,137.25,146.35,False
2025-07-01 10:55:00,130.55,2025-07-01 11:01:00,122.72,-7.83,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),122.72,122.72,130.55,False
2025-07-01 11:07:00,125.8,2025-07-01 11:12:00,123.0,-2.8,-2.23%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),118.25,118.25,126.8,False
2025-07-01 11:20:00,126.95,2025-07-01 11:24:00,119.33,-7.62,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),119.33,119.33,127.65,False
2025-07-01 11:36:00,120.85,2025-07-01 11:53:00,118.1,-2.75,-2.28%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),113.6,113.6,125.45,False
2025-07-01 12:00:00,118.1,2025-07-01 12:20:00,128.1,10.0,8.47%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),111.01,118.1,131.25,False
2025-07-01 13:06:00,124.4,2025-07-01 13:13:00,122.85,-1.55,-1.25%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),116.94,116.94,125.9,False
2025-07-01 13:24:00,122.55,2025-07-01 13:28:00,118.9,-3.65,-2.98%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),115.2,115.2,123.95,False
2025-07-01 13:58:00,119.05,2025-07-01 14:07:00,129.05,10.0,8.40%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),111.91,119.05,129.5,False
2025-07-01 14:39:00,121.6,2025-07-01 15:13:00,121.6,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),114.3,121.6,127.9,False
2025-07-01 09:25:00,147.15,2025-07-01 09:26:00,138.32,-8.83,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),138.32,138.32,147.15,False
2025-07-01 09:46:00,129.45,2025-07-01 09:47:00,121.10,-8.35,-6.45%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),121.68,121.68,133.00,False
2025-07-01 09:52:00,117.75,2025-07-01 09:53:00,117.75,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),110.68,117.75,122.65,False
2025-07-01 10:44:00,125.15,2025-07-01 10:56:00,135.15,10.00,7.99%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),117.64,125.15,135.20,False
2025-07-01 11:44:00,129.35,2025-07-01 11:56:00,139.35,10.00,7.73%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),121.59,129.35,147.10,False
2025-07-01 12:29:00,122.00,2025-07-01 12:34:00,120.20,-1.80,-1.48%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),114.68,114.68,123.00,False
2025-07-01 12:54:00,121.15,2025-07-01 14:05:00,113.88,-7.27,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),113.88,113.88,126.55,True
2025-07-01 14:19:00,112.50,2025-07-01 14:54:00,111.75,-0.75,-0.67%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),105.75,112.50,118.85,False
2025-07-01 14:59:00,110.85,2025-07-01 15:03:00,109.85,-1.00,-0.90%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),104.20,104.20,113.90,False
2025-07-01 15:08:00,112.10,2025-07-01 15:15:00,110.35,-1.75,-1.56%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),105.37,112.10,118.50,False
