time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry,SMA 21,K,D,%R,%R
1752132300,370.05,370.05,370.05,370.05,NaN,NaN,364.8739168309399,NaN,0,369.2723009384912,62.383077619527135,66.43828038929432,-29.941860465116168,-42.75534441805223
1752132420,369.45,369.45,369.45,369.45,NaN,NaN,364.8739168309399,NaN,0,369.2945133211798,55.31360275908014,61.77811173084816,-39.51890034364258,-45.605700712589154
1752132480,372,372,371.9,371.9,NaN,NaN,364.8739168309399,NaN,0,369.6201991560323,62.56201609659788,60.08623215840172,-22.680412371134082,-33.96674584323055
1752132600,370.5,370.5,367.95,367.95,NaN,NaN,364.8739168309399,NaN,0,369.4114242615283,56.55549111978721,58.14370332515508,-61.96581196581202,-52.7315914489312
1752132660,368.2,368.2,368.2,368.2,NaN,NaN,364.8739168309399,NaN,0,369.2599962288372,52.72055628471416,57.27935450036642,-96.55172413793103,-51.543942992874186
1752132720,368.1,370.95,368.1,370.95,NaN,NaN,364.8739168309399,NaN,0,369.47124670023254,49.98581293343066,53.08728677931069,-58.62068965517241,-38.47980997624712
1752132780,368,368,368,368,NaN,NaN,364.8739168309399,NaN,0,369.28734086270345,49.7456327441783,50.81733398744105,-99.31034482758605,-52.49406175771974
1752132840,368.85,368.85,365,365,NaN,NaN,364.8739168309399,NaN,0,368.75142325486553,41.83447199637548,47.18863922466149,-100,-66.74584323040382
1752132960,360,360,358.6,358.6,NaN,NaN,NaN,369.0402761842357,0,367.4824953480073,20.417146904404905,37.332417214986236,-100,-97.14964370546308
1752133020,362,362,362,362,NaN,NaN,NaN,369.0402761842357,0,366.7971834295064,14.365106596833593,25.538908499204666,-74.62686567164192,-80.9976247030879
1752133080,360,360,360,360,NaN,NaN,NaN,369.0402761842357,0,365.9475355008181,12.184786427313824,15.65567997618411,-89.5522388059703,-90.49881235154395
1752133140,358.2,358.6,358.15,358.6,NaN,NaN,NaN,367.3968613383079,0,365.02909356321584,14.512935843451933,13.687609622533117,-96.48437499999964,-97.14964370546308
1752133260,358.95,358.95,358.95,358.95,NaN,NaN,NaN,367.17467520447707,0,364.26920686781386,11.017437957940816,12.571720076235524,-93.74999999999991,-95.48693586698343
1752133380,360,360,360,360,NaN,NaN,NaN,367.17467520447707,0,363.73555600933713,14.210302084456734,13.246891961949828,-85.54687499999983,-90.33816425120773
1752133500,360.95,360.95,360.95,360.95,NaN,NaN,NaN,367.17467520447707,0,363.38736150817,22.807507634666013,16.011749225687854,-73.83177570093459,-84.9872773536896
1752133560,360,360,360,360,NaN,NaN,NaN,366.79243822406374,0,362.9639413196487,27.04929483992254,21.355701519681762,-82.71028037383164,-89.44591029023746
1752133620,360,360,360,360,NaN,NaN,NaN,366.1131944016574,0,362.5934486546926,28.621506576976014,26.15943635052152,-51.94805194805164,-88.3720930232558
1752133680,360.4,364.25,360.4,364.05,NaN,NaN,NaN,366.1131944016574,1,362.7755175728561,42.75684096600255,32.8092141276337,-3.2786885245899655,-64.82558139534875
1752133800,369.35,370.7,369.2,369.2,345.84749999999997,NaN,361.8558125346575,NaN,0,363.5785778762491,67.6673328523688,46.34856013178245,-11.95219123505975,-34.883720930232585
1752133860,370.1,371,370.1,371,345.84749999999997,NaN,362.7252312811918,NaN,0,364.5062556417179,91.72735602204058,67.3838432801373,0,-24.41860465116274
1752133920,369.7,369.7,367,367,345.84749999999997,NaN,362.7252312811918,NaN,0,364.8179736865032,89.63767395654999,83.01078761031978,-33.195020746887934,-48.09384164222864
1752133980,365,365,365,365,345.84749999999997,NaN,362.7252312811918,NaN,0,364.8407269756903,74.62978584195199,85.33160527351419,-54.54545454545455,-59.824046920821004
