time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry,SMA 21,K,D,%R,%R
1752134640,285.5,285.5,284,284,273.55249999999995,NaN,279.3615333965479,NaN,0,284.67008532317084,36.839653949319576,44.63725024410751,-56.284153005464375,-63.49206349206338
1752134700,284.15,285.35,283.1,285.35,273.55249999999995,NaN,279.3615333965479,NaN,0,284.75507465777446,47.521863549758905,42.45174991274192,-42.458100558658764,-52.7777777777775
1752134760,284.6,284.6,284,284,273.55249999999995,NaN,279.3615333965479,NaN,0,284.66069032555265,48.93621926590819,44.43257892166222,-74.63768115942021,-63.49206349206338
1752134820,284,284,282.6,282.6,273.55249999999995,NaN,279.3615333965479,NaN,0,284.4031040348586,47.86732867252042,48.1084704960625,-94.9275362318837,-77.68595041322281
1752134880,283,283.7,282.6,283.7,273.55249999999995,NaN,279.3615333965479,NaN,0,284.31521603050123,42.73176108618551,46.51176967487137,-78.98550724637691,-68.59504132231402
1752134940,282.15,282.75,282,282,273.55249999999995,NaN,279.3615333965479,NaN,0,284.0258140266886,36.36929417706924,42.32279464525839,-100,-82.6446280991734
1752135000,281.4,281.75,277.85,280,273.55249999999995,NaN,279.3615333965479,NaN,0,283.5225872733525,25.157316204312604,34.75279048918912,-71.89542483660152,-84.80565371024748
1752135060,279.8,280.5,278.4,278.4,273.55249999999995,NaN,NaN,286.6331924963051,0,282.8822638641834,9.601532467992934,23.709380949791598,-92.81045751634045,-96.11307420494731
1752135120,277.65,280.55,277.35,280.55,273.55249999999995,NaN,NaN,286.37487324667467,0,282.5907308811605,9.057414168933343,14.605420947079631,-60.73619631901843,-78.15699658703076
1752135180,280,280.25,274.15,275.65,273.55249999999995,NaN,NaN,285.80238592200715,0,281.7231395210154,9.057414168933347,9.238786935286548,-86.60714285714292,-91.5966386554622
1752135240,277.35,278.15,265.95,268,NaN,NaN,NaN,283.4521473298064,0,280.00774708088846,9.057414168933347,9.05741416893335,-89.00804289544232,-92.13051823416502
1752135300,264,269.95,258.4,269.25,NaN,NaN,NaN,277.90193259682576,0,278.6630286957774,4.008139399083169,7.374322578983294,-57.61718749999995,-67.70833333333329
1752135360,268,269.5,265.55,266.8,NaN,NaN,NaN,277.90193259682576,0,277.18015010880526,4.624732480303977,5.896762016106837,-66.7984189723319,-74.99999999999993
1752135420,268.55,270.85,268.35,269.85,NaN,NaN,NaN,277.90193259682576,0,276.2638813452046,14.753686420856688,7.795519433414611,-52.97741273100602,-65.92261904761894
1752135480,269.35,273.35,268.1,272.05,NaN,NaN,NaN,277.90193259682576,0,275.737146177054,27.163631378858952,15.51401676000654,-41.541755888650876,-59.37499999999993
1752135540,271.55,278.35,271.55,278,NaN,NaN,260.6382445232226,NaN,0,276.02000290492225,59.880371630971474,33.93256314356237,-11.512415349887167,-41.666666666666636
1752135600,279.9,285,279.8,281.65,NaN,NaN,267.4194200709003,NaN,0,276.72375254180696,83.0847510237521,56.709584677860846,-12.59398496240609,-24.390243902439025
1752135660,281.45,281.45,277.65,279.15,NaN,NaN,267.4194200709003,NaN,0,277.02703347408107,95.385956059318,79.45035957134719,-21.992481203007586,-32.520325203252035
1752135720,278.9,279.45,278.85,279.45,NaN,NaN,267.4194200709003,NaN,0,277.32990428982094,91.31709732171801,89.92926813492937,-20.864661654135364,-31.544715447154434
1752135780,279.05,280.45,278.65,279,NaN,NaN,267.4194200709003,NaN,0,277.5386662535933,86.36047966185436,91.02117768096345,-22.55639097744359,-33.00813008130074
1752135840,279,279,276.9,277.8,NaN,NaN,267.4194200709003,NaN,0,277.57133297189415,83.59587439114401,87.0911504582388,-37.017994858611786,-36.910569105690946
1752135900,276.9,277.3,275.7,277.25,NaN,NaN,267.4194200709003,NaN,0,277.5311663504074,79.15560187427094,83.0373186424231,-45.85798816568054,-38.699186991869844
1752135960,277.8,277.8,276,276,NaN,NaN,267.4194200709003,NaN,0,277.3397705566065,73.00037223572436,78.58394950037977,-53.25443786982256,-42.764227642276346
1752136020,273.4,273.4,266.85,273.3,NaN,NaN,267.4194200709003,NaN,0,276.83479923703067,63.98553348439762,72.04716919813097,-64.46280991735539,-51.54471544715436
1752136080,273.1,273.85,269,270.5,NaN,NaN,267.4194200709003,NaN,0,276.0429493324018,50.86550398685469,62.617136568992215,-79.88980716253454,-60.65040650406497
1752136140,275.95,279.65,275.5,276,NaN,NaN,267.4194200709003,NaN,0,276.0375806658516,53.67307024242274,56.17470257122502,-37.32876712328768,-35.055350553505505
1752136200,274.65,276.95,273,276.95,NaN,NaN,267.4194200709003,NaN,0,276.15163308262015,61.64031053276374,55.39296158734706,-25.735294117647122,-31.549815498155
1752136260,276.8,277,275.8,276,NaN,NaN,267.4194200709003,NaN,0,276.1326789472926,70.53637937740649,61.94992005086433,-32.720588235294116,-35.055350553505505
1752136320,276,280,276,280,NaN,NaN,267.4194200709003,NaN,0,276.616094078881,78.8406604202487,70.3391167768063,0,-19.85157699443419
1752136380,279.95,284.2,279.35,281.3,NaN,NaN,268.80047229886964,NaN,0,277.2015823190209,87.26690809262676,78.88131596342733,-16.71469740633996,-13.90977443609017
1752136440,282.7,284,279,279,NaN,NaN,268.80047229886964,NaN,0,277.42638452914326,92.68685633966946,86.26480828418164,-29.97118155619596,-22.55639097744359
1752136500,281.15,288.6,281.15,288.6,NaN,NaN,270.1356325620844,NaN,0,278.8230864630004,92.68685633966948,90.88020692398857,0,0
1752136560,292,310,291.65,303.55,NaN,NaN,281.13956930587597,NaN,0,281.91395065512535,92.68685633966948,92.68685633966948,-15.731707317073143,-12.499999999999972
1752136620,303.5,306.15,299.5,301.25,NaN,NaN,283.1131123752884,NaN,0,284.33095682323466,96.89934878281143,94.09102048738346,-23.64864864864865,-16.957364341085263
1752136680,302.4,304.2,290,290,NaN,NaN,283.1131123752884,NaN,0,285.0395872203303,81.2502847051604,90.27882994254709,-54.054054054054056,-38.759689922480604
1752136740,292.85,293.2,286.8,286.8,NaN,NaN,283.1131123752884,NaN,0,285.25963881778904,62.680135227745346,80.27658957190572,-67.83625730994152,-44.96124031007748
1752136800,288.7,292.2,288,290.85,NaN,NaN,283.1131123752884,NaN,0,285.9584339655654,50.21077263942678,64.71373085744418,-56.32352941176464,-37.11240310077513
1752136860,292.2,295.7,290,291.45,NaN,NaN,283.1131123752884,NaN,0,286.6448797198697,50.72937022650488,54.540092697892334,-59.838709677419395,-35.94961240310078
