time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,EMA,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1752119100,25516.85,25524.05,25481.25,25482.1,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25475.27905209321,25471.69382314715,,40.054670859806215,33.123848872782496,-70.32690695725442,-70.32690695725442,2025-07-10 09:15:00
1752119160,25483.0,25485.15,25467.75,25478.45,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25475.67542058156,25471.69382314715,,58.76635105292929,39.84705404527035,-76.4459346186089,-76.4459346186089,2025-07-10 09:16:00
1752119220,25478.2,25503.7,25472.65,25499.1,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25478.603493008864,25471.69382314715,,92.09968438626264,63.64023543299933,-41.82732606873704,-41.82732606873704,2025-07-10 09:17:00
1752119280,25498.35,25498.35,25470.6,25475.2,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25478.178056382756,25471.69382314715,,69.43282840165615,73.43295461361598,-81.89438390611959,-81.89438390611959,2025-07-10 09:18:00
1752119340,25475.65,25482.45,25469.85,25470.7,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25477.24329933491,,25519.285877633156,51.511339910727315,71.01461756621532,-89.4383906119036,-89.4383906119036,2025-07-10 09:19:00
1752119400,25470.2,25470.6,25457.15,25460.4,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25475.137886918048,,25506.76228986984,19.17294055691242,46.70570295643191,-95.14200298953646,-95.14200298953646,2025-07-10 09:20:00
1752119460,25462.25,25464.4,25448.85,25450.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25472.11440105329,,25499.888560882857,8.506463208185565,26.396914558608387,-97.20744680850775,-97.20744680850775,2025-07-10 09:21:00
1752119520,25450.3,25454.3,25446.35,25450.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25469.46885092163,,25491.647204794568,0.9949339795184268,9.55811258153876,-94.07979407979133,-94.07979407979133,2025-07-10 09:22:00
1752119580,25452.5,25454.35,25451.25,25452.85,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25467.391494556425,,25491.00998431511,1.5821520534136138,3.694516413705824,-91.63449163449172,-91.63449163449172,2025-07-10 09:23:00
1752119640,25452.9,25455.9,25450.85,25454.4,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25465.767557736872,,25489.278985883604,4.494700953767778,2.357262328899895,-85.96338273757175,-89.63963963963599,2025-07-10 09:24:00
1752119700,25453.7,25461.3,25450.95,25460.45,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25465.10286301976,,25489.278985883604,12.461450434368157,6.179434480516471,-75.4141238012177,-81.85328185327921,2025-07-10 09:25:00
1752119760,25460.15,25466.4,25451.45,25464.2,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25464.990005142292,,25489.278985883604,21.80408650711719,12.920079298417663,-65.67307692307273,-77.02702702702443,2025-07-10 09:26:00
1752119820,25464.1,25466.8,25453.45,25455.7,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25463.828754499504,,25489.278985883604,24.347995208525298,19.537844050003503,-74.09972299168527,-87.96653796653527,2025-07-10 09:27:00
1752119880,25456.8,25459.7,25453.3,25458.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25463.218910187064,,25489.278985883604,24.48531793398323,23.545799883208527,-48.04123711339306,-83.78378378378113,2025-07-10 09:28:00
1752119940,25458.55,25459.2,25451.65,25451.65,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25461.772796413683,,25489.169750124413,17.195954999346068,22.00975604728482,-74.08312958433876,-93.1788931788895,2025-07-10 09:29:00
1752120000,25450.9,25455.6,25448.0,25449.65,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25460.25744686197,,25484.450275111965,14.210970316805032,18.630747750044733,-83.86308068458293,-95.75289575289204,2025-07-10 09:30:00
1752120060,25449.25,25454.2,25444.95,25453.0,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25459.350266004225,,25481.735247600773,19.986643129816816,17.131189481989264,-63.157894736842984,-89.82300884955825,2025-07-10 09:31:00
1752120120,25450.55,25450.55,25432.75,25435.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25456.425232753696,,25476.669222840697,16.35121793829133,16.849610461637685,-90.60205580029135,-96.49507119386556,2025-07-10 09:32:00
1752120180,25434.8,25437.7,25433.95,25437.6,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25454.072078659483,,25468.467300556626,17.23974602632427,17.859202364810766,-85.75624082232409,-94.68784227820528,2025-07-10 09:33:00
1752120240,25437.85,25443.95,25436.6,25443.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25452.806818827048,,25468.467300556626,19.289790208632237,17.62691805774924,-67.10719530102506,-87.73274917853142,2025-07-10 09:34:00
1752120300,25444.65,25456.5,25443.3,25453.65,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25452.91221647367,,25468.467300556626,52.09793013941249,29.542488791456293,-38.61967694566255,-77.10843373493799,2025-07-10 09:35:00
1752120360,25454.0,25457.15,25449.35,25451.2,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25452.69818941446,,25468.467300556626,78.0561431305001,49.8146211595149,-31.539888682744973,-79.79189485213486,2025-07-10 09:36:00
1752120420,25451.55,25454.85,25446.4,25449.9,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25452.34841573765,,25468.467300556626,89.54320608197968,73.23242645063071,-35.16068052929685,-81.21577217962586,2025-07-10 09:37:00
1752120480,25449.6,25449.6,25438.45,25439.75,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25450.773613770445,,25468.467300556626,70.39460512974573,79.33131811407513,-71.31147540983778,-92.33296823658264,2025-07-10 09:38:00
1752120540,25439.6,25441.9,25433.8,25435.35,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25448.845662049134,,25468.37835330011,49.42317833369572,69.78699651514033,-89.34426229508857,-97.152245345018,2025-07-10 09:39:00
1752120600,25435.6,25441.2,25431.3,25440.05,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25447.746204292995,,25466.695517970104,39.872784227750024,53.23018923039712,-66.15087040619241,-90.56603773584904,2025-07-10 09:40:00
1752120660,25439.85,25440.05,25434.15,25436.25,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25446.30917875637,,25466.27096617309,39.048880082542745,42.781614214662795,-80.85106382978604,-94.66307277627952,2025-07-10 09:41:00
1752120720,25437.15,25441.25,25436.95,25439.9,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25445.508031411824,,25466.27096617309,50.97429255165981,43.29865228731748,-66.73114119922067,-90.72776280323215,2025-07-10 09:42:00
1752120780,25440.5,25441.75,25438.8,25439.45,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25444.750777485347,,25466.138482600207,52.71141337405063,47.57819533608435,-68.47195357833358,-88.74309392265015,2025-07-10 09:43:00
1752120840,25439.3,25442.3,25438.7,25438.95,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25444.02568029968,,25464.857134340185,58.69045220222555,54.12538604264529,-70.4061895551226,-89.43370165745677,2025-07-10 09:44:00
1752120900,25438.55,25445.8,25436.95,25444.85,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25444.12872026222,,25464.857134340185,70.20800936741715,60.536624981231064,-42.46284501061702,-79.79120059657059,2025-07-10 09:45:00
1752120960,25445.3,25451.9,25444.7,25448.25,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25444.643880229443,,25464.857134340185,83.93776383144774,70.9454084670301,-17.718446601946933,-66.86217008797605,2025-07-10 09:46:00
1752121020,25448.05,25451.35,25446.5,25447.5,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25445.000895200763,,25464.857134340185,96.80994003455832,83.65190441114102,-21.359223300975675,-58.77862595419586,2025-07-10 09:47:00
1752121080,25447.1,25452.0,25446.45,25451.1,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25445.76328330067,,25464.857134340185,98.35351653129122,93.03374013243238,-4.347826086963399,-44.2253521126781,2025-07-10 09:48:00
1752121140,25451.6,25454.15,25450.5,25453.3,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25446.70537288809,,25464.857134340185,98.35351653129122,97.8389910323802,-4.250000000010914,-38.028169014084504,2025-07-10 09:49:00
1752121200,25453.5,25454.1,25445.3,25446.0,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25446.617201277077,,25464.857134340185,87.15411491314688,94.6203826585764,-47.383720930239015,-58.5915492957726,2025-07-10 09:50:00
1752121260,25446.15,25446.15,25435.45,25435.45,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25445.221301117443,,25463.777736602795,59.41118120075479,81.63960421506425,-100.0,-88.30985915492548,2025-07-10 09:51:00
1752121320,25435.9,25436.2,25431.55,25435.7,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25444.031138477763,,25455.949962942515,32.152770766489624,59.572688960130385,-81.63716814158826,-87.6056338028128,2025-07-10 09:52:00
1752121380,25435.65,25437.7,25422.0,25423.5,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25441.464746168043,,25454.427466648263,11.665322520009395,34.40975816241788,-95.33437013996912,-96.65178571428568,2025-07-10 09:53:00
1752121440,25423.15,25423.15,25415.6,25417.9,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25438.51915289704,,25443.86471998344,6.07492289906816,16.631005395189003,-94.0337224383846,-95.50781249999436,2025-07-10 09:54:00
1752121500,25418.55,25418.55,25411.95,25412.6,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25435.27925878491,,25439.270747985094,-1.1842378929335004e-14,5.913415139692457,-98.45971563981564,-98.63874345550197,2025-07-10 09:55:00
1752121560,25412.3,25420.25,25411.65,25420.0,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25433.3693514368,,25439.270747985094,9.524798015592951,5.199906971553642,-80.35294117647402,-82.43953732913003,2025-07-10 09:56:00
1752121620,25418.6,25420.2,25410.3,25411.1,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25430.585682507197,,25439.270747985094,13.649228869545004,7.724675628379257,-98.17559863170072,-98.29242262540184,2025-07-10 09:57:00
1752121680,25410.65,25430.4,25410.65,25428.55,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25430.331222193796,,25439.270747985094,35.53920725988443,19.571078048340738,-58.33333333333264,-61.04589114194418,2025-07-10 09:58:00
1752121740,25428.45,25429.55,25425.85,25426.7,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25429.87731941957,,25439.270747985094,46.60988720795499,31.93277444579475,-54.25383542538227,-64.9946638207029,2025-07-10 09:59:00
1752121800,25426.6,25436.65,25425.9,25434.3,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25430.430154492125,,25439.270747985094,69.64168306408409,50.59692584397445,-12.408759124092244,-48.77267876200879,2025-07-10 10:00:00
1752121860,25433.8,25435.4,25431.8,25432.35,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25430.67013518061,,25439.270747985094,73.37387505289823,63.20848177497905,-19.525547445262404,-52.93489861259713,2025-07-10 10:01:00
1752121920,25432.4,25434.95,25425.05,25425.3,25483.05,25479.574999999997,25486.525,25541.75,25607.4,25666.1,25731.75,25417.4,25358.699999999997,25293.049999999996,25234.349999999995,25548.7,25424.35,25429.998868283034,,25439.270747985094,73.06173863714793,72.02576558471003,-43.07400379507113,-67.98292422625549,2025-07-10 10:02:00
