time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,K,D,%R,%R
1751532240,150.85,154.75,150,151,NaN,NaN,NaN,NaN,NaN,148.8709040180394,NaN,NaN,139.70342303811861,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,41.410571196263504,26.995532234354215,-41.43646408839774,-27.495291902071592
1751532300,151.25,152.95,148.8,150.9,NaN,NaN,NaN,NaN,NaN,149.32181423625286,NaN,NaN,139.70342303811861,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,57.74779456930228,41.54622159521849,-42.54143646408828,-27.871939736346526
1751532360,150.8,152.75,149.25,151.45,NaN,NaN,NaN,NaN,NaN,149.79474440597446,NaN,NaN,139.70342303811861,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,63.43562798536112,54.197997916975645,-36.464088397790135,-26.915520628683765
1751532420,151.5,152.5,149.9,152.5,NaN,NaN,NaN,NaN,NaN,150.3959123157579,NaN,NaN,139.70342303811861,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,71.89297731024608,64.35879995496983,-24.861878453038642,-31.099195710455817
1751532480,152.05,153.2,150.75,151.2,NaN,NaN,NaN,NaN,NaN,150.57459846781168,NaN,NaN,140.46607335530962,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,69.22102843748887,68.18321124436535,-40.571428571428704,-38.06970509383389
1751532540,150.35,153,149.6,153,NaN,NaN,NaN,NaN,NaN,151.11357658607577,NaN,NaN,140.46607335530962,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,73.3256577945309,71.47988784742195,-20.467836257309916,-28.961748633879825
1751532600,153.4,156.15,152.9,153.55,NaN,NaN,NaN,NaN,NaN,151.65500401139226,NaN,NaN,143.3097694178008,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,78.24874502869274,73.59847708690417,-27.807486631015998,-25.95628415300545
1751532660,154,159.5,152.5,158.75,NaN,NaN,NaN,NaN,NaN,153.23166978663843,NaN,NaN,143.80629247602073,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,93.89417926363183,81.82286069561849,-6.25,-3.8461538461538463
1751532720,159,164,158.7,160.7,NaN,NaN,NaN,NaN,NaN,154.891298722941,NaN,NaN,148.78566322841863,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,100,90.71430809744152,-21.710526315789565,-13.750000000000048
1751532780,160.25,160.75,155.35,156.35,NaN,NaN,NaN,NaN,NaN,155.21545456228745,NaN,NaN,148.78566322841863,NaN,175.95000000000002,172.775,179.12500000000003,230.60000000000002,278.90000000000003,333.55,381.85,127.65000000000003,73.00000000000001,24.70000000000003,-29.94999999999999,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,224.25,121.3,NaN,NaN,NaN,NaN,79.4133552833307,91.10251151565417,-50.328947368421126,-32.97413793103453
