datetime,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Call,Put,Call Comments,Put Comments,Call_v2,Put_v2,Call_v2_Comments,Put_v2_Comments
2025-06-24 09:15:00,25186.55,25219.85,25150.0,25216.5,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:16:00,25216.6,25250.85,25216.6,25235.45,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:17:00,25236.95,25243.9,25228.1,25228.85,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:18:00,25228.6,25231.2,25217.55,25228.5,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:19:00,25227.6,25236.0,25223.15,25234.4,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:20:00,25234.8,25246.4,25234.7,25242.15,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:21:00,25243.25,25248.1,25239.95,25243.65,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:22:00,25242.6,25243.25,25228.35,25229.3,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:23:00,25228.2,25240.4,25225.9,25235.35,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:24:00,25234.65,25236.9,25226.25,25228.5,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:25:00,25229.4,25229.4,25215.35,25217.0,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:26:00,25219.85,25221.35,25197.25,25206.45,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:27:00,25207.0,25208.5,25194.3,25207.2,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:28:00,25206.8,25217.4,25202.05,25211.0,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:29:00,25210.75,25210.95,25197.45,25199.5,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:30:00,25199.9,25208.9,25193.05,25199.75,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:31:00,25201.85,25206.4,25197.65,25198.65,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:32:00,25197.8,25206.65,25195.5,25201.45,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:33:00,25202.1,25205.5,25196.2,25200.15,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:34:00,25200.25,25210.7,25199.2,25207.6,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:35:00,25207.85,25208.5,25188.3,25188.35,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:36:00,25188.45,25188.45,25164.25,25164.25,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:37:00,25165.8,25167.95,25147.7,25149.75,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:38:00,25149.15,25155.1,25140.25,25154.8,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:39:00,25155.15,25168.4,25153.95,25163.3,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:40:00,25163.25,25164.15,25154.9,25155.25,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:41:00,25156.55,25160.75,25147.9,25160.45,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
2025-06-24 09:42:00,25163.65,25181.5,25162.65,25180.4,24951.25,24940.925,24961.575,25077.65,25183.4,25309.800000000003,25415.550000000003,24845.5,24719.1,24613.35,24486.949999999997,25057.0,24824.85,0,0,,,0,0,,
