Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-06-24 09:56:00,174.8,2025-06-24 10:20:00,209.76,34.96,20.00%,Trailing SL,Call Option (Enhanced Hybrid Premium),164.31,209.76,242.55,True
2025-06-24 10:55:00,208.15,2025-06-24 10:57:00,218.15,10.0,4.80%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),195.66,195.66,218.9,False
2025-06-24 12:49:00,226.75,2025-06-24 12:50:00,236.75,10.0,4.41%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),213.14,213.14,241.95,False
2025-06-24 14:00:00,131.9,2025-06-24 14:02:00,123.99,-7.91,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),123.99,123.99,137.6,False
2025-06-24 14:16:00,117.35,2025-06-24 14:21:00,103.85,-13.5,-11.50%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),110.31,110.31,119.7,False
2025-06-24 14:31:00,107.0,2025-06-24 14:45:00,105.05,-1.95,-1.82%,Trailing SL,Call Option (Enhanced Hybrid Premium),100.58,105.05,120.65,True
2025-06-24 09:43:00,120.25,2025-06-24 09:45:00,120.25,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),113.03,120.25,129.55,False
2025-06-24 10:26:00,102.00,2025-06-24 10:27:00,95.88,-6.12,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),95.88,95.88,104.00,False
2025-06-24 10:35:00,100.75,2025-06-24 10:45:00,102.77,2.02,2.01%,Trailing SL,Put Option (Enhanced Hybrid Premium),94.70,102.77,120.40,True
2025-06-24 11:40:00,82.90,2025-06-24 12:03:00,74.20,-8.70,-10.49%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),62.18,62.18,84.00,False
2025-06-24 12:19:00,70.00,2025-06-24 12:23:00,70.00,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),52.50,70.00,73.65,False
2025-06-24 13:01:00,96.10,2025-06-24 13:07:00,79.55,-16.55,-17.22%,Williams Exit (Average Signal),Put Option (Enhanced Hybrid Premium),72.07,72.07,98.95,False
2025-06-24 14:46:00,185.90,2025-06-24 14:47:00,174.75,-11.15,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),174.75,174.75,187.00,True
