datetime,open,high,low,close,Put,Put_v2
2025-07-11 09:15:00,88.65,106.55,87.0,95.0,0,0
2025-07-11 09:16:00,96.7,97.2,88.1,89.7,0,0
2025-07-11 09:17:00,91.0,94.3,87.85,87.85,0,0
2025-07-11 09:18:00,86.3,88.6,84.25,84.85,0,0
2025-07-11 09:19:00,83.8,87.75,82.4,86.0,0,0
2025-07-11 09:20:00,85.8,87.7,82.3,83.4,0,0
2025-07-11 09:21:00,83.1,84.65,81.1,84.6,0,0
2025-07-11 09:22:00,83.7,84.4,80.75,82.3,0,0
2025-07-11 09:23:00,81.6,84.3,80.0,80.85,0,0
2025-07-11 09:24:00,80.2,81.75,78.2,80.7,0,0
2025-07-11 09:25:00,80.0,80.4,75.75,76.4,0,0
2025-07-11 09:26:00,76.25,77.25,74.55,75.3,0,0
2025-07-11 09:27:00,75.1,76.45,73.55,74.6,0,0
2025-07-11 09:28:00,74.0,77.25,73.75,77.25,0,0
2025-07-11 09:29:00,77.0,78.85,76.15,77.0,0,0
2025-07-11 09:30:00,77.2,79.0,76.55,77.45,0,0
2025-07-11 09:31:00,77.35,79.35,76.0,79.2,0,0
2025-07-11 09:32:00,78.65,80.45,76.05,76.05,0,0
2025-07-11 09:33:00,75.6,79.5,75.1,78.7,0,0
2025-07-11 09:34:00,78.25,79.4,77.5,78.2,0,0
2025-07-11 09:35:00,78.6,79.35,77.85,77.85,0,0
2025-07-11 09:36:00,77.9,78.6,75.05,75.45,0,0
2025-07-11 09:37:00,75.0,76.85,73.45,74.3,0,0
2025-07-11 09:38:00,74.1,74.1,70.1,70.5,0,0
2025-07-11 09:39:00,70.75,73.6,70.75,72.65,0,0
2025-07-11 09:40:00,72.75,73.3,70.85,70.85,0,0
2025-07-11 09:41:00,71.1,71.7,70.4,71.35,0,0
2025-07-11 09:42:00,71.15,71.45,68.1,68.45,0,0
2025-07-11 09:43:00,68.5,71.2,68.5,71.0,0,0
2025-07-11 09:44:00,70.75,72.9,70.3,70.95,0,0
2025-07-11 09:45:00,71.0,73.9,71.0,73.8,1,0
2025-07-11 09:46:00,73.4,75.5,73.0,74.25,0,0
2025-07-11 09:47:00,73.4,73.9,72.95,73.4,0,0
2025-07-11 09:48:00,73.45,74.3,72.7,73.9,0,0
2025-07-11 09:49:00,73.9,75.15,73.0,74.85,0,0
