time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry,SMA 21,%R,%R,K,D
1752135780,96.9,97.5,96.3,97.2,NaN,NaN,NaN,105.04330304436127,0,98.1183612326452,-76.30057803468205,-67.51918158567773,18.062704469679577,11.764738471575432
1752135840,96.9,98.55,96.75,98.3,NaN,NaN,NaN,105.04330304436127,0,98.14106607856455,-59.999999999999986,-61.89258312020461,23.62228700706643,17.542355122250996
1752135900,98.3,99.3,98,98.65,NaN,NaN,NaN,105.04330304436127,0,98.20468281874398,-53.55648535564845,-60.102301790281295,27.75350177274016,23.146164416495385
1752135960,98.6,99.05,97.5,98.55,NaN,NaN,NaN,105.04330304436127,0,98.24784746640098,-51.769911504424805,-60.61381074168799,31.094623823432176,27.490137534412924
1752136020,98.8,103.8,98.8,100.35,NaN,NaN,NaN,105.04330304436127,0,98.51061653310086,-32.24299065420563,-51.40664961636831,36.33431950943011,31.72748170186748
1752136080,100.15,103.3,100.1,103.15,NaN,NaN,NaN,105.04330304436127,0,99.09053946646326,-6.074766355140105,-37.08439897698207,46.985022161765464,38.137988498209246
1752136140,102.35,102.35,96.5,99,NaN,NaN,NaN,105.04330304436127,0,99.07922203315535,-49.230769230769205,-63.509749303621184,46.20380199771363,43.174381222969735
1752136200,98.95,99.5,97.05,97.35,NaN,NaN,NaN,105.04330304436127,0,98.86306927901093,-84.3137254901962,-72.70194986072428,39.20755530540165,44.13212648829358
1752136260,97.4,98.1,96.5,97.1,NaN,NaN,NaN,105.04330304436127,0,98.64268561913457,-89.33333333333336,-74.71910112359552,26.042327066006653,37.151228123040646
1752136320,97.4,97.55,95.1,95.4,NaN,NaN,NaN,105.04330304436127,0,98.23734991674274,-96.5517241379309,-86.70520231213867,18.66742953206808,27.97243730115879
1752136380,96,96.4,93.1,94,NaN,NaN,NaN,103.72234067189476,0,97.70768117714991,-91.58878504672893,-94.79768786127164,10.546754216456634,18.41883693817712
1752136440,94.3,96.4,93.4,95.55,NaN,NaN,NaN,103.72234067189476,0,97.43797103000617,-77.10280373831773,-85.83815028901734,8.705744490821832,12.639976079782175
1752136500,95.4,95.4,91.5,91.75,NaN,NaN,NaN,102.74259594423475,0,96.7269746512554,-97.96747967479675,-98.67724867724867,6.400109558447627,8.550869421908692
1752136560,88.9,89.65,80.6,82.7,NaN,NaN,NaN,96.83333634981128,0,94.97360281984848,-90.74889867841406,-92.95302013422817,6.400109558447627,7.168654535905689
1752136620,82.75,84.3,80.55,81.2,NaN,NaN,NaN,94.08750271483015,0,93.25190246736742,-97.01834862385319,-97.82244556113902,-2.3684757858670005e-15,4.266739705631744
1752136680,81.4,85.95,80.75,85.75,NaN,NaN,NaN,94.08750271483015,0,92.31416465894648,-72.5593667546174,-82.57956448911222,9.20244187443683,5.200850477628152
1752136740,85,88.05,84.95,88.05,NaN,NaN,NaN,94.08750271483015,1,91.78114407657817,-57.26495726495726,-74.87437185929649,22.417552395557237,10.539998089998022
1752136800,88,88.05,85.95,86.3,80.55,NaN,NaN,94.08750271483015,0,91.0960010670059,-66.17647058823529,-80.73701842546065,33.67710882091553,21.7657010303032
1752136860,86.15,87.4,85,86.85,80.55,NaN,NaN,94.08750271483015,0,90.56525093363017,-60.25236593059941,-78.89447236180905,36.73041523429274,30.941692150255168
1752136920,87.3,93,86.95,92.35,80.55,NaN,NaN,94.08750271483015,0,90.7883445669264,-25.552050473186178,-60.46901172529315,53.81326100737675,41.40692835419501
1752136980,91.75,93,91.6,92.4,80.55,NaN,NaN,94.08750271483015,0,90.9898014960606,-20.20202020202019,-53.6203522504892,75.8870379153518,55.4769047190071
1752137040,91.65,91.65,88,90.6,80.55,NaN,NaN,94.08750271483015,0,90.94107630905302,-19.27710843373498,-58.979591836734706,92.94131496052093,74.21387129441649
1752137100,90.6,90.6,88.7,89.8,80.55,NaN,NaN,94.08750271483015,0,90.79844177042139,-25.702811244979937,-61.215932914046135,90.18873268052447,86.33902851879907
1752137160,90.05,90.85,88.4,89.2,80.55,NaN,NaN,94.08750271483015,0,90.59863654911872,-31.020408163265284,-62.79569892473116,83.04372953538478,88.72459239214339
1752137220,89.1,89.5,85.95,88.95,80.55,NaN,NaN,94.08750271483015,0,90.39255698047889,-50.310559006211165,-63.870967741935466,79.33179966865463,84.18808729485463
1752137280,89.35,89.5,87.8,88.2,80.55,NaN,NaN,94.08750271483015,0,90.11848735791902,-59.999999999999964,-67.09677419354837,75.552041101874,79.30919010197114
1752137340,88.7,89.4,87.8,88.1,80.55,NaN,NaN,94.08750271483015,0,89.86617643817914,-61.25000000000007,-67.52688172043011,72.8751319132394,75.91965756125602
1752137400,88.75,89.5,87.55,88.1,80.55,NaN,NaN,94.08750271483015,0,89.64540438340674,-69.50354609929089,-67.52688172043011,70.78845744654545,73.07187682055296
1752137460,86.8,88.45,86.8,88.05,80.55,NaN,NaN,94.08750271483015,0,89.4459788354809,-70.21276595744688,-67.74193548387096,62.70776429231631,68.79045121736708
1752137520,87.95,88.5,87.15,87.55,80.55,NaN,NaN,94.08750271483015,0,89.20898148104578,-71.92982456140362,-69.89247311827957,47.93228997473784,60.476170571199894
