time,open,high,low,close,Fixed Stop Loss,Trailing Stop,Up Trend Current,Down Trend Current,Entry,SMA 21,%R,%R,K,D
1752137580,87.5,90.65,87.5,90.65,80.55,NaN,NaN,94.08750271483015,0,89.38910879591506,-4.081632653061,-56.5591397849462,57.754202308512106,56.1314188585221
1752137640,90.3,90.3,87.9,88.1,80.55,NaN,NaN,94.08750271483015,0,89.22797019642567,-56.12244897959194,-67.52688172043011,57.12548111015433,54.27065779780145
1752137700,88.3,89.15,87,87.2,80.55,NaN,NaN,94.08750271483015,0,88.97447392187246,-73.40425531914896,-70.76923076923075,52.57811184584056,55.819265088169026
1752137760,87.5,87.5,86.5,86.95,80.55,NaN,NaN,94.08750271483015,0,88.72141468163841,-89.15662650602404,-70.64220183486235,21.42376713972635,43.709120031907105
1752137820,86.85,87.7,86.45,87.05,80.55,NaN,NaN,94.08750271483015,0,88.5124878464336,-85.71428571428586,-65.69920844327177,9.73896099107189,27.913613325546294
1752137880,87.8,88.1,84.65,84.65,80.55,NaN,NaN,93.85063616179336,0,88.0296768656294,-100,-76.63817663817659,5.550383573405049,12.237703901401128
1752137940,84.35,85.1,82.8,84.05,80.55,NaN,NaN,91.36807254561401,0,87.53221725742573,-84.07643312101914,-79.41176470588235,3.371394946185916,6.220246503554317
1752138000,83.9,85.5,82.75,85,80.55,NaN,NaN,91.36807254561401,0,87.21569010024751,-71.51898734177217,-71.92429022082018,7.788238241807888,5.570005587132985
1752138060,85.8,86.65,84.8,86.2,80.55,NaN,NaN,91.36807254561401,0,87.08872883771657,-56.32911392405063,-64.3533123028391,24.978576602010175,12.046069930001325
1752138120,86.2,87.35,86.15,86.4,80.55,NaN,NaN,91.36807254561401,0,87.002637733002,-51.65562913907275,-60.60606060606057,43.728843640632284,25.498552828150114
1752138180,86.45,87.2,85.8,86.1,80.55,NaN,NaN,91.36807254561401,0,86.88980801637675,-47.656250000000135,-55.42168674698799,52.800347940963,40.50258939453516
1752138240,85.85,86.4,84.55,84.55,80.55,NaN,NaN,91.36807254561401,0,86.59733201432965,-66.3551401869159,-67.8714859437751,43.094743136279845,46.54131157262504
1752138300,85,85.3,83,83.8,80.55,NaN,NaN,90.73569764171367,0,86.24766551253845,-80.37383177570096,-75.10204081632655,27.597634942395334,41.16424200654606
1752138360,84.2,85.8,83.5,85.2,80.55,NaN,NaN,90.73569764171367,0,86.11670732347115,-54.205607476635414,-76.09756097560974,26.6030293872429,32.431802488639356
1752138420,85.05,85.75,84.05,85.3,80.55,NaN,NaN,90.73569764171367,0,86.01461890803725,-44.565217391304344,-75.12195121951221,47.45860965775616,33.8864246624648
1752138480,85,86.9,84.85,85.65,80.55,NaN,NaN,90.73569764171367,0,85.96904154453259,-36.95652173913023,-71.70731707317067,77.53878414635189,50.53347439711698
1752138540,85.6,86.75,85.6,86.75,80.55,NaN,NaN,90.73569764171367,0,86.06666135146601,-13.79310344827575,-60.97560975609756,95.00698049269907,73.33479143226904
1752138600,86.8,86.8,84.5,85,80.55,NaN,NaN,90.73569764171367,0,85.93332868253276,-54.022988505747065,-78.04878048780488,85.5294951782181,86.02508660575636
1752138660,84.6,85.5,84.6,85.25,80.55,NaN,NaN,90.73569764171367,0,85.84791259721617,-46.428571428571466,-71.91011235955058,73.65116747100755,84.72921438064158
1752138720,85.25,85.45,84.45,85.1,80.55,NaN,NaN,90.52466945636897,0,85.75442352256414,-46.15384615384638,-70.9876543209877,60.504059285663516,73.22824064496307
1752138780,85.2,86.5,84.85,85.5,80.55,NaN,NaN,90.52466945636897,0,85.72262058224362,-35.89743589743599,-66.04938271604937,65.35115100586793,66.50212592084632
1752138840,85.3,86.9,83.95,84.45,80.55,NaN,NaN,90.52466945636897,0,85.56354300946317,-72.05882352941173,-78.48101265822783,56.99062602894605,60.94861210682584
1752138900,85.15,85.75,84,84.5,80.55,NaN,NaN,90.52466945636897,0,85.43060013328028,-81.35593220338994,-77.8481012658228,50.6034011945687,57.64839274312757
1752138960,84.3,85.3,84,85.3,80.55,NaN,NaN,90.24774563032368,0,85.41427511662025,-54.23728813559346,-67.72151898734184,51.99555704416701,53.196528089227265
1752139020,85.3,87.1,85.25,85.8,80.55,NaN,NaN,90.24774563032368,0,85.46249072704272,-41.269841269841294,-61.3924050632912,70.81696881611187,57.805309018282536
1752139080,85.6,95.45,85.6,94.75,NaN,85.0645,82.53632603943782,NaN,0,86.62342938616239,-6.086956521739155,-5.5118110236220685,90.35130183583328,71.0546092320374
1752139140,95.25,95.25,91.25,91.7,NaN,85.0645,84.86019343549404,NaN,0,87.25800071289208,-32.608695652173914,-29.527559055118104,87.31181628702943,82.82669564632486
1752139200,91.35,93.4,89.6,89.85,NaN,85.0645,84.86019343549404,NaN,0,87.58200062378057,-48.695652173913125,-44.09448818897644,71.66788998482055,83.11033603589443
1752139260,89.75,92.75,89.75,92.15,NaN,85.0645,84.86019343549404,NaN,0,88.153000545808,-28.695652173913018,-25.98425196850391,59.626494276423934,72.86873351609132
1752139320,91.75,95.55,91.75,93.1,NaN,85.0645,84.86019343549404,NaN,0,88.771375477582,-21.12068965517245,-19.140625000000025,60.7755806803354,64.0233216471933
1752139380,92.8,93.3,91.5,92,NaN,85.0645,84.86019343549404,NaN,0,89.17495354288425,-30.73593073593072,-27.734374999999982,64.14839561432646,61.51682352369526
1752139440,92,94.4,92,92.9,NaN,85.0645,84.86019343549404,NaN,0,89.64058435002372,-22.943722943722875,-20.70312499999994,64.48745288956404,63.137143061408636
1752139500,92.5,93.8,91.25,91.55,NaN,85.0645,84.86019343549404,NaN,0,89.87926130627075,-38.83495145631069,-31.250000000000007,58.46755890931075,62.36780247106709
1752139560,91.8,93.75,89.65,93.75,NaN,85.0645,84.86019343549404,NaN,0,90.3631036429869,-18.0904522613065,-14.06249999999998,60.99087728518011,61.31529636135164
1752139620,93,96.75,92.55,95.75,NaN,86.0645,85.47592540973744,NaN,0,91.03646568761354,-13.986013986013974,-7.142857142857143,65.50182219238789,61.65341946229292
1752139680,95.9,96,93.75,95.05,NaN,86.0645,85.94333286876369,NaN,0,91.53815747666185,-23.776223776223798,-12.363636363636385,71.95782750997687,66.15017566251497
1752139740,94.95,103.8,94.95,103.8,NaN,94.11449999999999,88.68149958188732,NaN,0,93.07088779207912,0,0,83.12306141451289,73.52757037229256
1752139800,103.5,110.15,102.55,105.25,NaN,94.36316323368074,94.44584962369858,NaN,0,94.59327681806923,-23.902439024390272,-18.047882136279945,90.31445494046413,81.79844795498464
1752139860,106.3,108.3,100.5,100.75,NaN,94.36316323368074,94.44584962369858,NaN,0,95.36286721581058,-45.85365853658539,-34.62246777163906,80.8495754913451,84.76236394877405
1752139920,101.5,104.3,100.05,103.3,NaN,94.36316323368074,94.44584962369858,NaN,0,96.35500881383426,-33.414634146341506,-25.230202578268905,66.76821297417202,79.31074780199374
1752139980,102.9,103.5,100.75,102.1,NaN,94.36316323368074,94.44584962369858,NaN,0,97.07313271210498,-39.268292682926884,-30.206378986866827,48.04648815079403,65.22142553877039
1752140040,102.7,103.2,100.65,101.4,NaN,94.36316323368074,94.44584962369858,NaN,0,97.61399112309186,-42.68292682926829,-33.39694656488549,44.80957079262864,53.20809063919824
1752140100,100.95,101.95,96.05,99.1,NaN,94.36316323368074,94.44584962369858,NaN,0,97.79974223270538,-62.78409090909094,-42.17557251908401,27.471322728286708,40.10912722390313
1752140160,100.4,100.4,97,99.15,NaN,94.36316323368074,94.44584962369858,NaN,0,97.9685244536172,-67.0731707317073,-41.984732824427475,14.914792695766836,29.065228738894064
1752140220,99.25,99.95,98.4,99.2,NaN,94.36316323368074,94.44584962369858,NaN,0,98.12245889691505,-72.03947368421053,-41.793893129771,6.1755143818490295,16.18720993530086
1752140280,98.9,99.35,98,98.55,NaN,94.36316323368074,94.44584962369858,NaN,0,98.17590153480067,-82.2695035460993,-44.274809160305374,4.261791630030714,8.450699569215528
1752140340,98.7,98.7,96.15,97.05,NaN,94.36316323368074,94.44584962369858,NaN,0,98.0351638429506,-91.83673469387755,-50.00000000000003,2.206713152595243,4.214673054824998
1752140400,96.9,97.65,96.35,97.5,NaN,94.36316323368074,94.44584962369858,NaN,0,97.96826836258177,-82.4242424242424,-48.28244274809162,1.4064176587868167,2.624974147137593
1752140460,97.5,99,97.5,98.65,NaN,94.36316323368074,94.44584962369858,NaN,0,98.05348481725905,-65.1006711409395,-43.89312977099236,6.404305174981997,3.339145328788019
1752140520,99.2,101.55,99.05,100.05,NaN,94.36316323368074,94.44584962369858,NaN,0,98.30304921510167,-44.0559440559441,-38.62332695984706,15.572388751109335,7.794370528292716
1752140580,99.3,99.6,98.7,99.2,NaN,94.36316323368074,94.44584962369858,NaN,0,98.41516806321395,-46.610169491525376,-41.87380497131931,19.807394349572558,13.928029425221297
1752140640,98.8,100.45,98.65,100.3,NaN,NaN,94.44584962369858,NaN,0,98.65077205531222,-23.148148148148184,-39.558232931726934,29.042242406022766,21.474008502234884
1752140700,100.25,100.9,99.1,100.55,NaN,NaN,94.44584962369858,NaN,0,98.8881755483982,-18.518518518518547,-39.10386965376784,35.333942459905444,28.06119307183359
1752140760,100.5,100.5,98.75,99.4,NaN,NaN,94.44584962369858,NaN,0,98.95215360484842,-39.81481481481472,-52.311435523114326,38.53412110993387,34.30343532528736
1752140820,99.65,100.5,99.5,100.35,NaN,NaN,94.44584962369858,NaN,0,99.12688440424236,-22.22222222222231,-47.688564476885674,41.93227261879314,38.600112062877486
1752140880,100.65,100.65,99.25,99.5,NaN,NaN,94.44584962369858,NaN,0,99.17352385371207,-39.42307692307685,-51.951219512195145,39.581839315410086,40.01607768137904
1752140940,99.6,100,98.65,99.9,NaN,NaN,94.44584962369858,NaN,0,99.26433337199806,-40.740740740740556,-50,48.98465354618116,43.49958849346146
1752141000,99.75,99.75,98.05,98.6,NaN,NaN,94.44584962369858,NaN,0,99.1812917004983,-84.28571428571436,-56.341463414634205,31.353766464676493,39.97341977542258
1752141060,98.7,99.95,98.4,99.6,NaN,NaN,94.44584962369858,NaN,0,99.23363023793601,-45.61403508771956,-51.463414634146396,31.058066861805106,37.132162290887585
1752141120,99.4,99.95,98.8,99.9,NaN,NaN,94.44584962369858,NaN,0,99.31692645819402,-35.08771929824551,-50,29.452657498670977,30.62149694171752
1752141180,99.95,100.65,99.8,100.5,NaN,NaN,94.44584962369858,NaN,0,99.46481065091976,-14.035087719298403,-47.07317073170734,53.86745253776576,38.12605896608061
1752141240,100.5,101.7,100.35,101.65,NaN,NaN,95.41330190405317,NaN,0,99.73795931955479,-1.3698630136985501,-48.295454545454525,74.38713514734354,52.569081727926765
1752141300,101.65,102.45,100.5,100.6,NaN,NaN,95.83947171364784,NaN,0,99.84571440461045,-42.04545454545468,-58.23170731707322,74.94056682007057,67.73171816839329
1752141360,100.6,100.9,100,100.65,NaN,NaN,95.83947171364784,NaN,0,99.94625010403414,-40.90909090909079,-62.499999999999986,68.30840510219794,72.54536902320402
1752141420,100.6,100.85,100.15,100.15,NaN,NaN,95.83947171364784,NaN,0,99.97171884102987,-52.27272727272714,-70.9219858156028,44.74786323926148,62.66561172050999
1752141480,100.6,101,100.15,100.85,NaN,NaN,95.83947171364784,NaN,0,100.08150398590114,-36.36363636363651,-60.816326530612265,46.47530503626669,53.1771911259087
1752141540,100.75,102.9,100.5,102.7,NaN,NaN,96.68609989132436,NaN,0,100.4088159876635,-4.444444444444508,-19.393939393939323,62.026005048377876,51.08305777463534
1752205500,135,151.1,122,137.85,NaN,NaN,117.51748990219193,NaN,0,105.08896398920557,-25.334608030592737,-24.069028156221616,85.58654691131433,64.69595233198629
1752205560,140.4,141.85,130.9,133.4,NaN,NaN,117.51748990219193,NaN,0,108.62784349055487,-34.502923976608166,-32.152588555858294,92.83275972708729,80.14843722892648
1752205620,132.7,138.25,130,130.1,NaN,NaN,117.51748990219193,NaN,0,111.3118630542355,-41.09589041095891,-38.14713896457766,80.80284703824312,86.40738455888157
1752205680,129.6,131,125.55,127.7,NaN,NaN,117.51748990219193,NaN,0,113.36038017245606,-45.79256360078276,-42.58416742493175,65.39555857397772,79.67705511310271
1752205740,126.1,129.75,123.45,127.85,NaN,NaN,117.51748990219193,NaN,0,115.17158265089905,-45.499021526418794,-42.311191992720666,56.150256285998886,67.44955396607324
1752205800,127.5,130.5,123.2,124.1,NaN,NaN,117.51748990219193,NaN,0,116.28763481953668,-52.993130520117774,-49.13557779799819,46.06396633467426,55.86992706488362
1752205860,123.25,126.1,121.05,125.9,NaN,NaN,117.51748990219193,NaN,0,117.4891804670946,-49.4602551521099,-45.85987261146496,40.66557306491041,47.62659856186118
1752205920,124.8,126.1,121.4,123.25,NaN,NaN,117.51748990219193,NaN,0,118.20928290870778,-55.0395256916996,-50.86757990867579,32.32889748203929,39.68614562720797
1752205980,122.15,125.4,120.45,121.6,NaN,NaN,117.51748990219193,NaN,0,118.6331225451193,-96.24796084828714,-55.03731343283582,27.30979210130275,33.43475421608414
1752206040,120.65,122,117.7,120.7,NaN,NaN,117.51748990219193,NaN,0,118.89148222697939,-87.5776397515528,-57.30442978322336,19.6637867554823,26.4341587796081
1752206100,119.85,120.25,113.15,114.4,NaN,NaN,NaN,135.4046521047062,0,118.33004694860696,-95.0199203187251,-69.18001885014137,11.079671565911653,19.351083474232222
1752206160,114.35,116.35,112.5,113.85,NaN,NaN,NaN,132.41418689423557,0,117.77004108003109,-92.70270270270272,-70.21677662582469,4.881646253483634,11.875034858292514
1752206220,113.55,115.25,110.3,112.25,NaN,NaN,NaN,130.45026820481203,0,117.0800359450272,-90.34653465346534,-73.23279924599434,3.552713678800501e-15,5.320439273131748
1752206280,111.25,116,111,116,NaN,NaN,NaN,130.45026820481203,0,116.9450314518988,-71.78217821782177,-66.16399622997172,3.8688858493921447,2.916844034291912
1752206340,115.9,117.9,114.75,115.6,NaN,NaN,NaN,130.45026820481203,0,116.77690252041145,-66.45569620253166,-66.91800188501414,8.112013571536282,3.9936331403094614
1752206400,115.75,118.45,115.35,117.05,NaN,NaN,NaN,130.45026820481203,0,116.81103970536002,-57.278481012658226,-64.18473138548539,15.4410596115775,9.140653010835294
1752206460,116.4,120,114.9,119.8,NaN,NaN,NaN,130.45026820481203,0,117.18465974219001,-37.08609271523183,-59.0009425070688,24.743962445937708,16.09901187635048
1752206520,119.25,121.25,115.2,115.2,NaN,NaN,NaN,130.45026820481203,0,116.93657727441625,-58.119658119658084,-67.67200754005654,24.145127696546968,21.44338325135404
1752206580,115.2,120.65,114.3,119.25,NaN,NaN,NaN,130.45026820481203,0,117.22575511511423,-18.264840182648395,-60.43643263757116,29.819113604461105,26.236067915648576
1752206640,119.1,120.8,118.35,119.2,NaN,NaN,NaN,130.45026820481203,0,117.47253572572495,-18.72146118721458,-60.99426386233268,29.521395741131116,27.82854568071305
1752206700,119.3,120.65,118.45,118.8,NaN,NaN,NaN,130.45026820481203,0,117.63846876000933,-22.37442922374431,-62.962962962962955,40.8345519411014,33.39168709556453
1752206760,118.75,119.8,114.95,115.8,NaN,NaN,NaN,130.45026820481203,0,117.40866016500817,-53.170731707317096,-69.08023483365949,33.53729482450719,34.63108083557989
1752206820,115.2,117.55,112.85,113.95,NaN,NaN,NaN,129.72035288995298,0,116.97632764438215,-86.90476190476181,-72.70058708414872,20.663224004084828,31.67835692323113
1752206880,113.55,113.55,108.1,108.35,NaN,NaN,NaN,125.64831760095768,0,115.89803668883438,-98.09885931558935,-83.65949119373778,5.705774831361137,19.96876455331771
1752206940,109.2,112.65,109.2,111.5,NaN,NaN,NaN,125.55598584086194,0,115.34828210273008,-74.14448669201518,-77.72325809617273,9.489143512006917,11.952714115817628
1752207000,111.6,112.6,108.75,108.75,NaN,NaN,NaN,124.99788725677573,0,114.52349683988882,-95.05703422053227,-83.1207065750736,12.58069429270015,9.258537545356068
1752207060,109.85,110.35,108.45,109.85,NaN,NaN,NaN,122.86059853109816,0,113.93930973490272,-86.22047244094487,-81.5217391304348,19.040737757321548,13.703525187342871
1752207120,109.2,109.65,105,105.55,NaN,NaN,NaN,120.89453867798835,0,112.89064601803989,-96.51898734177217,-98.8069414316703,9.551594245314627,13.72434209844544
1752207180,105.95,109.55,105.95,109.45,NaN,NaN,NaN,120.89453867798835,0,112.46056526578491,-71.56549520766772,-87.92401628222522,17.144079678881386,15.245470560505852
1752207240,109,111.75,108.35,109.3,NaN,NaN,NaN,120.89453867798835,0,112.06549460756179,-70.94594594594597,-87.06766917293234,21.040414033301307,15.912029319165773
1752207300,109.45,113.6,109.25,113.4,NaN,NaN,NaN,120.89453867798835,1,112.23230778161657,-33.06772908366528,-67.69230769230768,44.25517866777222,27.479890793318305
1752207360,112.8,115.5,111.8,113.85,105,NaN,NaN,120.89453867798835,0,112.4345193089145,-15.714285714285769,-65.29411764705884,58.00320108195427,41.09959792767594
1752207420,112.6,113.2,111.8,112.55,105,NaN,NaN,120.89453867798835,0,112.44895439530019,-28.095238095238123,-70.39215686274511,68.34848827852774,56.86895600941807
1752207480,112.5,113.7,111.9,113.1,105,NaN,NaN,120.89453867798835,0,112.53033509588766,-22.85714285714291,-61.61137440758296,68.40973516745551,64.92047484264585
1752207540,113,115,112.55,114.6,105,NaN,NaN,120.89453867798835,0,112.7890432089017,-8.571428571428626,-54.50236966824646,77.3110098723468,71.35641110611002
1752207600,114.45,115.9,112.8,115.9,105,NaN,NaN,120.89453867798835,0,113.17791280778899,0,-46.56862745098038,89.94267819006537,78.55447440995589
1752207660,115.8,116.5,114.4,115.4,105,NaN,NaN,120.89453867798835,0,113.45567370681536,-10.426540284360138,-38.823529411764675,97.99492696874393,88.41620501038535
1752207720,114.95,115.9,113.15,113.15,105,NaN,NaN,120.89453867798835,0,113.41746449346344,-41.10429447852751,-49.84615384615381,87.16790926175088,91.70183814018672
1752207780,113,114,110.3,114,105,NaN,NaN,120.89453867798835,0,113.49028143178052,-34.48275862068966,-44.61538461538461,79.59709105653938,88.25330909567805
1752207840,114.05,115.9,113.1,113.2,105,NaN,NaN,120.89453867798835,0,113.45399625280795,-53.22580645161283,-49.538461538461526,70.77256888784987,79.17918973538004
1752207900,113.15,114.55,111.3,114.55,105,NaN,NaN,120.89453867798835,0,113.59099672120696,-31.451612903225836,-41.23076923076925,76.2928739869101,75.55417797709977
1752207960,114.7,115.3,113.4,113.95,105,NaN,NaN,120.89453867798835,0,113.63587213105609,-41.12903225806445,-44.923076923076906,71.10230169372558,72.7225815228285
1752208020,114.1,117,114.05,117,105,NaN,NaN,120.89453867798835,0,114.05638811467408,0,-26.153846153846153,81.93189689367115,76.44235752476892
1752208080,116.55,121.55,116.55,121.55,NaN,109.076,108.90123695901879,NaN,0,114.99308960033981,0,0,87.23860950160399,80.0909360296669
1752208140,121,121,118.7,119.6,NaN,109.076,109.86111326311692,NaN,0,115.56895340029733,-17.333333333333357,-11.782477341389747,89.72590322677588,86.29880320735033
1752208200,118.9,124.7,118.7,122.85,NaN,110.37599999999999,110.91000193680523,NaN,0,116.47908422526017,-12.847222222222276,-9.390862944162478,89.72590322677588,88.89680531838525
1752208260,123,132.7,122.7,128.3,NaN,115.82600000000001,114.9890017431247,NaN,0,117.95669869710265,-19.64285714285705,-15.884476534295953,89.72590322677588,89.72590322677587
1752208320,127.4,130,126.9,127.7,NaN,115.82600000000001,116.08010156881222,NaN,0,119.17461135996481,-23.364485981308356,-18.050541516245442,97.78403545979951,92.41194730445041
1752208380,127.55,130,125.3,128.3,NaN,115.82600000000001,116.08010156881222,NaN,0,120.31528493996922,-20.560747663551304,-15.884476534295953,96.6376209542443,94.71585321360654
1752208440,128.2,134.2,127.85,134.2,NaN,121.72599999999998,117.83138227073789,NaN,0,122.05087432247306,0,0,96.6376209542443,97.0197591227627
1752208500,133.25,134.6,128,131.55,NaN,121.72599999999998,117.83138227073789,NaN,0,123.23826503216394,-14.84184914841841,-10.304054054053998,91.00293757891386,94.75939316246748
1752208560,131.8,131.8,128.25,128.95,NaN,121.72599999999998,117.83138227073789,NaN,0,123.95223190314344,-31.301939058171783,-19.08783783783786,77.23327151407985,88.29127668241267
1752208620,128.55,130.95,127.85,128.35,NaN,121.72599999999998,117.83138227073789,NaN,0,124.50195291525051,-39.308176100628955,-21.11486486486487,60.725139354796966,76.32044948259689
1752208680,128.25,129.2,124.25,125.2,NaN,121.72599999999998,117.83138227073789,NaN,0,124.5892088008442,-59.119496855345886,-31.756756756756733,42.68045818171357,60.212956350196784
1752208740,125.05,126.2,124.05,125.25,NaN,121.72599999999998,117.83138227073789,NaN,0,124.67180770073868,-78.57142857142858,-31.587837837837824,31.802898504617147,45.06949868037589
1752208800,125.6,129.9,125.3,129.05,NaN,121.72599999999998,117.83138227073789,NaN,0,125.21908173814634,-52.6066350710899,-19.371727748691047,24.55115232540565,33.01150300391211
1752208860,129.05,130.4,128,128.2,NaN,121.72599999999998,117.83138227073789,NaN,0,125.59169652087805,-60.66350710900481,-24.3809523809524,23.58048700921803,26.6448459464136
1752208920,128,130.4,127.45,127.75,NaN,121.72599999999998,117.83138227073789,NaN,0,125.86148445576829,-64.9289099526066,-27.021696252465468,20.81239061550158,22.981343316708415
1752208980,128.05,131.2,127.7,130.2,NaN,121.72599999999998,117.83138227073789,NaN,0,126.40379889879725,-41.70616113744082,-18.10699588477369,22.30349150507708,22.232123043265556
1752209040,130.7,134.1,128.9,129.25,NaN,121.72599999999998,119.3972682520152,NaN,0,126.75957403644759,-48.258706467661646,-22.016460905349774,23.06655248007328,22.060811533550638
1752209100,129.7,133.3,129.7,131.5,NaN,121.72599999999998,119.3972682520152,NaN,0,127.35212728189164,-25.870646766169106,-12.757201646090513,31.301155495790017,25.557066493646786
1752209160,132,133.25,130.3,131,NaN,121.72599999999998,119.99328728413232,NaN,0,127.80811137165519,-30.845771144278558,-14.814814814814794,31.09036860599345,28.486025527285577
1752209220,130.85,134.35,130.65,134.35,NaN,121.87599999999999,120.78645855571908,NaN,0,128.62584745019828,0,-1.0288065843621401,42.92605093830573,35.10585834669639
1752209280,133.5,138.15,131.15,135.6,NaN,123.12599999999999,122.00781270014718,NaN,0,129.4976165189235,-19.84435797665377,-9.156193895870775,62.06635629115806,45.36092527848573
1752209340,136.9,141.25,136.9,140.6,NaN,128.126,126.00203143013245,NaN,0,130.88541445405806,-4.710144927536274,-2.100161550888548,84.54592062987349,63.17944261977908
1752209400,139.85,140.8,134.75,136,NaN,128.126,126.00203143013245,NaN,0,131.5247376473008,-38.04347826086957,-16.962843295638123,78.93465809044922,75.18231167049358
1752209460,136.65,145.4,135.75,143.85,NaN,130.91858528466094,126.00203143013245,NaN,0,133.0653954413882,-8.757062146892718,-4.545454545454578,74.91012291948188,79.46356721326818
1752209520,144.85,145.55,138,138.2,NaN,130.91858528466094,126.00203143013245,NaN,0,133.70722101121467,-44.14414414414426,-21.459854014598598,50.817944769117304,68.22090859301612
1752209580,138.4,140.7,137.8,139.65,NaN,130.91858528466094,126.00203143013245,NaN,0,134.45006838481282,-37.22397476340692,-18.35147744945569,45.66942135128706,57.13249634662875
1752209640,139.1,140.95,138,138,NaN,130.91858528466094,126.00203143013245,NaN,0,134.89380983671123,-49.50819672131155,-23.968253968253993,19.736786238793773,38.74138411973271
1752209700,137.55,141.45,135.9,141.45,NaN,130.91858528466094,126.00203143013245,NaN,0,135.7133336071223,-27.516778523490075,-14.13793103448283,20.79519640403122,28.733801331370675
1752209760,141.75,144,138.55,138.55,NaN,130.91858528466094,126.37755919423493,NaN,0,136.06791690623203,-48.61111111111109,-26.07076350093109,12.488900125445879,17.673627589423617
1752209820,138.4,140.45,138,138.55,NaN,130.91858528466094,126.37755919423493,NaN,0,136.378177292953,-64.81481481481475,-26.07076350093109,10.299565348206192,14.52788729256109
1752209880,138.35,140.5,137.85,139.95,NaN,130.91858528466094,126.37755919423493,NaN,0,136.82465513133388,-51.85185185185201,-24.50765864332613,3.7170420830564086,8.835169185569486
1752209940,140.35,142.7,139.7,140.2,NaN,130.91858528466094,128.12891565259724,NaN,0,137.24657323991715,-54.59183673469405,-24.88372093023265,8.115541740403266,7.377383057221955
1752210000,139.6,147.35,139.2,144.05,NaN,131.57600000000002,129.06602408733752,NaN,0,138.0970015849275,-28.820960698689834,-14.163090128755293,22.485890595195695,11.439491472885123
1752210060,144.85,154.2,144.85,146.05,NaN,133.08526793148917,133.69192167860376,NaN,0,139.09112638681157,-44.535519125682974,-27.03150912106129,37.80883280791493,22.803421714504633
1752210120,146.75,150.05,145.2,150.05,NaN,137.54421434519134,133.69192167860376,NaN,0,140.46098558846012,-22.677595628415197,-13.764510779436081,60.86109893288966,40.3852741120001
1752210180,149.85,152.65,149.55,151.35,NaN,139.98137147615304,136.03570655966908,NaN,0,141.8221123899026,-15.573770491803263,-9.452736318407943,79.82408341143058,59.49800505074506
1752210240,151.6,153.1,149.85,152.15,NaN,140.81,136.94213590370217,NaN,0,143.11309834116477,-12.53822629969409,-6.799336650082864,94.11743244898825,78.26753826443617
1752210300,152.5,156.5,151.85,154.3,NaN,142.96,139.70042231333196,NaN,0,144.51146104851918,-11.7962466487935,-6.779661016949117,100,91.3138386201396
1752210360,154.25,155,150,150,NaN,142.96,139.70042231333196,NaN,0,145.1975284174543,-34.85254691689007,-20.03081664098613,80.35801430986527,91.49181558628452
1752210420,149.6,150.3,146.45,148.1,NaN,142.96,139.70042231333196,NaN,0,145.56033736527252,-48.554913294797686,-26.923076923076938,52.98706964405962,77.78169465130829
1752210480,148.65,149.75,146.5,147.1,NaN,142.96,139.70042231333196,NaN,0,145.75279519461344,-54.335260115606935,-32.35800344234082,21.60662224347151,51.650568732465466
1752210540,147.5,149.4,147.3,147.5,NaN,142.96,139.70042231333196,NaN,0,145.97119579528675,-77.25321888412013,-30.981067125645442,10.991078887465456,28.528256924998857
1752210600,147.6,151.3,147.6,151.3,NaN,142.96,139.70042231333196,NaN,0,146.63729632087592,-46.0176991150441,-18.055555555555518,18.10887645865668,16.90219252986455
1752210660,151.2,151.2,146.25,147.15,NaN,142.96,139.70042231333196,NaN,0,146.70138428076643,-91.2195121951219,-33.876811594202884,16.15599052591147,15.085315290677869
1752210720,147.05,149.15,146.1,148.95,NaN,142.96,139.70042231333196,NaN,0,146.98246124567063,-72.59615384615391,-28.171641791044806,17.521158057733672,17.262008347433945
1752210780,147.9,162,147.9,160.75,NaN,147.64982264084261,139.70042231333196,NaN,0,148.7034035899618,-7.861635220125783,-3.943217665615143,30.390616689537122,21.35592175772742
1752210840,159.9,160.95,157.25,160.3,NaN,147.64982264084261,143.85798622506258,NaN,0,150.15297814121658,-10.691823899370993,-5.422647527910651,54.8322080719563,34.2479942730757
1752210900,159.95,169,159.95,166.95,NaN,153.28148649013926,148.0421876025563,NaN,0,152.2526058735645,-8.95196506550223,-5.416116248348776,83.61743085246829,56.28008520465391
1752210960,165.85,168.35,162,163,NaN,153.28148649013926,148.4804688423007,NaN,0,153.59603013936893,-26.200873362445407,-17.51824817518248,78.36569723908438,72.27177872116967
1752211020,163.05,166.9,162.95,164.3,NaN,153.28148649013926,148.71492195807062,NaN,0,154.93402637194782,-20.524017467248854,-13.722627737226244,76.49664581356059,79.4932579683711
1752211080,163.85,171.9,163.85,166.9,NaN,153.28148649013926,150.87092976226353,NaN,0,156.42977307545434,-19.379844961240302,-13.83125864453665,69.51889898638804,74.79374734634435
1752211140,166.65,173.8,166.65,172.55,NaN,158.42892886636105,152.7763367860372,NaN,0,158.44480144102255,-4.512635379061369,-3.298153034300791,82.15432106258291,76.05662195417717
1752211200,171.65,175.5,166.25,168.2,NaN,158.42892886636105,152.7763367860372,NaN,0,159.66420126089474,-24.82993197278915,-18.434343434343464,79.510439534533,77.06121986116798
