Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-06-25 10:19:00,156.9,2025-06-25 10:25:00,166.9,10.0,6.37%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),147.49,156.9,169.0,False
2025-06-25 10:51:00,159.7,2025-06-25 10:53:00,169.7,10.0,6.26%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),150.12,159.7,178.6,False
2025-06-25 11:20:00,164.3,2025-06-25 11:26:00,174.3,10.0,6.09%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),154.44,154.44,174.6,False
2025-06-25 11:57:00,163.2,2025-06-25 12:01:00,153.41,-9.79,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),153.41,153.41,164.05,False
2025-06-25 12:17:00,150.5,2025-06-25 12:19:00,139.6,-10.9,-7.24%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),141.47,141.47,154.8,False
2025-06-25 12:25:00,160.0,2025-06-25 12:48:00,150.4,-9.6,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),150.4,150.4,173.95,True
2025-06-25 12:57:00,160.7,2025-06-25 13:03:00,170.7,10.0,6.22%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),151.06,151.06,171.6,False
2025-06-25 14:10:00,191.15,2025-06-25 14:16:00,201.15,10.0,5.23%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),179.68,179.68,202.0,False
2025-06-25 14:36:00,188.0,2025-06-25 14:46:00,188.0,0.0,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),176.72,188.0,197.6,False
2025-06-25 10:09:00,86.05,2025-06-25 11:22:00,64.54,-21.51,-25.00%,SL Hit,Put Option (Enhanced Hybrid Premium),64.54,64.54,90.00,True
2025-06-25 11:46:00,68.40,2025-06-25 12:03:00,68.38,-0.02,-0.03%,Trailing SL,Put Option (Enhanced Hybrid Premium),51.30,68.38,77.60,True
2025-06-25 12:47:00,64.25,2025-06-25 13:22:00,48.19,-16.06,-25.00%,SL Hit,Put Option (Enhanced Hybrid Premium),48.19,48.19,68.05,True
2025-06-25 13:51:00,50.25,2025-06-25 13:54:00,50.25,0.00,0.00%,SL Hit,Put Option (Enhanced Hybrid Premium),37.69,50.25,53.25,False
2025-06-25 14:34:00,51.75,2025-06-25 15:29:00,42.35,-9.40,-18.16%,End of Data,Put Option (Enhanced Hybrid Premium),38.81,38.81,54.00,True
