datetime,open,high,low,close,K,D,%R,%R.1
2025-07-16 09:15:00,122.75,148.8,118.65,144.25,38.81624707148761,22.371943753020854,-9.93449781659391,-9.93449781659391
2025-07-16 09:16:00,146.2,149.8,140.0,144.1,66.54843777560194,38.42817047122125,-12.179487179487213,-12.179487179487213
2025-07-16 09:17:00,144.0,155.55,144.0,146.25,99.88177110893528,68.41548531867494,-17.69743101807804,-17.69743101807804
2025-07-16 09:18:00,148.9,157.65,148.7,154.35,99.88177110893528,88.77065999782417,-6.038426349496818,-6.038426349496818
2025-07-16 09:19:00,156.3,156.85,151.95,155.25,100.0,99.9211807392902,-4.391582799634045,-4.391582799634045
2025-07-16 09:20:00,155.35,164.75,155.35,159.65,100.0,99.96059036964508,-8.25910931174088,-8.25910931174088
2025-07-16 09:21:00,159.55,168.0,156.85,163.8,100.0,100.0,-6.461538461538444,-6.461538461538444
2025-07-16 09:22:00,161.45,174.65,161.45,170.25,100.0,100.0,-6.140963014654578,-6.140963014654578
2025-07-16 09:23:00,169.7,173.6,168.55,170.2,99.9599411416024,99.9866470472008,-7.946428571428602,-6.2107466852756685
2025-07-16 09:24:00,169.55,175.95,169.55,173.2,99.9599411416024,99.9732940944016,-7.649513212795552,-3.769705277587389
2025-07-16 09:25:00,173.5,178.15,172.8,172.8,99.6120009351786,99.84396107279449,-15.666178623718867,-7.119095143047231
2025-07-16 09:26:00,175.25,176.35,169.2,176.35,99.65205979357624,99.74133395678577,-6.112054329371852,-2.3952095808383382
2025-07-16 09:27:00,176.55,183.0,172.7,178.6,99.65205979357624,99.63870684077705,-14.17069243156201,-5.500000000000007
2025-07-16 09:28:00,178.6,180.35,172.3,173.8,81.19021116598135,93.49811025104462,-33.273056057866135,-11.499999999999986
2025-07-16 09:29:00,174.15,175.4,168.45,169.5,47.856877832648,76.23304959740187,-51.62523900573613,-16.875
2025-07-16 09:30:00,169.4,173.75,169.15,170.6,16.171151578945175,48.406080192524854,-57.54060324825985,-15.500000000000004
2025-07-16 09:31:00,170.0,170.55,159.85,169.5,1.6476070796304942,21.8918788304079,-58.315334773218126,-16.875
2025-07-16 09:32:00,168.45,168.45,164.2,164.2,1.6476070796304942,6.488788579402061,-81.20950323974085,-23.500000000000018
2025-07-16 09:33:00,164.25,165.4,162.0,163.75,-3.2566542055671257e-15,1.0984047197536682,-83.1533477321814,-24.0625
2025-07-16 09:34:00,164.05,164.05,156.8,158.5,-3.2566542055671257e-15,0.5492023598768355,-93.51145038167942,-30.625
