datetime,open,high,low,close,Put
2025-07-16 09:15:00,122.75,148.8,118.65,144.25,0
2025-07-16 09:16:00,146.2,149.8,140.0,144.1,0
2025-07-16 09:17:00,144.0,155.55,144.0,146.25,0
2025-07-16 09:18:00,148.9,157.65,148.7,154.35,0
2025-07-16 09:19:00,156.3,156.85,151.95,155.25,0
2025-07-16 09:20:00,155.35,164.75,155.35,159.65,0
2025-07-16 09:21:00,159.55,168.0,156.85,163.8,0
2025-07-16 09:22:00,161.45,174.65,161.45,170.25,0
2025-07-16 09:23:00,169.7,173.6,168.55,170.2,0
2025-07-16 09:24:00,169.55,175.95,169.55,173.2,0
2025-07-16 09:25:00,173.5,178.15,172.8,172.8,0
2025-07-16 09:26:00,175.25,176.35,169.2,176.35,0
2025-07-16 09:27:00,176.55,183.0,172.7,178.6,0
2025-07-16 09:28:00,178.6,180.35,172.3,173.8,0
2025-07-16 09:29:00,174.15,175.4,168.45,169.5,0
2025-07-16 09:30:00,169.4,173.75,169.15,170.6,0
2025-07-16 09:31:00,170.0,170.55,159.85,169.5,0
2025-07-16 09:32:00,168.45,168.45,164.2,164.2,0
2025-07-16 09:33:00,164.25,165.4,162.0,163.75,0
2025-07-16 09:34:00,164.05,164.05,156.8,158.5,0
2025-07-16 09:35:00,158.2,167.35,158.2,165.45,0
2025-07-16 09:36:00,165.7,166.5,157.15,158.4,0
2025-07-16 09:37:00,158.8,158.8,152.8,155.65,0
2025-07-16 09:38:00,155.05,158.75,152.15,158.5,0
2025-07-16 09:39:00,158.0,158.0,153.0,153.0,0
2025-07-16 09:40:00,153.25,155.0,150.55,153.4,0
2025-07-16 09:41:00,153.2,156.0,151.65,154.0,0
2025-07-16 09:42:00,153.9,163.45,153.55,161.0,0
2025-07-16 09:43:00,160.8,166.35,160.8,163.8,0
2025-07-16 09:44:00,163.8,164.8,160.0,160.0,0
2025-07-16 09:45:00,160.0,165.65,160.0,162.85,0
2025-07-16 09:46:00,162.85,167.95,161.4,167.95,0
2025-07-16 09:47:00,167.1,176.4,167.1,173.15,0
2025-07-16 09:48:00,172.3,175.65,168.25,168.8,0
2025-07-16 09:49:00,168.7,168.7,156.05,157.6,1
2025-07-16 09:50:00,157.35,157.75,154.3,156.75,0
2025-07-16 09:51:00,156.75,163.8,156.65,162.0,0
2025-07-16 09:52:00,162.5,166.3,161.75,162.2,0
2025-07-16 09:53:00,161.45,161.45,149.7,151.4,0
2025-07-16 09:54:00,151.05,158.2,151.05,157.25,0
2025-07-16 09:55:00,156.75,157.35,152.1,154.6,0
2025-07-16 09:56:00,154.65,156.0,153.6,154.1,0
2025-07-16 09:57:00,154.35,159.6,153.65,157.85,0
2025-07-16 09:58:00,156.4,159.3,156.3,159.0,0
2025-07-16 09:59:00,159.1,162.0,157.0,157.0,0
2025-07-16 10:00:00,157.65,161.4,156.9,160.15,0
2025-07-16 10:01:00,160.2,166.2,159.0,166.15,0
2025-07-16 10:02:00,165.75,165.8,163.0,163.65,0
2025-07-16 10:03:00,163.15,168.6,163.0,163.95,0
2025-07-16 10:04:00,163.25,166.55,160.6,160.6,0
2025-07-16 10:05:00,161.35,164.0,160.7,163.4,0
2025-07-16 10:06:00,163.85,167.3,163.0,167.15,0
2025-07-16 10:07:00,165.55,167.3,164.8,167.2,0
2025-07-16 10:08:00,166.3,171.5,166.2,168.5,0
2025-07-16 10:09:00,168.25,170.5,166.2,169.15,0
2025-07-16 10:10:00,169.15,170.0,165.25,166.8,0
2025-07-16 10:11:00,166.95,170.65,166.95,168.6,0
2025-07-16 10:12:00,168.7,172.9,168.7,171.95,0
2025-07-16 10:13:00,172.85,174.3,168.9,170.25,0
2025-07-16 10:14:00,170.75,171.1,167.5,170.5,0
2025-07-16 10:15:00,170.3,172.95,169.2,172.0,0
2025-07-16 10:16:00,172.5,175.35,170.5,170.65,0
2025-07-16 10:17:00,170.4,172.05,166.2,166.35,0
2025-07-16 10:18:00,167.2,172.75,165.0,170.6,0
2025-07-16 10:19:00,170.9,171.05,166.0,166.35,0
2025-07-16 10:20:00,166.55,167.05,160.05,160.05,0
2025-07-16 10:21:00,160.9,162.3,157.7,159.5,0
2025-07-16 10:22:00,160.95,163.35,160.65,160.65,0
2025-07-16 10:23:00,160.75,169.6,160.75,169.6,0
2025-07-16 10:24:00,168.15,168.15,163.6,165.75,0
2025-07-16 10:25:00,165.0,165.5,158.3,158.8,0
2025-07-16 10:26:00,158.95,162.35,158.65,162.1,0
2025-07-16 10:27:00,161.5,166.55,161.5,166.55,0
2025-07-16 10:28:00,167.0,168.55,165.6,167.45,0
2025-07-16 10:29:00,167.95,167.95,162.0,163.1,0
2025-07-16 10:30:00,160.4,160.95,156.6,160.05,0
2025-07-16 10:31:00,162.4,162.4,158.5,160.4,0
2025-07-16 10:32:00,160.65,162.35,159.35,161.45,0
2025-07-16 10:33:00,161.2,176.55,161.2,176.55,0
2025-07-16 10:34:00,176.05,176.05,166.65,166.65,0
2025-07-16 10:35:00,167.2,172.8,167.2,172.4,0
2025-07-16 10:36:00,171.85,178.6,171.85,176.6,0
2025-07-16 10:37:00,176.4,178.95,173.25,174.0,0
2025-07-16 10:38:00,174.9,179.0,174.9,177.55,0
2025-07-16 10:39:00,176.4,177.6,171.85,171.85,0
2025-07-16 10:40:00,172.35,174.5,170.55,171.3,0
2025-07-16 10:41:00,170.65,175.1,170.65,174.6,0
2025-07-16 10:42:00,174.6,177.4,174.1,176.55,0
2025-07-16 10:43:00,175.8,175.8,171.95,172.8,0
2025-07-16 10:44:00,172.65,186.0,172.65,181.7,0
2025-07-16 10:45:00,181.6,183.85,179.35,181.5,0
2025-07-16 10:46:00,180.15,185.65,180.05,185.65,0
2025-07-16 10:47:00,183.7,185.15,180.55,180.55,0
2025-07-16 10:48:00,180.55,182.5,177.5,181.7,0
2025-07-16 10:49:00,182.2,182.75,180.4,182.3,0
2025-07-16 10:50:00,182.45,183.0,178.4,181.15,0
2025-07-16 10:51:00,181.15,181.2,174.75,177.2,0
2025-07-16 10:52:00,178.0,178.0,174.5,174.5,0
2025-07-16 10:53:00,175.0,175.2,172.25,173.55,0
2025-07-16 10:54:00,173.6,175.3,172.65,175.3,0
2025-07-16 10:55:00,175.05,175.2,172.1,172.75,0
2025-07-16 10:56:00,173.0,179.4,172.75,179.4,0
2025-07-16 10:57:00,178.65,179.6,174.35,174.7,0
2025-07-16 10:58:00,174.9,175.15,169.45,169.45,0
2025-07-16 10:59:00,169.0,172.4,167.85,167.85,0
2025-07-16 11:00:00,167.2,168.6,165.8,165.8,0
2025-07-16 11:01:00,165.85,169.45,165.1,168.95,0
2025-07-16 11:02:00,168.6,168.9,167.25,168.0,0
2025-07-16 11:03:00,167.15,167.65,162.3,164.4,0
2025-07-16 11:04:00,164.25,167.15,163.95,166.15,0
2025-07-16 11:05:00,166.45,168.9,166.45,167.95,0
2025-07-16 11:06:00,168.3,168.3,165.2,166.85,0
2025-07-16 11:07:00,166.45,167.9,166.05,166.65,0
2025-07-16 11:08:00,166.85,168.9,165.0,165.8,0
2025-07-16 11:09:00,165.75,168.0,164.5,164.5,0
2025-07-16 11:10:00,166.0,168.0,165.6,167.65,0
2025-07-16 11:11:00,167.3,170.65,167.3,169.25,0
2025-07-16 11:12:00,169.5,171.15,169.5,169.75,0
2025-07-16 11:13:00,170.6,170.6,161.7,162.95,0
2025-07-16 11:14:00,163.3,164.15,161.25,163.4,0
2025-07-16 11:15:00,163.55,164.05,160.0,162.55,0
2025-07-16 11:16:00,162.55,172.9,162.55,169.3,0
2025-07-16 11:17:00,169.35,171.5,167.1,171.5,0
2025-07-16 11:18:00,170.65,175.7,170.4,175.45,0
2025-07-16 11:19:00,175.05,177.9,173.5,176.8,0
2025-07-16 11:20:00,176.95,178.0,174.9,175.5,0
2025-07-16 11:21:00,176.5,176.5,172.55,173.25,0
2025-07-16 11:22:00,173.3,173.35,170.75,172.0,0
2025-07-16 11:23:00,171.5,171.85,168.0,169.3,0
2025-07-16 11:24:00,169.15,171.0,164.1,164.1,0
2025-07-16 11:25:00,164.0,166.0,163.95,165.2,0
2025-07-16 11:26:00,164.6,168.0,164.6,166.8,0
2025-07-16 11:27:00,166.25,166.55,161.65,161.75,0
2025-07-16 11:28:00,162.3,163.75,161.2,163.5,0
2025-07-16 11:29:00,164.1,164.45,162.6,163.0,0
2025-07-16 11:30:00,164.2,166.1,163.65,166.1,0
