Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-03 09:36:00,86.35,2025-07-03 09:37:00,96.35,10.00,11.58%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),73.40,73.40,102.00,False
2025-07-03 11:01:00,136.55,2025-07-03 11:08:00,146.55,10.00,7.32%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),128.36,136.55,165.95,False
2025-07-03 11:36:00,144.80,2025-07-03 11:38:00,143.40,-1.40,-0.97%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),136.11,136.11,147.25,False
2025-07-03 11:41:00,142.65,2025-07-03 11:42:00,134.09,-8.56,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),134.09,134.09,148.30,False
2025-07-03 11:52:00,115.25,2025-07-03 11:54:00,108.33,-6.92,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),108.33,108.33,116.10,False
2025-07-03 12:09:00,102.30,2025-07-03 12:12:00,96.16,-6.14,-6.00%,SL Hit,Call Option (Enhanced Hybrid Premium),96.16,96.16,104.15,False
2025-07-03 12:23:00,94.45,2025-07-03 12:28:00,104.45,10.00,10.59%,Fixed TP (Average Signal),Call Option (Enhanced Hybrid Premium),80.28,94.45,108.15,False
2025-07-03 13:07:00,101.10,2025-07-03 13:10:00,101.10,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),95.03,101.10,109.70,False
2025-07-03 13:20:00,101.10,2025-07-03 13:21:00,101.10,0.00,0.00%,SL Hit,Call Option (Enhanced Hybrid Premium),95.03,101.10,110.75,False
2025-07-03 14:09:00,110.20,2025-07-03 14:12:00,105.70,-4.50,-4.08%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),103.59,103.59,114.40,False
2025-07-03 14:25:00,82.95,2025-07-03 14:26:00,70.51,-12.44,-15.00%,SL Hit,Call Option (Enhanced Hybrid Premium),70.51,70.51,83.20,False
2025-07-03 14:47:00,41.85,2025-07-03 14:48:00,35.57,-6.28,-15.00%,SL Hit,Call Option (Enhanced Hybrid Premium),35.57,35.57,41.85,False
2025-07-03 15:11:00,15.00,2025-07-03 15:12:00,9.50,-5.50,-36.67%,Williams Exit (Average Signal),Call Option (Enhanced Hybrid Premium),12.75,12.75,17.00,False
