datetime,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Call,Put,Call Comments,Put Comments,Call_v2,Put_v2,Call_v2_Comments,Put_v2_Comments
2025-06-26 09:15:00,25281.35,25293.65,25259.9,25282.35,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:16:00,25281.6,25298.95,25280.3,25294.4,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:17:00,25295.5,25299.5,25293.45,25294.75,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:18:00,25294.8,25296.45,25285.25,25287.9,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:19:00,25287.6,25287.6,25281.05,25283.65,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:20:00,25282.75,25309.1,25282.75,25306.05,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:21:00,25308.45,25331.65,25308.45,25321.7,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:22:00,25322.45,25334.15,25322.2,25331.25,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:23:00,25330.85,25340.9,25326.6,25338.7,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:24:00,25340.95,25340.95,25330.35,25331.75,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:25:00,25331.8,25336.05,25321.55,25325.45,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
2025-06-26 09:26:00,25323.7,25341.15,25323.7,25336.85,25212.2,25195.925,25228.475,25299.35,25353.95,25441.1,25495.7,25157.6,25070.45,25015.85,24928.7,25266.8,25125.05,0,0,,,0,0,,
