datetime,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Call,Put,Call_crp,Put_crp
2025-07-14 09:15:00,25151.1,25151.1,25113.55,25119.45,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:16:00,25120.25,25122.6,25093.75,25094.5,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:17:00,25093.65,25102.15,25086.4,25099.7,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:18:00,25098.05,25107.95,25090.0,25091.55,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:19:00,25089.5,25103.6,25089.5,25099.3,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:20:00,25100.6,25103.9,25091.25,25101.55,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:21:00,25101.05,25104.65,25080.6,25082.95,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:22:00,25082.1,25083.7,25076.75,25078.25,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:23:00,25077.0,25080.95,25068.5,25070.05,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:24:00,25069.9,25071.75,25052.15,25056.1,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:25:00,25054.7,25061.15,25051.2,25053.95,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:26:00,25054.35,25060.1,25052.5,25058.45,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:27:00,25058.0,25067.35,25057.95,25064.65,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:28:00,25064.7,25068.5,25056.3,25068.45,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:29:00,25067.75,25074.35,25066.95,25073.2,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:30:00,25071.9,25079.15,25071.7,25073.2,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:31:00,25071.95,25075.05,25068.6,25070.0,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:32:00,25067.9,25069.25,25059.75,25067.2,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:33:00,25067.75,25069.2,25053.15,25053.35,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:34:00,25052.8,25058.3,25051.05,25055.35,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
2025-07-14 09:35:00,25055.3,25057.05,25041.9,25047.65,25200.43333333333,25175.141666666663,25225.725,25271.86666666666,25393.88333333333,25465.316666666666,25587.333333333336,25078.41666666666,25006.98333333333,24884.96666666666,24813.53333333333,25322.45,25129.0,0,0,0,0
