date,type,comments,entry_time,exit_time,entry_price,exit_price,stop_loss_price,take_profit_price,pnl,exit_reason
0307,Put,Reversal Strategy,2025-07-03 09:23:00,2025-07-03 09:23:00,82.0,87.74000000000001,76.25999999999999,87.74000000000001,5.740000000000009,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 09:34:00,2025-07-03 09:34:00,78.15,72.6795,72.6795,83.6205,-5.470500000000001,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 10:06:00,2025-07-03 10:06:00,62.6,58.217999999999996,58.217999999999996,66.982,-4.382000000000005,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 10:14:00,2025-07-03 10:16:00,54.85,51.0105,51.0105,58.6895,-3.839500000000001,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 10:29:00,2025-07-03 10:32:00,42.4,39.431999999999995,39.431999999999995,45.368,-2.9680000000000035,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 10:34:00,2025-07-03 10:35:00,42.6,39.618,39.618,45.582,-2.9819999999999993,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 10:49:00,2025-07-03 10:51:00,141.7,131.78099999999998,131.78099999999998,151.619,-9.919000000000011,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 11:01:00,2025-07-03 11:06:00,136.55,146.10850000000002,126.9915,146.10850000000002,9.55850000000001,Target Profit (7%)
0307,Put,Reversal Strategy,2025-07-03 11:13:00,2025-07-03 11:17:00,33.9,31.526999999999997,31.526999999999997,36.273,-2.373000000000001,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 11:29:00,2025-07-03 11:29:00,34.2,36.59400000000001,31.806,36.59400000000001,2.3940000000000055,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 11:36:00,2025-07-03 11:42:00,144.8,134.66400000000002,134.66400000000002,154.936,-10.135999999999996,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 11:42:00,2025-07-03 11:42:00,142.9,132.897,132.897,152.90300000000002,-10.003000000000014,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 11:50:00,2025-07-03 11:51:00,106.55,114.0085,99.0915,114.0085,7.458500000000001,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 12:21:00,2025-07-03 12:27:00,96.4,103.14800000000001,89.652,103.14800000000001,6.748000000000005,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 12:23:00,2025-07-03 12:27:00,94.45,101.06150000000001,87.8385,101.06150000000001,6.611500000000007,Target Profit (7%)
0307,Put,Reversal Strategy,2025-07-03 12:44:00,2025-07-03 12:46:00,63.1,67.51700000000001,58.683,67.51700000000001,4.417000000000009,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 13:10:00,2025-07-03 13:16:00,105.9,98.487,98.487,113.31300000000002,-7.413000000000011,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 13:12:00,2025-07-03 13:16:00,104.5,97.18499999999999,97.18499999999999,111.81500000000001,-7.315000000000012,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 13:20:00,2025-07-03 13:21:00,101.1,108.177,94.02299999999998,108.177,7.077000000000012,Target Profit (7%)
0307,Put,Reversal Strategy,2025-07-03 13:44:00,2025-07-03 13:44:00,33.8,31.433999999999994,31.433999999999994,36.166,-2.366000000000003,Stop Loss (7%)
0307,Put,Reversal Strategy,2025-07-03 13:46:00,2025-07-03 13:46:00,35.6,38.092000000000006,33.108,38.092000000000006,2.4920000000000044,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 14:09:00,2025-07-03 14:13:00,110.2,102.48599999999999,102.48599999999999,117.91400000000002,-7.714000000000013,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 14:25:00,2025-07-03 14:25:00,82.95,77.1435,77.1435,88.7565,-5.8065,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 14:28:00,2025-07-03 14:29:00,71.9,66.867,66.867,76.933,-5.033000000000001,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 14:42:00,2025-07-03 14:42:00,26.0,24.18,24.18,27.82,-1.8200000000000003,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 14:54:00,2025-07-03 14:54:00,21.3,19.809,19.809,22.791,-1.4909999999999997,Stop Loss (7%)
0307,Call,Reversal Strategy,2025-07-03 15:10:00,2025-07-03 15:10:00,10.3,11.021,9.579,11.021,0.7210000000000001,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 15:17:00,2025-07-03 15:17:00,9.8,10.486,9.114,10.486,0.6859999999999999,Target Profit (7%)
0307,Call,Reversal Strategy,2025-07-03 15:24:00,2025-07-03 15:24:00,6.4,5.952,5.952,6.848000000000001,-0.4480000000000004,Stop Loss (7%)
