date,type,comments,entry_time,exit_time,entry_price,exit_price,stop_loss_price,take_profit_price,pnl,exit_reason
0307,Put,Reversal Strategy v2,2025-07-03 09:24:00,2025-07-03 09:24:00,115.8,123.906,107.69399999999999,123.906,8.106000000000009,Target Profit (7%)
0307,Call,Reversal Strategy v2,2025-07-03 09:37:00,2025-07-03 09:37:00,92.4,98.86800000000001,85.932,98.86800000000001,6.4680000000000035,Target Profit (7%)
0307,Put,Reversal Strategy v2,2025-07-03 10:22:00,2025-07-03 10:22:00,52.75,49.0575,49.0575,56.4425,-3.6925000000000026,Stop Loss (7%)
0307,Put,Reversal Strategy v2,2025-07-03 10:42:00,2025-07-03 10:43:00,42.65,39.6645,39.6645,45.6355,-2.985500000000002,Stop Loss (7%)
0307,Call,Reversal Strategy v2,2025-07-03 11:02:00,2025-07-03 11:08:00,143.6,153.65200000000002,133.54799999999997,153.65200000000002,10.052000000000021,Target Profit (7%)
0307,Put,Reversal Strategy v2,2025-07-03 11:29:00,2025-07-03 11:29:00,34.2,36.59400000000001,31.806,36.59400000000001,2.3940000000000055,Target Profit (7%)
0307,Call,Reversal Strategy v2,2025-07-03 12:11:00,2025-07-03 12:19:00,101.0,93.92999999999999,93.92999999999999,108.07000000000001,-7.070000000000007,Stop Loss (7%)
0307,Call,Reversal Strategy v2,2025-07-03 12:25:00,2025-07-03 12:27:00,93.85,100.4195,87.28049999999999,100.4195,6.569500000000005,Target Profit (7%)
0307,Put,Reversal Strategy v2,2025-07-03 12:53:00,2025-07-03 12:53:00,65.5,70.08500000000001,60.915,70.08500000000001,4.585000000000008,Target Profit (7%)
0307,Call,Reversal Strategy v2,2025-07-03 13:21:00,2025-07-03 13:21:00,99.6,106.572,92.62799999999999,106.572,6.972000000000008,Target Profit (7%)
0307,Put,Reversal Strategy v2,2025-07-03 13:48:00,2025-07-03 13:48:00,46.05,42.826499999999996,42.826499999999996,49.2735,-3.2235000000000014,Stop Loss (7%)
0307,Call,Reversal Strategy v2,2025-07-03 14:47:00,2025-07-03 14:47:00,41.85,38.9205,38.9205,44.779500000000006,-2.9295000000000044,Stop Loss (7%)
0307,Call,Reversal Strategy v2,2025-07-03 15:02:00,2025-07-03 15:02:00,14.1,13.113,13.113,15.087,-0.9870000000000001,Stop Loss (7%)
0307,Call,Reversal Strategy v2,2025-07-03 15:12:00,2025-07-03 15:12:00,13.4,14.338000000000001,12.462,14.338000000000001,0.9380000000000006,Target Profit (7%)
