datetime,open,high,low,close,Call
2025-06-25 09:15:00,135.0,140.0,117.25,119.3,0
2025-06-25 09:16:00,118.75,118.75,110.05,114.25,0
2025-06-25 09:17:00,114.85,129.55,111.1,127.9,0
2025-06-25 09:18:00,128.25,135.1,120.3,120.3,0
2025-06-25 09:19:00,120.3,132.6,119.85,128.7,0
2025-06-25 09:20:00,130.65,135.7,127.8,133.05,0
2025-06-25 09:21:00,133.6,143.65,131.85,137.95,0
2025-06-25 09:22:00,138.55,141.25,135.2,137.25,0
2025-06-25 09:23:00,137.95,137.95,122.6,123.9,0
2025-06-25 09:24:00,124.4,125.95,115.2,123.7,0
2025-06-25 09:25:00,124.4,139.1,124.2,137.3,0
2025-06-25 09:26:00,135.3,138.05,134.9,136.7,0
2025-06-25 09:27:00,136.6,140.5,136.15,136.15,0
2025-06-25 09:28:00,135.8,135.8,125.85,127.95,0
2025-06-25 09:29:00,127.95,132.2,125.2,130.6,0
2025-06-25 09:30:00,130.55,139.35,130.55,135.9,0
2025-06-25 09:31:00,136.95,140.5,132.9,138.25,0
2025-06-25 09:32:00,139.8,149.4,139.8,144.8,0
2025-06-25 09:33:00,145.8,145.8,137.7,139.1,0
2025-06-25 09:34:00,140.1,147.4,137.0,146.35,0
2025-06-25 09:35:00,145.4,147.35,141.6,143.65,0
2025-06-25 09:36:00,144.15,150.0,143.6,144.3,0
2025-06-25 09:37:00,144.55,156.55,144.55,154.2,0
2025-06-25 09:38:00,155.6,158.55,146.45,146.45,0
2025-06-25 09:39:00,147.3,149.45,143.9,146.5,0
2025-06-25 09:40:00,145.4,156.1,145.4,154.1,0
2025-06-25 09:41:00,153.5,164.0,153.5,160.7,0
2025-06-25 09:42:00,160.6,165.5,156.45,156.45,0
2025-06-25 09:43:00,156.55,162.3,156.55,160.9,0
2025-06-25 09:44:00,159.65,163.6,157.7,163.1,0
2025-06-25 09:45:00,162.85,170.0,160.65,162.15,0
2025-06-25 09:46:00,164.25,171.0,162.35,162.5,0
2025-06-25 09:47:00,163.0,165.85,161.25,163.5,0
2025-06-25 09:48:00,164.45,167.45,162.2,167.1,0
2025-06-25 09:49:00,166.75,171.95,145.75,151.9,0
2025-06-25 09:50:00,152.7,155.2,150.3,155.15,0
2025-06-25 09:51:00,155.85,167.25,155.85,167.25,0
2025-06-25 09:52:00,165.2,165.2,160.65,164.0,0
2025-06-25 09:53:00,165.0,165.0,159.95,160.5,0
2025-06-25 09:54:00,160.3,160.4,152.25,155.95,0
2025-06-25 09:55:00,155.6,161.35,154.7,158.35,0
2025-06-25 09:56:00,158.35,161.0,153.9,154.45,0
2025-06-25 09:57:00,154.15,157.25,151.75,154.7,0
2025-06-25 09:58:00,156.1,160.85,156.1,160.45,0
2025-06-25 09:59:00,159.1,162.55,154.1,161.9,0
2025-06-25 10:00:00,162.1,163.4,157.1,161.85,0
2025-06-25 10:01:00,161.5,163.0,158.0,161.7,0
2025-06-25 10:02:00,162.0,164.85,161.05,162.95,0
2025-06-25 10:03:00,162.65,165.8,152.0,155.7,0
2025-06-25 10:04:00,155.45,157.65,154.55,155.2,0
2025-06-25 10:05:00,156.2,159.2,155.85,158.75,0
2025-06-25 10:06:00,159.25,160.75,153.65,156.9,0
2025-06-25 10:07:00,157.5,160.05,155.9,156.15,0
2025-06-25 10:08:00,156.15,157.8,148.25,155.0,0
2025-06-25 10:09:00,153.8,156.1,150.65,156.1,0
2025-06-25 10:10:00,156.25,158.6,149.2,151.05,0
2025-06-25 10:11:00,151.55,151.85,148.8,149.35,0
2025-06-25 10:12:00,150.3,155.5,149.4,155.25,0
2025-06-25 10:13:00,154.4,154.4,147.55,147.55,0
2025-06-25 10:14:00,147.65,148.2,144.45,145.9,0
2025-06-25 10:15:00,146.45,149.0,145.15,146.4,0
2025-06-25 10:16:00,146.25,150.85,144.65,150.8,0
2025-06-25 10:17:00,153.9,156.0,151.15,156.0,0
2025-06-25 10:18:00,156.8,160.15,155.65,156.6,0
2025-06-25 10:19:00,156.9,158.4,155.65,156.8,0
2025-06-25 10:20:00,157.0,162.0,156.7,161.5,0
2025-06-25 10:21:00,160.95,160.95,153.4,156.9,0
2025-06-25 10:22:00,156.85,160.45,156.4,160.4,0
2025-06-25 10:23:00,160.5,163.5,159.45,160.8,0
2025-06-25 10:24:00,160.7,166.1,159.75,166.1,0
2025-06-25 10:25:00,165.35,169.0,163.6,167.3,0
2025-06-25 10:26:00,167.7,168.3,164.6,165.9,0
2025-06-25 10:27:00,166.95,174.95,166.4,170.9,0
2025-06-25 10:28:00,171.85,171.85,161.8,163.85,0
2025-06-25 10:29:00,163.4,166.3,163.4,164.65,0
2025-06-25 10:30:00,164.5,164.9,161.4,162.15,0
2025-06-25 10:31:00,162.35,165.4,161.0,164.1,0
2025-06-25 10:32:00,163.7,168.7,162.1,168.7,0
2025-06-25 10:33:00,168.4,169.75,165.55,166.2,0
2025-06-25 10:34:00,166.8,166.8,163.0,165.0,0
2025-06-25 10:35:00,165.75,170.7,164.85,170.15,0
2025-06-25 10:36:00,168.9,170.8,168.25,168.45,0
2025-06-25 10:37:00,169.05,172.45,166.3,167.65,0
2025-06-25 10:38:00,167.55,170.7,166.4,169.4,0
2025-06-25 10:39:00,169.55,170.4,165.1,165.1,0
2025-06-25 10:40:00,165.7,171.85,164.5,170.25,0
2025-06-25 10:41:00,169.65,171.1,167.2,167.2,0
2025-06-25 10:42:00,167.95,167.95,163.25,164.0,0
2025-06-25 10:43:00,163.9,164.65,158.05,160.2,0
2025-06-25 10:44:00,160.6,161.2,155.35,155.8,0
2025-06-25 10:45:00,156.8,157.5,147.75,151.65,0
2025-06-25 10:46:00,152.95,155.45,151.7,154.0,0
2025-06-25 10:47:00,157.7,160.85,155.15,156.05,0
2025-06-25 10:48:00,155.95,157.2,154.5,156.2,0
2025-06-25 10:49:00,156.9,157.45,155.95,156.85,0
2025-06-25 10:50:00,157.05,158.5,155.35,158.5,0
2025-06-25 10:51:00,159.7,163.3,159.7,162.5,0
2025-06-25 10:52:00,161.65,169.3,161.65,169.3,0
2025-06-25 10:53:00,169.4,178.6,167.7,176.25,0
2025-06-25 10:54:00,176.5,176.5,171.8,175.1,0
2025-06-25 10:55:00,175.85,181.95,175.85,178.15,0
2025-06-25 10:56:00,175.6,175.65,166.55,166.55,0
2025-06-25 10:57:00,165.4,168.4,165.4,167.0,0
2025-06-25 10:58:00,167.75,168.05,166.2,167.25,0
2025-06-25 10:59:00,167.55,168.85,164.55,165.2,0
2025-06-25 11:00:00,165.4,170.1,163.15,168.55,0
2025-06-25 11:01:00,168.0,170.0,166.7,167.45,0
2025-06-25 11:02:00,169.0,170.4,167.8,168.65,0
2025-06-25 11:03:00,169.25,171.0,167.8,170.6,0
2025-06-25 11:04:00,170.2,170.8,168.8,169.95,0
2025-06-25 11:05:00,168.8,174.6,168.8,172.55,0
2025-06-25 11:06:00,171.6,176.25,170.25,176.25,0
2025-06-25 11:07:00,176.1,176.1,172.75,174.55,0
2025-06-25 11:08:00,174.4,178.0,172.0,172.05,0
2025-06-25 11:09:00,172.7,176.1,171.05,173.85,0
2025-06-25 11:10:00,174.15,175.4,171.0,171.0,0
2025-06-25 11:11:00,169.2,169.2,165.35,167.65,0
2025-06-25 11:12:00,168.1,168.1,155.9,160.8,0
2025-06-25 11:13:00,161.35,163.0,159.15,160.3,0
2025-06-25 11:14:00,160.4,160.7,157.9,158.0,0
2025-06-25 11:15:00,158.35,160.0,155.65,156.5,0
2025-06-25 11:16:00,155.75,160.5,154.65,160.5,0
2025-06-25 11:17:00,160.15,160.9,157.1,158.35,0
2025-06-25 11:18:00,158.2,163.05,158.2,160.0,0
2025-06-25 11:19:00,160.55,166.1,160.55,163.55,0
2025-06-25 11:20:00,164.3,164.7,162.1,163.2,0
2025-06-25 11:21:00,162.9,169.65,162.3,168.5,0
2025-06-25 11:22:00,170.55,171.55,168.6,169.3,0
2025-06-25 11:23:00,169.75,169.75,165.45,169.4,0
2025-06-25 11:24:00,168.7,170.95,168.35,169.95,0
2025-06-25 11:25:00,171.05,171.25,168.5,170.0,0
2025-06-25 11:26:00,170.15,174.6,169.1,173.0,0
2025-06-25 11:27:00,172.15,175.25,169.35,175.25,0
2025-06-25 11:28:00,173.95,174.65,172.8,173.45,0
2025-06-25 11:29:00,171.35,171.75,169.5,170.1,0
2025-06-25 11:30:00,170.2,175.15,169.3,172.4,0
2025-06-25 11:31:00,171.7,179.85,171.7,179.65,0
2025-06-25 11:32:00,179.8,179.8,176.0,176.8,0
2025-06-25 11:33:00,177.7,178.65,175.15,175.15,0
2025-06-25 11:34:00,174.85,176.55,173.05,173.05,0
2025-06-25 11:35:00,173.4,176.6,172.6,175.8,0
2025-06-25 11:36:00,175.4,176.9,171.55,172.45,0
2025-06-25 11:37:00,172.6,175.9,172.4,174.3,0
2025-06-25 11:38:00,175.0,177.45,174.6,176.3,0
2025-06-25 11:39:00,176.15,176.6,170.65,171.05,0
2025-06-25 11:40:00,170.5,170.5,166.0,169.2,0
2025-06-25 11:41:00,169.45,169.9,167.8,168.95,0
2025-06-25 11:42:00,168.6,171.6,168.35,169.2,0
2025-06-25 11:43:00,169.75,170.0,166.3,166.75,0
2025-06-25 11:44:00,166.2,169.0,165.45,167.35,0
2025-06-25 11:45:00,166.95,168.1,164.5,166.5,0
2025-06-25 11:46:00,166.35,166.85,163.65,164.25,0
2025-06-25 11:47:00,164.0,167.65,164.0,164.4,0
2025-06-25 11:48:00,164.15,164.4,160.55,162.8,0
2025-06-25 11:49:00,163.0,163.95,160.6,160.75,0
2025-06-25 11:50:00,160.65,164.75,160.65,163.9,0
2025-06-25 11:51:00,164.3,164.8,161.8,163.45,0
2025-06-25 11:52:00,163.5,163.95,158.75,161.0,0
2025-06-25 11:53:00,160.65,164.5,160.35,164.1,0
2025-06-25 11:54:00,163.8,164.2,161.65,163.3,0
2025-06-25 11:55:00,163.35,164.5,162.1,163.75,0
2025-06-25 11:56:00,163.6,167.1,163.5,163.5,0
2025-06-25 11:57:00,163.2,163.2,161.15,162.75,0
2025-06-25 11:58:00,162.3,162.85,160.0,161.0,0
2025-06-25 11:59:00,161.0,163.0,160.05,162.85,0
2025-06-25 12:00:00,163.25,164.05,160.3,160.7,0
2025-06-25 12:01:00,154.25,154.75,141.3,154.75,0
2025-06-25 12:02:00,156.4,158.4,154.8,158.05,0
2025-06-25 12:03:00,157.85,158.5,156.6,156.6,0
2025-06-25 12:04:00,156.8,157.4,153.4,153.4,0
2025-06-25 12:05:00,153.2,153.2,148.9,151.6,0
2025-06-25 12:06:00,150.9,153.75,149.6,153.1,0
2025-06-25 12:07:00,153.0,155.85,152.15,153.15,0
2025-06-25 12:08:00,153.55,153.55,150.4,150.45,0
2025-06-25 12:09:00,150.5,154.5,150.0,154.35,0
2025-06-25 12:10:00,153.5,153.5,147.75,149.15,0
2025-06-25 12:11:00,149.15,149.55,147.2,148.6,0
2025-06-25 12:12:00,148.5,148.9,146.45,148.2,0
2025-06-25 12:13:00,148.2,148.5,144.5,145.8,0
2025-06-25 12:14:00,146.2,147.5,145.5,146.05,0
2025-06-25 12:15:00,146.3,147.4,144.55,146.55,0
2025-06-25 12:16:00,146.25,153.2,143.95,151.7,0
