time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,K,D,%R,%R
1750655700,66.9,71.2,65.55,70.65,NaN,NaN,NaN,NaN,61.51897739874235,NaN,58.59234152245891,NaN,NaN,NaN,83.52516386167451,80.5532621834401,-3.254437869822467,-2.835051546391737
1750655760,70.55,73.4,70.3,70.5,NaN,NaN,NaN,NaN,62.64160522389956,NaN,62.115607370213006,NaN,NaN,NaN,94.13559126498994,87.061972996113,-16.33802816901411,-13.615023474178427
1750655820,70.2,73.3,70.1,72.95,NaN,NaN,NaN,NaN,63.930154570912116,NaN,62.115607370213006,NaN,NaN,NaN,99.37058107841791,92.34377873502746,-2.82131661442008,-2.26130653266333
1750655880,71.85,74.6,69.7,73.6,NaN,NaN,NaN,NaN,65.1388852495481,NaN,62.115607370213006,NaN,NaN,NaN,99.37058107841791,97.62558447394191,-6.006006006006009,-4.739336492890996
1750655940,73.35,73.6,71.1,71.9,NaN,NaN,NaN,NaN,65.98402459335459,NaN,62.40302777288528,NaN,NaN,NaN,93.26841100661728,97.3365243878177,-16.513761467889843,-12.796208530805636
1750656000,71,74.15,66.1,66.65,NaN,NaN,NaN,NaN,66.06727151918527,NaN,62.40302777288528,NaN,NaN,NaN,69.77665034937765,87.47188081147095,-52.302631578947306,-37.677725118483366
1750656060,66.9,69.7,62.6,69.45,NaN,NaN,NaN,NaN,66.49011257928711,NaN,62.40302777288528,NaN,NaN,NaN,47.27222684310328,70.10576273303275,-41.03585657370512,-24.40758293838859
1750656120,69.35,69.5,64.55,65.25,NaN,NaN,NaN,NaN,66.33509850687622,NaN,62.40302777288528,NaN,NaN,NaN,20.67048250315267,45.90645323187787,-74.50199203187248,-44.31279620853079
1750656180,65.35,65.35,62.55,63.35,NaN,NaN,NaN,NaN,65.9619611935167,NaN,62.40302777288528,NaN,NaN,NaN,10.828909827058984,26.257206391104987,-93.36099585062237,-53.31753554502368
1750656240,63,64.25,62.55,62.55,NaN,NaN,NaN,NaN,65.53546604432711,NaN,62.40302777288528,NaN,NaN,NaN,4.736951571734001e-15,10.499797443403887,-100,-59.35960591133005
1750656300,63.5,65.85,60.65,60.65,NaN,NaN,NaN,NaN,64.92478278878622,NaN,NaN,74.87968913038897,NaN,NaN,4.736951571734001e-15,3.609636609019665,-100,-68.71921182266009
1750656360,60.55,65.7,60.55,65.2,NaN,NaN,NaN,NaN,64.95918494018794,NaN,NaN,74.87968913038897,NaN,NaN,8.561048997639771,2.8536829992132606,-66.90391459074728,-46.30541871921179
