time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,EMA,Up Trend,Down Trend,K,D,%R,%R
1751015640,110.35,111.35,108.7,109.3,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25622.133059909185,25615.04982192497,NaN,-9.473903143468002e-15,1.3117898300405206,-94.31279620853086,-96.14147909967849
1751015700,109.6,112.5,109.6,111.9,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25623.260177420536,25616.314839732473,NaN,10.08356379960989,3.3611879332032903,-69.6682464454976,-79.42122186495175
1751015760,112,112.35,110.05,110.35,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25624.45890524297,25616.314839732473,NaN,17.132303657163494,9.071955818924458,-84.36018957345979,-89.3890675241158
1751015820,110.45,110.55,108.9,108.9,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25625.626542087597,25617.558270183305,NaN,20.86577279019937,16.027213415657585,-98.10426540284358,-98.71382636655947
1751015880,108.85,109.2,106.7,108.3,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25626.73572432665,25618.407443164975,NaN,13.772433436202704,17.25683662785519,-85.9649122807018,-90.8831908831909
1751015940,108.2,109.75,108.2,108.7,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25627.55625878582,25618.407443164975,NaN,12.206853289514372,15.615019838638815,-81.65137614678898,-88.60398860398861
1751016000,108.7,110,108.6,109.25,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25628.14297643759,25618.407443164975,NaN,17.617904028310008,14.532396918009027,-73.15789473684212,-85.47008547008548
1751016060,109.25,109.35,108.1,109,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25628.72510438289,25618.407443164975,NaN,22.827575859342044,17.550777725722142,-62.90322580645167,-86.89458689458691
1751016120,109,110.8,109,109.05,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25629.19696633503,25618.407443164975,NaN,25.889767747644466,22.11174921176551,-59.48275862068974,-86.60968660968663
1751016180,109.25,110.7,108.65,109.75,265.46666666666664,235.80833333333328,295.125,330.6833333333333,455.2166666666667,520.4333333333333,644.9666666666667,140.93333333333328,75.71666666666664,-48.81666666666672,-114.03333333333336,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,390,200.25,NaN,NaN,NaN,NaN,25629.43484554315,25618.407443164975,NaN,30.240020986735605,26.319121531240707,-47.4137931034483,-82.62108262108264
