time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1752815400,24952.95,24954.45,24944.45,24945.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24973.65546986181,80.52066603516158,88.86666052764188,-87.34491315136701,-83.83838383838516,2025-07-18 10:40:00
1752815460,24946.0,24946.0,24938.35,24940.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.516958124343,68.86639206058288,79.90495745063775,-89.27835051545492,-88.65121806298333,2025-07-18 10:41:00
1752815520,24941.35,24947.95,24940.05,24940.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.516958124343,59.97215665837442,69.78640491803962,-90.10309278349916,-88.58363858364005,2025-07-18 10:42:00
1752815580,24940.8,24948.45,24939.6,24946.85,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.516958124343,64.65402066024514,64.4975231264008,-64.94845360824742,-76.21247113164314,2025-07-18 10:43:00
1752815640,24947.45,24949.2,24941.25,24942.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.516958124343,58.45636797329635,61.02751509730528,-84.5360824742268,-79.18287937743669,2025-07-18 10:44:00
1752815700,24942.35,24942.35,24937.4,24941.15,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,50.986415014774046,58.032267882771826,-85.1190476190459,-73.89558232931626,2025-07-18 10:45:00
1752815760,24941.65,24946.25,24936.5,24939.65,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,33.73769184660142,47.72682494489058,-87.93103448275237,-77.33516483516348,2025-07-18 10:46:00
1752815820,24940.5,24947.1,24939.45,24946.85,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,48.26227160738142,44.328792822918935,-51.408450704230525,-57.55494505495051,2025-07-18 10:47:00
1752815880,24946.4,24952.95,24946.15,24950.6,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,70.05014700353867,50.683370152507145,-21.448467966585103,-47.25274725275209,2025-07-18 10:48:00
1752815940,24950.5,24952.5,24942.65,24943.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,80.60638644455965,66.30626835182655,-55.927051671734475,-66.07142857143053,2025-07-18 10:49:00
1752816000,24943.9,24946.9,24943.65,24945.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,76.73747580534379,75.79800308448068,-47.112462006076946,-62.08791208791181,2025-07-18 10:50:00
1752816060,24945.4,24947.65,24942.2,24943.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,63.173323024284514,73.5057284247293,-58.66261398176917,-67.30769230769634,2025-07-18 10:51:00
1752816120,24943.9,24951.1,24943.45,24951.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,76.70971470802577,72.20683784588466,-11.246200607915508,-45.87912087912563,2025-07-18 10:52:00
1752816180,24950.95,24952.4,24949.6,24950.15,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,84.62056651196916,74.83453474809312,-17.021276595739504,-45.57329462989381,2025-07-18 10:53:00
1752816240,24950.2,24950.2,24946.7,24947.15,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,90.58779239379574,83.97269120459686,-35.258358662607996,-49.51923076922606,2025-07-18 10:54:00
1752816300,24947.45,24953.05,24946.3,24951.05,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,90.58779239379574,88.5987170998535,-14.70588235294275,-37.01923076923189,2025-07-18 10:55:00
1752816360,24951.25,24951.25,24942.4,24943.7,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,77.4244217695868,86.20000218572606,-86.17511520737142,-60.57692307692173,2025-07-18 10:56:00
1752816420,24943.3,24948.4,24943.05,24944.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24964.66773872538,71.3041410142555,79.77211839254598,-81.56682027649522,-58.97435897435748,2025-07-18 10:57:00
1752816480,24944.25,24945.75,24936.7,24937.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24962.345899311953,44.72555754597868,64.48470677660696,-96.33027522936638,-86.6438356164445,2025-07-18 10:58:00
1752816540,24937.05,24937.95,24930.9,24931.05,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.54880938076,26.37087554382585,47.466858034686645,-99.32279909707523,-99.52681388013302,2025-07-18 10:59:00
1752816600,24930.0,24932.9,24925.65,24930.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24950.46142844269,6.754749865056496,25.950394318286968,-83.21167883212077,-87.55074424898807,2025-07-18 11:00:00
1752816660,24929.9,24931.75,24925.25,24925.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24949.517785598415,-5.921189464667502e-15,11.041875136294069,-98.02158273381552,-98.52744310575824,2025-07-18 11:01:00
1752816720,24925.9,24941.4,24925.6,24941.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24949.517785598415,28.659733419892664,11.80482776164972,-43.345323741005714,-57.83132530120318,2025-07-18 11:02:00
1752816780,24940.8,24950.9,24940.4,24949.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24921.209593665284,,61.993066753226,30.21760005770622,-11.690647482014697,-34.27041499330595,2025-07-18 11:03:00
1752816840,24950.75,24955.95,24949.95,24953.45,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24929.108634298755,,95.32640008655932,61.993066753226,-8.143322475569839,-24.497991967866596,2025-07-18 11:04:00
1752816900,24953.9,24953.9,24948.4,24950.7,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24929.108634298755,,96.90654623218654,84.74200435732395,-17.100977198696665,-31.86077643908509,2025-07-18 11:05:00
1752816960,24951.4,24954.3,24948.7,24953.7,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24929.108634298755,,96.77124476482452,96.33473036119013,-7.328990228012856,-12.596006144389053,2025-07-18 11:06:00
1752817020,24953.15,24958.1,24953.1,24956.15,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24933.87114440379,,96.77124476482452,96.8163452539452,-5.936073059352134,-5.936073059352134,2025-07-18 11:07:00
1752817080,24956.95,24957.5,24952.0,24953.5,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24933.87114440379,,96.69840504361508,96.74696485775468,-14.003044140026631,-14.003044140026631,2025-07-18 11:08:00
1752817140,24953.1,24956.75,24953.1,24955.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24934.74462696707,,95.18025407093788,96.21663462645915,-9.436834094364327,-9.436834094364327,2025-07-18 11:09:00
1752817200,24954.75,24955.0,24949.35,24953.45,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24934.74462696707,,91.5312326927966,94.46996393578318,-14.307692307685592,-14.155251141546492,2025-07-18 11:10:00
1752817260,24953.0,24956.55,24951.7,24953.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24934.79839784333,,91.6170184926241,92.77616841878618,-23.446327683607343,-12.633181126325724,2025-07-18 11:11:00
1752817320,24953.45,24961.45,24952.6,24960.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24936.976058058997,,93.27047093266332,92.13957403936132,-3.8314176245212863,-1.381215469613232,2025-07-18 11:12:00
1752817380,24960.75,24960.75,24953.4,24954.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24936.976058058997,,88.79849277566659,91.22866073365132,-56.321839080479634,-20.303867403320535,2025-07-18 11:13:00
1752817440,24954.5,24957.45,24951.45,24957.4,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24936.976058058997,,86.86323098084267,89.64406489639084,-31.764705882347233,-11.187845303865169,2025-07-18 11:14:00
1752817500,24958.4,24962.0,24958.0,24959.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24940.549671325007,,80.92359680822497,85.52844018824472,-17.786561264820087,-6.122448979591836,2025-07-18 11:15:00
1752817560,24959.95,24961.4,24957.75,24959.15,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24940.974704192507,,74.92387432122382,80.90356737009715,-22.52964426876061,-7.755102040812367,2025-07-18 11:16:00
1752817620,24960.55,24961.7,24958.15,24959.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24942.11973377326,,68.64063314696585,74.82936809213821,-16.20553359683033,-5.578231292515027,2025-07-18 11:17:00
1752817680,24959.4,24960.4,24956.35,24958.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24942.11973377326,,53.69864766057578,65.75438504292181,-29.644268774700148,-10.20408163265306,2025-07-18 11:18:00
1752817740,24958.5,24961.4,24955.1,24959.35,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24942.11973377326,,51.59691112275173,57.97873064343111,-25.1184834123378,-7.210884353745456,2025-07-18 11:19:00
1752817800,24958.9,24960.25,24954.15,24957.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24942.11973377326,,36.76664003424728,47.354066272524925,-40.28436018957624,-11.564625850340136,2025-07-18 11:20:00
1752817860,24957.95,24965.45,24957.95,24964.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24943.644329828632,,57.64825969325506,48.67060361675135,-8.214285714296109,-2.8606965174165033,2025-07-18 11:21:00
1752817920,24964.35,24965.75,24960.5,24964.05,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24945.29989684577,,72.39518333390042,55.60336102046758,-11.888111888117582,-4.197530864199328,2025-07-18 11:22:00
1752817980,24964.1,24967.2,24961.4,24961.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24946.517407161195,,84.4094232225928,71.48428874991609,-40.22988505747351,-12.514898688915158,2025-07-18 11:23:00
1752818040,24961.75,24967.55,24961.75,24966.9,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24946.905666445076,,84.4094232225928,80.40467659302867,-4.850746268641217,-1.5366430259995942,2025-07-18 11:24:00
1752818100,24967.3,24968.95,24963.95,24966.35,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24948.980099800567,,82.93643098611564,83.91842581043375,-17.56756756758318,-5.949656750576978,2025-07-18 11:25:00
1752818160,24966.45,24971.1,24965.1,24970.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24950.57708982051,,97.05147284420497,88.13244235097113,-4.719764011795927,-1.744820065429221,2025-07-18 11:26:00
1752818220,24970.75,24975.85,24969.6,24975.65,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24955.079380838455,,97.05147284420497,92.34645889150852,-0.921658986161827,-0.3952569169903071,2025-07-18 11:27:00
1752818280,24976.55,24976.55,24972.1,24973.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,91.28828601396602,95.13041056745864,-14.955357142852105,-6.530214424948523,2025-07-18 11:28:00
1752818340,24973.4,24974.45,24970.6,24971.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,76.82573444606852,88.38849776807983,-26.88172043010963,-9.813542688910555,2025-07-18 11:29:00
1752818400,24971.3,24972.1,24967.4,24969.85,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,56.47015202379692,74.86139082794382,-41.74454828661079,-18.533886583682246,2025-07-18 11:30:00
1752818460,24968.85,24972.9,24968.85,24968.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,41.67384002235668,58.32324216407404,-50.165016501647784,-26.998223801062643,2025-07-18 11:31:00
1752818520,24969.2,24972.25,24967.5,24970.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,35.25981831816127,44.46793678810496,-44.256756756754015,-23.268206039075597,2025-07-18 11:32:00
1752818580,24969.75,24971.25,24963.85,24964.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,22.282067407099543,33.07190858253916,-96.4566929133803,-43.985637342910735,2025-07-18 11:33:00
1752818640,24964.1,24964.85,24957.6,24958.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24957.10894275461,,12.456760061240436,23.332881928833743,-93.66754617413888,-65.25735294117473,2025-07-18 11:34:00
1752818700,24958.3,24959.2,24951.8,24951.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24972.99247856569,1.4210854715202004e-14,11.579609156113326,-100.0,-90.99264705882108,2025-07-18 11:35:00
1752818760,24951.85,24954.1,24948.65,24952.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.753230709124,1.1230175287461863,4.526592529995541,-86.02150537635082,-86.02150537635082,2025-07-18 11:36:00
1752818820,24952.45,24957.05,24951.35,24954.35,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.753230709124,4.98256171753605,2.0351930820940782,-77.9069767441967,-79.56989247312711,2025-07-18 11:37:00
1752818880,24954.45,24956.25,24950.8,24952.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.753230709124,6.562887748102358,4.2228223314615265,-85.15463917526374,-87.09677419355259,2025-07-18 11:38:00
1752818940,24952.45,24956.55,24951.3,24951.65,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24968.753230709124,6.3634076560182296,5.969619040552208,-87.62886597938144,-89.24731182795615,2025-07-18 11:39:00
1752819000,24951.75,24952.7,24949.95,24949.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24967.540297168256,2.503863467228367,5.143386290449647,-94.49152542373156,-95.34050179211694,2025-07-18 11:40:00
1752819060,24950.0,24951.4,24947.3,24947.4,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24965.17376745143,0.9235374366620585,3.26360285330288,-99.58246346554414,-99.6581196581122,2025-07-18 11:41:00
1752819120,24947.15,24952.9,24943.95,24951.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24965.17376745143,7.493362904249281,3.6402546027132296,-65.31100478468537,-77.76073619631802,2025-07-18 11:42:00
1752819180,24951.4,24952.05,24943.8,24944.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24965.17376745143,7.586811490660391,5.334570610523905,-93.50649350649412,-96.9465648854962,2025-07-18 11:43:00
1752819240,24944.35,24944.35,24920.45,24921.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,7.586811490660391,7.555661961856683,-96.3114754098399,-97.59358288770306,2025-07-18 11:44:00
1752819300,24922.0,24938.55,24921.25,24936.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,13.500645744613086,9.558089575311284,-57.51366120218609,-72.28163992869933,2025-07-18 11:45:00
1752819360,24936.45,24943.6,24936.45,24940.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,35.27424668723771,18.787234640837056,-43.76731301939033,-63.81461675579359,2025-07-18 11:46:00
1752819420,24941.4,24942.55,24939.35,24939.35,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,62.13059231790157,36.96849491658411,-47.64542936288482,-66.3101604278105,2025-07-18 11:47:00
1752819480,24939.75,24943.0,24939.75,24940.7,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,81.93174348042326,59.77886082852084,-37.59630200308306,-63.903743315507086,2025-07-18 11:48:00
1752819540,24941.1,24947.95,24937.6,24947.95,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,93.39802728472084,79.15345436101522,-15.254237288137494,-50.98039215686148,2025-07-18 11:49:00
1752819600,24947.5,24953.55,24947.35,24951.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,99.87501498739032,91.73492858417816,-6.042296072507819,-44.56327985739866,2025-07-18 11:50:00
1752819660,24951.15,24953.25,24949.35,24950.45,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,24955.642876472095,98.95786249927517,97.41030159046213,-9.365558912382722,-46.52406417112161,2025-07-18 11:51:00
1752819720,24949.55,24961.05,24949.2,24960.4,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24931.762212521684,,98.95786249927517,99.26357999531352,-1.600985221669558,-28.787878787875645,2025-07-18 11:52:00
1752819780,24960.6,24963.55,24958.4,24960.9,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24938.403491269513,,98.95786249927517,98.95786249927517,-6.2647754137065315,-27.89661319072767,2025-07-18 11:53:00
1752819840,24960.4,24961.65,24956.3,24959.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24938.403491269513,,98.3942484422704,98.76999114694024,-16.420664206645633,-31.10516934046556,2025-07-18 11:54:00
1752819900,24959.05,24961.2,24955.85,24956.85,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24938.403491269513,,94.77045594275968,97.37418896143508,-25.81888246628339,-35.115864527631445,2025-07-18 11:55:00
1752819960,24958.15,24959.0,24953.45,24955.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24938.403491269513,,89.70225733801753,94.28898724101585,-31.984585741807475,-35.5555555555569,2025-07-18 11:56:00
1752820020,24955.1,24955.25,24949.25,24949.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,24938.403491269513,,81.38364016165933,88.61878448081217,-53.94990366088481,-44.51858913251069,2025-07-18 11:57:00
