time,open,high,low,close,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Prev Day High,Prev Day Low,Up Trend,Down Trend,K,D,%R,%R.1,datetime
1752810900,25081.1,25084.4,25072.85,25075.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25113.808266940843,14.524975742318068,21.7223412613727,-91.56193895870018,-96.72473867595517,2025-07-18 09:25:00
1752810960,25075.15,25077.35,25068.2,25069.85,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25107.18494024676,4.550516598854706,14.505327623553464,-94.66019417476396,-97.84031413612846,2025-07-18 09:26:00
1752811020,25069.3,25070.7,25061.1,25065.05,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,0.2714348058043381,6.448975715659034,-88.99721448467808,-95.26946107784345,2025-07-18 09:27:00
1752811080,25063.7,25073.75,25062.1,25070.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,7.309025200158184,4.043658868272407,-74.51253481893849,-89.04191616766293,2025-07-18 09:28:00
1752811140,25070.4,25076.75,25068.6,25070.5,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,22.111001379406925,9.89715379512315,-72.83236994219403,-88.74251497005814,2025-07-18 09:29:00
1752811200,25070.2,25079.0,25070.2,25076.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,52.71690144867065,27.37897600941192,-55.346820809249266,-81.49700598802308,2025-07-18 09:30:00
1752811260,25074.7,25080.35,25073.85,25077.7,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,78.7412095818458,51.189704136641126,-45.662847790505396,-80.1197604790393,2025-07-18 09:31:00
1752811320,25078.2,25079.65,25074.45,25078.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,97.2725667359304,76.24355925548228,-39.609236234461385,-79.64071856287426,2025-07-18 09:32:00
1752811380,25079.3,25080.5,25075.25,25077.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,98.53154876836896,91.51510836204837,-30.68669527897237,-80.65868263472879,2025-07-18 09:33:00
1752811440,25076.35,25080.85,25074.6,25077.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,97.92747179129928,97.91052909853288,-16.708860759489987,-80.29940119760391,2025-07-18 09:34:00
1752811500,25077.75,25079.5,25070.0,25073.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,89.5357533524821,95.33159130405012,-38.48101265822048,-85.44910179640544,2025-07-18 09:35:00
1752811560,25072.6,25077.95,25072.6,25077.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,91.00420458411314,92.82247657596484,-17.59999999999612,-80.29940119760391,2025-07-18 09:36:00
1752811620,25077.9,25081.25,25073.2,25077.9,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,91.60828156118284,90.7160798325927,-26.482213438720628,-79.8802395209546,2025-07-18 09:37:00
1752811680,25078.5,25086.15,25077.75,25083.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,100.0,94.204162048432,-18.885448916424988,-73.65269461077844,2025-07-18 09:38:00
1752811740,25083.05,25083.5,25074.45,25076.2,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.748946222084,90.84107660749495,94.14978605622592,-61.60990712074199,-81.91616766466804,2025-07-18 09:39:00
1752811800,25075.95,25077.75,25066.95,25067.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25099.02675748564,72.25370710427883,87.69826123725795,-98.43750000000384,-92.6347305389204,2025-07-18 09:40:00
1752811860,25065.55,25067.35,25063.95,25064.75,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25090.67908173708,44.11781241944892,69.07086537707424,-96.3963963963998,-95.62874251496832,2025-07-18 09:41:00
1752811920,25065.2,25066.25,25056.2,25057.05,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25086.766173563366,19.94340247862063,45.43830733411613,-97.16193656093982,-99.03846153846315,2025-07-18 09:42:00
1752811980,25055.9,25056.55,25046.1,25048.25,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25077.59705620703,5.197438648503429,23.086217848857657,-94.6317103620442,-96.91756272401226,2025-07-18 09:43:00
1752812040,25047.0,25047.5,25043.15,25044.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25070.49985058633,3.552713678800501e-15,8.380280375708017,-97.32558139535392,-98.0017376194651,2025-07-18 09:44:00
1752812100,25043.7,25044.95,25032.95,25034.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25065.207365527694,3.552713678800501e-15,1.7324795495011418,-96.52255639098024,-97.20332577475644,2025-07-18 09:45:00
1752812160,25035.7,25040.25,25032.5,25038.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25062.331628974927,5.047499178904232,1.6824997263014094,-89.18918918919084,-91.00775193798565,2025-07-18 09:46:00
1752812220,25036.6,25039.0,25030.8,25033.0,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25060.720966077435,7.746147048914229,4.264548742606151,-95.82542694497022,-96.6767371601198,2025-07-18 09:47:00
1752812280,25030.7,25032.8,25026.2,25030.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,9.509045412852307,7.4342305468902525,-91.07662463627815,-93.38129496403089,2025-07-18 09:48:00
1752812340,25030.6,25034.8,25026.75,25032.55,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,8.905617762838103,8.72027007486821,-84.56865127582289,-90.86330935252008,2025-07-18 09:49:00
1752812400,25033.25,25034.9,25031.85,25034.1,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,13.07225196786784,10.49563838118608,-80.27465667915615,-87.92971734148551,2025-07-18 09:50:00
1752812460,25034.4,25040.3,25031.85,25039.3,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,25.963096184281664,15.980321971662534,-56.836902800661704,-79.22283901665551,2025-07-18 09:51:00
1752812520,25038.75,25045.8,25038.1,25045.8,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,51.60451573949869,30.21328796388273,-7.981220657280684,-67.30608840700866,2025-07-18 09:52:00
1752812580,25045.3,25050.2,25044.4,25048.65,25150.266666666663,25130.858333333337,25169.675,25199.533333333333,25287.61666666667,25336.88333333333,25424.966666666667,25062.183333333334,25012.916666666668,24924.833333333336,24875.56666666667,25238.35,25101.0,,25054.77886946969,78.0725669977923,51.880059640524216,-6.458333333330302,-62.5521267723095,2025-07-18 09:53:00
