Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High,Big Move
2025-07-02 10:52:00,137.25,2025-07-02 10:57:00,129.01,-8.24,-6.00%,SL Hit,Put Option (Enhanced Hybrid Premium),129.01,129.01,138.00,False
2025-07-02 11:00:00,133.40,2025-07-02 11:02:00,143.40,10.00,7.50%,Fixed TP (Average Signal),Put Option (Enhanced Hybrid Premium),125.40,133.40,144.00,False
