datetime,open,high,low,close,Put
2025-07-07 09:15:00,149.3,181.9,147.15,171.0,0
2025-07-07 09:16:00,168.4,174.05,162.75,162.75,0
2025-07-07 09:17:00,161.6,161.6,155.1,157.9,0
2025-07-07 09:18:00,157.85,165.65,157.85,160.8,0
2025-07-07 09:19:00,160.4,163.65,152.0,152.0,0
2025-07-07 09:20:00,152.8,152.8,144.0,150.1,0
2025-07-07 09:21:00,149.95,151.7,138.6,138.9,0
2025-07-07 09:22:00,141.05,146.65,141.05,143.8,0
2025-07-07 09:23:00,145.5,152.5,145.5,147.6,0
2025-07-07 09:24:00,147.9,147.9,142.85,143.7,0
2025-07-07 09:25:00,143.65,151.35,141.5,148.3,0
2025-07-07 09:26:00,149.25,153.1,143.2,145.75,0
2025-07-07 09:27:00,147.55,149.55,141.55,149.4,0
2025-07-07 09:28:00,149.9,150.7,144.3,146.75,0
2025-07-07 09:29:00,145.6,154.1,145.05,149.8,0
2025-07-07 09:30:00,150.1,150.9,143.75,145.25,0
2025-07-07 09:31:00,146.45,150.15,140.75,140.75,0
2025-07-07 09:32:00,140.75,141.8,136.0,136.9,0
2025-07-07 09:33:00,138.0,139.0,132.2,133.2,0
2025-07-07 09:34:00,132.0,134.7,125.5,128.3,0
2025-07-07 09:35:00,127.6,129.15,124.8,126.45,0
2025-07-07 09:36:00,127.6,131.0,127.2,127.4,0
2025-07-07 09:37:00,127.8,128.1,122.7,125.5,0
2025-07-07 09:38:00,125.35,129.5,125.35,129.2,0
2025-07-07 09:39:00,129.35,129.9,126.35,126.65,0
2025-07-07 09:40:00,126.45,132.75,126.45,132.4,0
2025-07-07 09:41:00,131.0,133.65,129.45,131.45,0
2025-07-07 09:42:00,130.75,132.45,129.3,131.6,0
2025-07-07 09:43:00,133.05,137.4,133.05,136.2,0
2025-07-07 09:44:00,136.6,138.6,135.2,136.35,0
2025-07-07 09:45:00,136.8,139.2,135.0,135.4,0
2025-07-07 09:46:00,135.95,140.3,135.8,138.0,0
2025-07-07 09:47:00,137.5,139.9,136.1,139.2,0
2025-07-07 09:48:00,139.7,141.7,137.85,138.45,0
2025-07-07 09:49:00,137.0,139.95,135.0,139.95,0
2025-07-07 09:50:00,140.4,143.3,139.5,141.8,0
2025-07-07 09:51:00,141.8,142.6,141.05,141.75,0
2025-07-07 09:52:00,142.0,145.0,141.1,141.15,0
2025-07-07 09:53:00,141.0,142.6,134.8,135.4,0
2025-07-07 09:54:00,136.0,136.0,130.55,131.25,0
2025-07-07 09:55:00,131.2,131.2,126.35,129.3,0
2025-07-07 09:56:00,128.7,130.35,127.5,128.4,0
2025-07-07 09:57:00,128.55,129.7,127.05,129.7,0
2025-07-07 09:58:00,129.65,135.2,129.65,135.2,0
2025-07-07 09:59:00,135.8,135.8,131.7,132.5,0
2025-07-07 10:00:00,133.85,133.85,129.3,131.2,0
2025-07-07 10:01:00,131.25,135.7,130.85,134.5,0
2025-07-07 10:02:00,133.3,133.3,129.9,130.1,0
2025-07-07 10:03:00,130.0,130.55,127.75,129.7,0
2025-07-07 10:04:00,129.5,132.7,128.35,131.6,0
2025-07-07 10:05:00,132.25,135.9,131.7,135.9,0
2025-07-07 10:06:00,136.15,146.2,135.4,145.4,0
2025-07-07 10:07:00,145.3,145.8,142.65,145.6,0
2025-07-07 10:08:00,145.5,151.45,143.1,149.65,0
2025-07-07 10:09:00,149.45,152.6,148.4,148.55,0
2025-07-07 10:10:00,149.25,153.75,146.55,148.75,0
2025-07-07 10:11:00,148.85,152.25,147.95,147.95,0
2025-07-07 10:12:00,147.75,152.3,147.65,150.15,0
2025-07-07 10:13:00,150.3,151.45,143.1,144.5,0
2025-07-07 10:14:00,143.65,147.1,141.65,147.1,0
2025-07-07 10:15:00,146.5,149.2,145.3,145.35,0
2025-07-07 10:16:00,145.8,146.75,142.3,143.95,0
2025-07-07 10:17:00,144.1,150.15,144.1,147.35,0
2025-07-07 10:18:00,146.75,151.35,146.25,148.25,0
2025-07-07 10:19:00,147.2,152.05,147.2,150.25,0
2025-07-07 10:20:00,150.1,150.5,148.35,150.5,0
2025-07-07 10:21:00,150.55,150.6,145.25,146.4,0
2025-07-07 10:22:00,146.25,148.95,144.6,148.95,0
2025-07-07 10:23:00,148.5,148.5,143.1,143.5,0
2025-07-07 10:24:00,143.5,147.45,142.55,145.5,0
2025-07-07 10:25:00,145.75,147.15,141.75,142.95,0
2025-07-07 10:26:00,142.15,150.9,141.9,150.05,0
2025-07-07 10:27:00,150.6,150.6,144.8,145.05,0
2025-07-07 10:28:00,145.0,145.65,143.35,145.2,0
2025-07-07 10:29:00,145.1,147.4,144.5,145.65,0
2025-07-07 10:30:00,145.35,147.4,144.9,145.7,0
2025-07-07 10:31:00,145.9,146.25,139.7,141.35,0
2025-07-07 10:32:00,141.3,141.95,139.05,139.05,0
2025-07-07 10:33:00,138.7,138.7,133.25,136.45,0
2025-07-07 10:34:00,135.85,140.75,135.5,140.75,0
2025-07-07 10:35:00,140.45,144.15,139.45,142.7,0
2025-07-07 10:36:00,142.8,142.8,139.9,141.0,0
2025-07-07 10:37:00,141.25,142.3,137.45,137.45,0
2025-07-07 10:38:00,137.0,143.4,135.7,142.75,0
2025-07-07 10:39:00,142.4,142.5,139.2,141.25,0
2025-07-07 10:40:00,141.5,141.75,138.05,139.3,0
2025-07-07 10:41:00,139.0,140.8,137.4,137.4,0
2025-07-07 10:42:00,137.75,138.65,134.85,136.35,0
2025-07-07 10:43:00,136.0,138.4,135.45,135.45,0
2025-07-07 10:44:00,135.65,135.85,134.2,135.85,0
2025-07-07 10:45:00,135.6,136.4,133.55,134.85,0
2025-07-07 10:46:00,135.05,136.9,134.85,135.65,0
2025-07-07 10:47:00,135.3,136.0,131.9,134.35,0
2025-07-07 10:48:00,134.1,135.15,131.1,131.1,0
2025-07-07 10:49:00,131.8,138.1,130.15,137.0,0
2025-07-07 10:50:00,136.6,137.6,136.35,136.55,0
2025-07-07 10:51:00,136.6,137.05,130.15,132.0,0
2025-07-07 10:52:00,131.85,133.45,131.5,131.5,0
2025-07-07 10:53:00,132.45,132.45,128.65,128.65,0
2025-07-07 10:54:00,129.95,131.4,129.35,131.05,0
2025-07-07 10:55:00,130.8,132.5,130.8,131.5,0
2025-07-07 10:56:00,132.35,134.95,132.35,132.9,0
2025-07-07 10:57:00,132.8,134.25,131.1,131.75,0
2025-07-07 10:58:00,131.8,131.85,128.85,130.75,0
2025-07-07 10:59:00,130.4,131.0,128.3,129.2,0
2025-07-07 11:00:00,128.95,128.95,125.8,126.5,0
2025-07-07 11:01:00,126.7,128.3,124.35,124.35,0
2025-07-07 11:02:00,124.35,125.95,123.5,125.7,0
2025-07-07 11:03:00,125.75,126.55,125.3,125.8,0
2025-07-07 11:04:00,126.25,126.8,123.5,126.8,0
2025-07-07 11:05:00,125.9,126.6,124.05,124.1,0
2025-07-07 11:06:00,124.85,126.4,124.55,126.0,0
2025-07-07 11:07:00,125.55,126.1,123.5,123.6,0
2025-07-07 11:08:00,123.65,126.6,123.55,125.7,0
2025-07-07 11:09:00,125.3,125.55,123.4,124.9,0
2025-07-07 11:10:00,124.6,126.4,124.0,125.75,0
2025-07-07 11:11:00,126.1,130.95,125.75,130.95,0
2025-07-07 11:12:00,130.9,132.65,129.45,129.45,0
2025-07-07 11:13:00,129.6,131.5,129.4,131.0,0
2025-07-07 11:14:00,130.3,132.25,130.0,131.55,0
2025-07-07 11:15:00,130.9,132.4,130.2,131.55,0
2025-07-07 11:16:00,131.05,131.3,128.45,130.1,0
2025-07-07 11:17:00,129.6,133.05,129.0,132.4,0
2025-07-07 11:18:00,132.4,132.6,128.6,128.6,0
2025-07-07 11:19:00,129.0,131.4,129.0,130.6,0
2025-07-07 11:20:00,130.95,132.0,129.6,132.0,0
2025-07-07 11:21:00,131.55,132.45,129.65,129.65,0
2025-07-07 11:22:00,130.1,133.95,128.8,133.95,0
2025-07-07 11:23:00,133.75,134.3,131.7,131.7,0
2025-07-07 11:24:00,132.0,133.5,131.85,132.4,0
2025-07-07 11:25:00,133.1,134.75,131.75,134.75,0
2025-07-07 11:26:00,134.6,137.3,134.25,135.7,0
2025-07-07 11:27:00,135.4,136.1,134.1,134.4,0
2025-07-07 11:28:00,134.35,135.35,133.2,135.0,0
2025-07-07 11:29:00,135.4,136.8,134.25,134.85,0
2025-07-07 11:30:00,134.5,135.5,133.5,134.0,0
2025-07-07 11:31:00,134.9,137.65,134.5,136.4,0
2025-07-07 11:32:00,136.95,137.5,135.55,135.6,0
2025-07-07 11:33:00,136.15,137.6,135.65,137.35,0
2025-07-07 11:34:00,137.3,138.0,135.6,136.2,0
2025-07-07 11:35:00,136.3,137.95,135.8,137.05,0
2025-07-07 11:36:00,137.2,137.25,134.0,137.0,0
2025-07-07 11:37:00,136.8,138.65,136.15,136.9,0
2025-07-07 11:38:00,137.1,137.85,134.45,134.45,0
