datetime,open,high,low,close,K,D,%R,%R.1
2025-07-07 09:15:00,149.3,181.9,147.15,171.0,48.44708974339477,26.020325468356727,-31.27690100430418,-28.989361702127677
2025-07-07 09:16:00,168.4,174.05,162.75,162.75,62.10916170271462,41.926125626285646,-54.94978479196559,-50.930851063829806
2025-07-07 09:17:00,161.6,161.6,155.1,157.9,69.33533200651306,59.96386115087415,-68.86657101865137,-63.82978723404256
2025-07-07 09:18:00,157.85,165.65,157.85,160.8,53.752733929029034,61.73240921275224,-60.545193687230984,-56.11702127659574
2025-07-07 09:19:00,160.4,163.65,152.0,152.0,41.670205164959015,54.91942370016704,-85.79626972740319,-83.28690807799443
2025-07-07 09:20:00,152.8,152.8,144.0,150.1,33.705211120607835,43.04271673819863,-83.90501319261215,-83.90501319261215
2025-07-07 09:21:00,149.95,151.7,138.6,138.9,15.95447586475852,30.443297383441788,-99.30715935334872,-99.30715935334872
2025-07-07 09:22:00,141.05,146.65,141.05,143.8,11.891830037669932,20.517172341012095,-87.99076212471128,-87.99076212471128
2025-07-07 09:23:00,145.5,152.5,145.5,147.6,12.885791539166696,13.577365813865049,-79.21478060046189,-79.21478060046189
2025-07-07 09:24:00,147.9,147.9,142.85,143.7,18.25479230995278,14.344137962263131,-85.61354019746123,-88.22170900692842
2025-07-07 09:25:00,143.65,151.35,141.5,148.3,22.9238725993778,18.02148548283242,-64.14048059149718,-77.59815242494223
2025-07-07 09:26:00,149.25,153.1,143.2,145.75,22.29217575244085,21.156946887257146,-73.56746765249537,-83.48729792147805
2025-07-07 09:27:00,147.55,149.55,141.55,149.4,27.618679695670615,24.278242682496423,-56.88622754491016,-75.05773672055425
2025-07-07 09:28:00,149.9,150.7,144.3,146.75,26.792695859858227,25.567850435989897,-43.79310344827582,-81.17782909930715
2025-07-07 09:29:00,145.6,154.1,145.05,149.8,36.99882368893798,30.47006641482227,-27.741935483870854,-74.13394919168589
2025-07-07 09:30:00,150.1,150.9,143.75,145.25,40.24558911442022,34.67903622107214,-67.81609195402304,-84.6420323325635
2025-07-07 09:31:00,146.45,150.15,140.75,140.75,39.55776293778317,38.93405858038045,-100.0,-95.03464203233256
2025-07-07 09:32:00,140.75,141.8,136.0,136.9,26.910348622013412,35.57123355807226,-95.02762430939224,-98.0392156862745
2025-07-07 09:33:00,138.0,139.0,132.2,133.2,12.968078482515311,26.47873001410396,-95.4337899543379,-97.98792756539235
2025-07-07 09:34:00,132.0,134.7,125.5,128.3,5.067216005275124,14.981881036601278,-90.20979020979016,-95.03546099290776
2025-07-07 09:35:00,127.6,129.15,124.8,126.45,4.1448326252672506e-15,6.011764829263473,-94.36860068259384,-97.11033274956216
2025-07-07 09:36:00,127.6,131.0,127.2,127.4,2.411507965720687,2.492907990331938,-91.1262798634812,-95.44658493870402
2025-07-07 09:37:00,127.8,128.1,122.7,125.5,2.411507965720687,1.6076719771471255,-91.08280254777073,-95.27027027027027
