time,open,high,low,close,Call Stop Loss,Call Take Profit,Put Stop Loss,Put Take Profit,Call EMA,Put EMA,Call Up Trend,Call Down Trend,Put Up Trend,Put Down Trend,K,D,%R,%R
1751881260,153.1,153.1,149.75,149.75,NaN,NaN,NaN,NaN,149.27320162520937,NaN,145.28532807611438,NaN,NaN,NaN,44.85495718161972,39.00703122209407,-58.659217877095045,-29.745042492917836
1751881320,150.1,151,149.25,150,NaN,NaN,NaN,NaN,149.3640514220582,NaN,145.28532807611438,NaN,NaN,NaN,36.16892035792563,42.01525893798767,-46.97986577181215,-28.409090909090917
1751881380,149.85,151.2,149,151.2,NaN,NaN,NaN,NaN,149.5935449943009,NaN,145.28532807611438,NaN,NaN,NaN,30.402241294096928,37.142039611214116,-30.87248322147671,-22.754491017964156
1751881440,151.05,152.2,151,151.8,NaN,NaN,NaN,NaN,149.8693518700133,NaN,145.28532807611438,NaN,NaN,NaN,36.17992790696985,34.2503631863308,-22.818791946308608,-19.393939393939323
1751881500,152.4,152.75,151.4,152.55,NaN,NaN,NaN,NaN,150.20443288626166,NaN,145.28532807611438,NaN,NaN,NaN,43.39451975303754,36.65889631803477,-12.75167785234886,-14.84848484848478
1751881560,152.55,153.2,149.9,150,NaN,NaN,NaN,NaN,150.17887877547895,NaN,145.28532807611438,NaN,NaN,NaN,40.872300297222246,40.148915985743216,-49.29577464788736,-30.303030303030305
1751881620,150.2,151.05,149.2,150.25,NaN,NaN,NaN,NaN,150.18776892854407,NaN,145.28532807611438,NaN,NaN,NaN,40.29711039959471,41.521310149951496,-72.22222222222223,-28.78787878787879
1751881680,150,150.55,149.5,149.5,NaN,NaN,NaN,NaN,150.10179781247606,NaN,145.28532807611438,NaN,NaN,NaN,32.6058252347844,37.92507864386712,-88.88888888888889,-34.375
1751881740,149.95,150.05,148.4,148.8,NaN,NaN,NaN,NaN,149.93907308591656,NaN,145.28532807611438,NaN,NaN,NaN,26.51081654898547,33.13791739445486,-91.66666666666652,-42.61168384879714
1751881800,149.3,152.8,149.3,152.7,NaN,NaN,NaN,NaN,150.284188950177,NaN,145.28532807611438,NaN,NaN,NaN,40.22894690042296,33.11519622806427,-10.416666666666703,-16.027874564460017
1751881860,152.8,153.65,152.65,153.1,NaN,NaN,NaN,NaN,150.63616533140487,NaN,146.19641663824808,NaN,NaN,NaN,60.50746489709047,42.4157427821663,-10.476190476190693,-13.427561837455865
1751881920,153.1,153.35,152,152.55,NaN,NaN,NaN,NaN,150.87539466497927,NaN,146.19641663824808,NaN,NaN,NaN,80.7184157891852,60.484942528899545,-20.952380952380842,-18.56060606060599
1751881980,152.35,154.5,152.35,154.5,NaN,NaN,NaN,NaN,151.32847033185686,NaN,146.78309747698097,NaN,NaN,NaN,86.59315043913587,75.93967704180385,0,-4.237288135593216
1751882040,154.05,154.55,153.3,154,NaN,NaN,NaN,NaN,151.66241154037476,NaN,147.57228772928286,NaN,NaN,NaN,86.60518865319614,84.63891829383907,-8.943089430894485,-9.090909090909092
1751882100,154.1,154.6,153.1,154.45,NaN,NaN,NaN,NaN,152.0108600978279,NaN,147.68255895635457,NaN,NaN,NaN,94.09637051343213,89.09823653525471,-2.4193548387097734,-5.555555555555667
1751882160,154.85,155.25,153.2,154.75,NaN,NaN,NaN,NaN,152.35325258559942,NaN,148.0593030607191,NaN,NaN,NaN,94.09637051343213,91.59930989335346,-7.299270072992707,-5.4347826086956585
1751882220,154.85,155,153.85,154.4,NaN,NaN,NaN,NaN,152.6090960123995,NaN,148.5308727546472,NaN,NaN,NaN,94.87975197393041,94.35749766693156,-12.408759124087519,-9.239130434782558
1751882280,155,155.25,153.75,154.35,NaN,NaN,NaN,NaN,152.82670901084956,NaN,148.74528547918248,NaN,NaN,NaN,92.47494869545766,93.81702372760674,-15.126050420168191,-9.782608695652248
