Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-07-10 09:50:00,255.40,2025-07-10 09:51:00,243.50,-11.90,-4.66%,Williams28 Exit,Call Option (Hybrid Premium),237.52,237.52,255.80
2025-07-10 10:01:00,246.80,2025-07-10 10:08:00,237.50,-9.30,-3.77%,Williams28 Exit,Call Option (Hybrid Premium),227.06,227.06,247.00
2025-07-10 10:20:00,241.20,2025-07-10 10:47:00,235.75,-5.45,-2.26%,Williams28 Exit,Call Option (Hybrid Premium),221.90,221.90,245.95
2025-07-10 11:19:00,223.05,2025-07-10 11:21:00,218.55,-4.50,-2.02%,Williams28 Exit,Call Option (Hybrid Premium),205.21,205.21,224.10
2025-07-10 11:47:00,218.60,2025-07-10 11:59:00,211.80,-6.80,-3.11%,Williams28 Exit,Call Option (Hybrid Premium),201.11,201.11,221.75
2025-07-10 12:20:00,212.80,2025-07-10 12:32:00,224.80,12.00,5.64%,Quick TP,Call Option (Hybrid Premium),195.78,195.78,228.45
2025-07-10 12:50:00,220.65,2025-07-10 13:06:00,212.10,-8.55,-3.87%,Williams28 Exit,Call Option (Hybrid Premium),203.00,203.00,225.00
2025-07-10 13:20:00,219.60,2025-07-10 13:25:00,212.15,-7.45,-3.39%,Williams28 Exit,Call Option (Hybrid Premium),202.03,202.03,221.40
2025-07-10 13:31:00,217.50,2025-07-10 13:39:00,211.95,-5.55,-2.55%,Williams28 Exit,Call Option (Hybrid Premium),200.10,200.10,219.20
2025-07-10 13:50:00,210.05,2025-07-10 14:06:00,222.05,12.00,5.71%,Quick TP,Call Option (Hybrid Premium),193.25,193.25,234.95
