Entry Time,Entry Price,Exit Time,Exit Price,P/L,P/L %,Exit Reason,Trade Type,Initial SL,Final SL,Highest High
2025-07-10 10:37:00,241.85,2025-07-10 10:47:00,235.75,-6.10,-2.52%,Williams28 Exit,Call Option (Hybrid Premium),222.50,222.50,242.00
