time,open,high,low,close,EMA,Up Trend,Down Trend,Daily Pivot,Daily BC,Daily TC,Daily R1,Daily R2,Daily R3,Daily R4,Daily S1,Daily S2,Daily S3,Daily S4,Weekly Pivot,Weekly BC,Weekly TC,Weekly R1,Weekly R2,Weekly R3,Weekly R4,Weekly S1,Weekly S2,Weekly S3,Weekly S4,Monthly Pivot,Monthly BC,Monthly TC,Monthly R1,Monthly R2,Monthly R3,Monthly R4,Monthly S1,Monthly S2,Monthly S3,Monthly S4,Tomorrow Pivot,Tomorrow BC,Tomorrow TC,Tomorrow R1,Tomorrow R2,Tomorrow S1,Tomorrow S2,Next Week Pivot,Next Week BC,Next Week TC,Next Week R1,Next Week R2,Next Week R3,Next Week S1,Next Week S2,Next Week S3,Next Month Pivot,Next Month BC,Next Month TC,Next Month R1,Next Month R2,Next Month R3,Next Month S1,Next Month S2,Next Month S3,Prev Day High,Prev Day Low,Prev Week High,Prev Week Low,Prev Month High,Prev Month Low,K,D,%R,%R
1751018280,25636.55,25639.4,25629.95,25635.3,25639.688251040123,25626.308338317907,NaN,25458.066666666666,25412.6,25503.533333333333,25656.23333333333,25763.466666666667,25961.633333333324,26068.86666666666,25350.833333333332,25152.666666666668,25045.433333333334,24847.26666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25565.3,25259.9,NaN,NaN,NaN,NaN,12.219626372210817,38.090663792433126,-73.25000000000728,-63.105175292156915
1751018340,25634,25639.5,25629.6,25632.45,25638.783469660106,25626.308338317907,NaN,25458.066666666666,25412.6,25503.533333333333,25656.23333333333,25763.466666666667,25961.633333333324,26068.86666666666,25350.833333333332,25152.666666666668,25045.433333333334,24847.26666666667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25565.3,25259.9,NaN,NaN,NaN,NaN,1.505964208543503,18.308906320000823,-84.5945945945828,-68.88045540796516
1751255100,25667.95,25669.35,25623.85,25630.15,25637.704285952594,25626.308338317907,NaN,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,1.505964208543503,5.077184929765946,-86.15384615383975,-86.15384615383975
1751255160,25629.6,25637.05,25613.55,25621.55,25635.68500020852,NaN,25655.42641459106,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,2.3684757858670007e-14,1.0039761390290152,-85.6630824372758,-85.6630824372758
1751255220,25621.2,25621.2,25602,25602.65,25631.555625182453,NaN,25650.64663311319,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,2.3684757858670007e-14,0.5019880695145221,-99.0348923533757,-99.0348923533757
1751255280,25600.55,25612.15,25593.15,25595.8,25627.086172034647,NaN,25643.491969801875,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,2.3684757858670007e-14,2.906317162240965e-14,-96.52230971128883,-96.52230971128883
1751255340,25597,25611.35,25591.55,25611.35,25625.119150530318,NaN,25643.491969801875,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,12.667483593794293,4.22249453126478,-74.55012853470507,-74.55012853470507
1751255400,25610.55,25610.55,25602.6,25605.6,25622.67925671403,NaN,25643.491969801875,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,23.132858920755258,11.933447504849857,-81.94087403599049,-81.94087403599049
1751255460,25606.8,25607.9,25598.55,25607.9,25620.831849624774,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,35.220460057412275,23.673600857320608,-78.98457583547258,-78.98457583547258
1751255520,25607.7,25626.15,25607.05,25625.8,25621.45286842168,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,45.08650879757869,34.4799425919154,-55.97686375321295,-55.97686375321295
1751255580,25625.9,25634.6,25621.05,25631.3,25622.683759868967,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,59.719949031866115,46.67563929561902,-48.90745501285299,-48.90745501285299
1751255640,25632.5,25637.65,25629.8,25636.15,25624.367039885346,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,80.96568122854244,61.92404635266241,-3.2537960954445313,-42.6735218508964
1751255700,25635.7,25638.45,25632.05,25634.1,25625.58365989968,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,90.39248829795724,77.02603951945527,-9.275053304908418,-45.30848329048886
1751255760,25634.05,25640.4,25625.3,25640.4,25627.43570241222,NaN,25642.977695985563,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,98.62700607004219,89.99505853218062,0,-37.210796915163705
1751255820,25641.95,25651.05,25640.85,25646.45,25629.81248961069,25608.22923829273,NaN,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,98.62700607004221,95.88216681268055,-7.731092436972344,-29.434447300768678
1751255880,25644.05,25650.15,25642.95,25644.9,25631.698428409352,25610.441314463464,NaN,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,98.97078257220731,98.74159823743058,-11.714285714281557,-31.426735218505552
1751255940,25645.1,25645.1,25630.25,25632.6,25631.811124858184,25610.441314463464,NaN,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,90.58683323226303,96.06154062483752,-35.14285714285853,-47.23650385604157
1751256000,25631.85,25631.95,25608.85,25609.85,25629.065984250912,NaN,25660.782535284598,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,72.5279108739585,87.36184222614294,-93.63636363636529,-76.47814910025778
1751256060,25610.85,25622.5,25610.35,25619.1,25627.820236219548,NaN,25656.56428175614,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,60.092985684537524,74.40257659691969,-75.71090047393407,-64.58868894601603
1751256120,25618.7,25625.45,25616,25617.2,25626.492706692105,NaN,25656.56428175614,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,47.195308290096314,59.938734949530776,-80.21327014217526,-67.03084832904666
1751256180,25617.6,25617.8,25597.95,25608.1,25624.19361835559,NaN,25648.894318222472,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,38.89984118044767,48.72937838502717,-80.88512241054973,-78.72750642673596
1751256240,25608.5,25609.75,25603.95,25609.65,25622.375666061143,NaN,25645.507386400222,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,25.15755832438433,37.084235931642766,-77.96610169491328,-76.73521850899441
1751256300,25608.95,25612.1,25607.65,25610.8,25620.9287078035,NaN,25645.507386400222,25605.183333333334,25588.875,25621.49166666667,25686.81666666667,25735.833333333332,25817.46666666667,25866.483333333334,25556.166666666668,25474.533333333333,25425.516666666666,25343.88333333333,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25654.2,25523.55,NaN,NaN,NaN,NaN,16.714155095292917,26.92385153337496,-75.80037664783636,-75.25706940874012
